Transaction ID; Purchase Amount (USD) ;Payment Method;Review Rating
857; $79.00 ;Cash;4.7
1810; $61.00 ;Cash;3.1
3157; $78.00 ;PayPal;3.6
715; $97.00 ;Credit Card;4.8
154; $78.00 ;Debit Card;3.7
86; $56.00 ;Venmo;3.2
1466; $25.00 ;Venmo;3.9
1776; $28.00 ;Credit Card;3.5
2461; $57.00 ;Cash;2.8
3451; $36.00 ;Cash;2.7
614; $69.00 ;Venmo;3.1
2300; $48.00 ;Venmo;3.6
2698; $58.00 ;Debit Card;2.9
1188; $24.00 ;PayPal;3.6
2442; $31.00 ;Credit Card;3.5
3848; $29.00 ;Cash;3.5
525; $69.00 ;Bank Transfer;2.8
1131; $79.00 ;Debit Card;4.7
2948; $39.00 ;Debit Card;3.1
624; $84.00 ;PayPal;4.9
1850; $66.00 ;Debit Card;4.1
469; $92.00 ;Credit Card;4.7
3729; $45.00 ;Debit Card;2.5
2642; $74.00 ;Venmo;4.4
1174; $39.00 ;Bank Transfer;3.9
1602; $71.00 ;Bank Transfer;3.7
1463; $95.00 ;Bank Transfer;3.4
719; $72.00 ;Credit Card;4.8
1531; $85.00 ;Cash;4.2
2175; $54.00 ;Credit Card;3.4
3770; $41.00 ;Cash;2.9
807; $24.00 ;Venmo;3.3
1066; $99.00 ;Cash;4.8
1636; $32.00 ;Debit Card;3.8
2656; $71.00 ;Bank Transfer;4.6
16; $49.00 ;Bank Transfer;2.6
3191; $50.00 ;Credit Card;3.4
3288; $91.00 ;Credit Card;4.2
1560; $46.00 ;Credit Card;3.9
652; $50.00 ;Debit Card;2.9
3434; $39.00 ;Bank Transfer;4.2
3080; $99.00 ;Bank Transfer;3
3880; $48.00 ;PayPal;3.6
585; $77.00 ;Cash;2.5
4; $95.00 ;PayPal;2.6
1438; $100.00 ;Credit Card;4.3
2323; $54.00 ;Venmo;3.3
3; $68.00 ;Credit Card;2.6
1453; $22.00 ;Cash;3.6
3034; $84.00 ;Venmo;2.6
1238; $46.00 ;Credit Card;3.5
3320; $53.00 ;PayPal;3
3674; $60.00 ;PayPal;5
3187; $32.00 ;Credit Card;2.5
2618; $50.00 ;Cash;2.9
2753; $94.00 ;Credit Card;4.6
2278; $26.00 ;Venmo;3.6
2271; $44.00 ;PayPal;3
2614; $57.00 ;PayPal;4.5
379; $65.00 ;Debit Card;4.5
2688; $72.00 ;Debit Card;3.2
3213; $62.00 ;Bank Transfer;4
3614; $21.00 ;Credit Card;4.8
2120; $85.00 ;Bank Transfer;3.7
3114; $51.00 ;Venmo;3.8
674; $84.00 ;Venmo;2.7
1270; $37.00 ;Venmo;4.9
1267; $44.00 ;Credit Card;3.1
970; $45.00 ;Venmo;4.2
3824; $35.00 ;Cash;3.8
251; $50.00 ;Bank Transfer;4.2
3311; $26.00 ;Cash;4.6
2180; $78.00 ;Debit Card;4
2889; $82.00 ;Cash;4
3470; $39.00 ;Cash;3.8
2849; $55.00 ;Venmo;3.3
3287; $20.00 ;Credit Card;2.6
2875; $29.00 ;Credit Card;4.9
2322; $41.00 ;Venmo;3.5
2910; $38.00 ;Credit Card;2.8
329; $47.00 ;Cash;2.6
2216; $30.00 ;Venmo;3.7
3740; $56.00 ;Credit Card;2.7
3567; $89.00 ;Bank Transfer;3.3
3830; $96.00 ;PayPal;4.6
3385; $81.00 ;PayPal;4.9
1452; $83.00 ;Debit Card;4.9
3360; $35.00 ;Debit Card;2.7
455; $56.00 ;PayPal;3.2
3042; $45.00 ;Credit Card;2.9
1178; $62.00 ;Cash;3.8
984; $84.00 ;Cash;3
3724; $24.00 ;Credit Card;3.9
3695; $21.00 ;Credit Card;4.7
3554; $91.00 ;Cash;4.9
3201; $36.00 ;Bank Transfer;4.8
1717; $39.00 ;Cash;2.5
2518; $39.00 ;Cash;3.9
532; $59.00 ;Cash;3.4
1130; $27.00 ;PayPal;2.5
3094; $94.00 ;Venmo;3
3255; $94.00 ;Venmo;3.6
2848; $94.00 ;Credit Card;3.6
3093; $51.00 ;Credit Card;4.1
3212; $62.00 ;Bank Transfer;3.7
987; $57.00 ;Debit Card;3.1
2247; $76.00 ;Cash;4.2
504; $63.00 ;Debit Card;4.3
1409; $80.00 ;Credit Card;2.5
3181; $68.00 ;Debit Card;3.5
2296; $89.00 ;Debit Card;3.1
1837; $26.00 ;Debit Card;2.5
536; $90.00 ;PayPal;3.9
2590; $28.00 ;Credit Card;4.9
1252; $29.00 ;Bank Transfer;4.3
704; $31.00 ;Cash;2.6
2207; $24.00 ;Bank Transfer;4.2
1904; $88.00 ;Venmo;2.6
1227; $87.00 ;Venmo;3.6
3161; $80.00 ;Cash;3.2
2116; $48.00 ;PayPal;4.4
2760; $21.00 ;PayPal;3.7
2830; $72.00 ;Bank Transfer;3.7
1605; $44.00 ;Bank Transfer;4.1
3009; $73.00 ;PayPal;3.6
2890; $61.00 ;Debit Card;4.3
686; $20.00 ;Bank Transfer;2.6
2042; $86.00 ;Credit Card;2.9
531; $60.00 ;Venmo;4.2
766; $43.00 ;PayPal;4
3414; $44.00 ;Bank Transfer;4.3
2967; $76.00 ;Cash;3
3007; $33.00 ;Debit Card;3.5
1167; $60.00 ;Cash;3
557; $26.00 ;PayPal;3.1
1491; $73.00 ;Credit Card;4
2625; $87.00 ;Debit Card;4.1
3689; $100.00 ;PayPal;3.3
2925; $84.00 ;PayPal;4.9
2638; $41.00 ;PayPal;3.9
855; $59.00 ;PayPal;3.9
1313; $26.00 ;Bank Transfer;4.8
85; $69.00 ;Credit Card;2.7
2671; $20.00 ;Debit Card;3.1
3892; $83.00 ;Credit Card;3.2
3467; $54.00 ;PayPal;2.7
2742; $66.00 ;Cash;2.5
3661; $42.00 ;Bank Transfer;2.6
2311; $33.00 ;Cash;2.9
1673; $77.00 ;PayPal;4.2
3775; $65.00 ;PayPal;4.4
320; $39.00 ;Venmo;4.1
3578; $51.00 ;Venmo;3.8
1322; $65.00 ;Venmo;4.9
339; $89.00 ;Cash;4.9
2871; $76.00 ;Credit Card;4.1
1419; $75.00 ;Venmo;3.1
2827; $61.00 ;Credit Card;2.7
1211; $35.00 ;Cash;3.8
1853; $37.00 ;Venmo;4.3
578; $91.00 ;Venmo;4.1
1335; $99.00 ;Credit Card;4.4
1951; $54.00 ;PayPal;3.6
1674; $47.00 ;Credit Card;3.3
2334; $77.00 ;Venmo;3.6
1608; $84.00 ;Venmo;2.8
2033; $51.00 ;Credit Card;4.3
729; $26.00 ;Venmo;3.9
2959; $64.00 ;Venmo;2.7
3336; $51.00 ;Debit Card;4.7
2471; $60.00 ;Venmo;3.8
1515; $69.00 ;Debit Card;4.7
1352; $29.00 ;Credit Card;4.7
510; $91.00 ;PayPal;3.4
1253; $70.00 ;Credit Card;3.5
879; $58.00 ;Debit Card;4
2661; $98.00 ;Cash;3.3
2297; $68.00 ;Debit Card;4.7
708; $44.00 ;Debit Card;2.8
3877; $45.00 ;Bank Transfer;3.3
2892; $99.00 ;Credit Card;2.9
1390; $68.00 ;Credit Card;2.8
3378; $56.00 ;Debit Card;4.2
1019; $43.00 ;PayPal;4.4
1803; $99.00 ;Cash;3.6
662; $56.00 ;Debit Card;2.7
1357; $25.00 ;Bank Transfer;3.4
2022; $74.00 ;Cash;2.8
444; $56.00 ;Bank Transfer;3.4
2379; $47.00 ;Bank Transfer;2.6
3266; $67.00 ;PayPal;4.1
1701; $22.00 ;Debit Card;2.9
2220; $34.00 ;Cash;2.7
1533; $64.00 ;Debit Card;3.7
521; $42.00 ;Cash;4.3
3059; $82.00 ;PayPal;2.6
3173; $81.00 ;Credit Card;4.3
540; $24.00 ;Venmo;4.1
2839; $60.00 ;Venmo;4.2
3564; $24.00 ;PayPal;4.2
3429; $78.00 ;Credit Card;3.1
1994; $88.00 ;Credit Card;4.9
1475; $63.00 ;PayPal;4.4
1860; $78.00 ;Bank Transfer;4.4
1617; $37.00 ;Bank Transfer;3.4
1456; $94.00 ;Venmo;4.5
1616; $78.00 ;Credit Card;4.5
3780; $36.00 ;Cash;4.1
3762; $24.00 ;Venmo;3.2
2191; $84.00 ;Debit Card;2.7
2583; $47.00 ;Bank Transfer;3.7
2360; $51.00 ;Credit Card;2.6
737; $84.00 ;Debit Card;2.7
1020; $24.00 ;Debit Card;2.7
3829; $97.00 ;Bank Transfer;4.8
3783; $89.00 ;Venmo;4.8
1857; $44.00 ;PayPal;2.6
2535; $35.00 ;Bank Transfer;4.5
486; $91.00 ;Cash;3.2
1056; $63.00 ;PayPal;3.8
2836; $97.00 ;Debit Card;4.8
3871; $38.00 ;Debit Card;4.1
438; $24.00 ;PayPal;2.8
1868; $32.00 ;Cash;3.9
1334; $90.00 ;Venmo;4.9
3822; $36.00 ;Cash;3.4
126; $37.00 ;Cash;4.1
508; $51.00 ;Venmo;2.9
3728; $71.00 ;Bank Transfer;3.1
600; $50.00 ;Credit Card;3.6
2855; $74.00 ;Venmo;3.5
997; $75.00 ;Venmo;3.4
2190; $99.00 ;Venmo;2.9
1135; $23.00 ;Bank Transfer;4.7
1088; $53.00 ;Cash;4.4
1840; $99.00 ;Cash;2.6
1963; $48.00 ;Debit Card;4.4
757; $72.00 ;Venmo;3.7
1930; $64.00 ;Cash;4.4
1758; $63.00 ;Cash;2.5
1014; $51.00 ;Bank Transfer;2.6
1916; $55.00 ;Debit Card;5
1911; $55.00 ;Cash;4.9
1248; $26.00 ;Debit Card;3.7
3426; $67.00 ;Debit Card;3.1
2844; $31.00 ;Debit Card;3.2
3898; $66.00 ;PayPal;4.4
1078; $67.00 ;Bank Transfer;4.3
2605; $61.00 ;Venmo;3
669; $75.00 ;Venmo;3.5
966; $90.00 ;Credit Card;3.6
221; $40.00 ;Bank Transfer;3.8
3544; $90.00 ;PayPal;3.6
2758; $20.00 ;Credit Card;4.6
3754; $40.00 ;Cash;2.5
239; $33.00 ;Venmo;3.5
3764; $98.00 ;Bank Transfer;4
2906; $42.00 ;Debit Card;3.5
3052; $62.00 ;Venmo;3.2
1712; $45.00 ;Credit Card;3.5
2362; $78.00 ;Cash;3.4
2626; $80.00 ;Credit Card;5
3856; $96.00 ;Credit Card;4.5
2536; $47.00 ;PayPal;2.8
3202; $84.00 ;Venmo;4.9
2399; $31.00 ;Bank Transfer;3.1
254; $63.00 ;PayPal;4.8
1885; $97.00 ;Debit Card;2.7
1829; $99.00 ;Credit Card;4.6
500; $90.00 ;Cash;4.4
2049; $68.00 ;PayPal;3.2
98; $80.00 ;Venmo;3
1999; $91.00 ;Bank Transfer;4.9
1484; $30.00 ;Debit Card;3.6
2160; $90.00 ;Venmo;3.8
3069; $28.00 ;Venmo;2.9
3686; $46.00 ;Credit Card;3.9
308; $60.00 ;Credit Card;3.6
1426; $59.00 ;Credit Card;3.5
1510; $68.00 ;Cash;4
366; $79.00 ;Cash;4.8
718; $94.00 ;Credit Card;3.9
1165; $83.00 ;Credit Card;4.5
713; $62.00 ;Venmo;4.8
2198; $85.00 ;Cash;2.6
611; $30.00 ;Bank Transfer;3.1
3224; $24.00 ;PayPal;4.7
2540; $25.00 ;PayPal;2.9
2069; $37.00 ;Cash;3.8
1278; $69.00 ;Bank Transfer;3.8
3687; $97.00 ;Bank Transfer;3
2595; $24.00 ;Debit Card;4.1
3379; $30.00 ;Cash;3.4
3339; $53.00 ;Cash;2.5
2265; $70.00 ;Credit Card;4.9
3667; $76.00 ;Debit Card;2.8
1489; $95.00 ;Bank Transfer;4.5
291; $51.00 ;Credit Card;4.9
2561; $41.00 ;Cash;4.9
1502; $71.00 ;Bank Transfer;3.5
1725; $66.00 ;Debit Card;3.5
2979; $84.00 ;Bank Transfer;4.9
1328; $95.00 ;Venmo;3
2386; $90.00 ;Cash;2.8
3656; $36.00 ;Venmo;3.7
1187; $22.00 ;Credit Card;3.6
1852; $89.00 ;Credit Card;3.3
238; $50.00 ;Cash;3.4
782; $36.00 ;Bank Transfer;4
1547; $52.00 ;Credit Card;4.6
1511; $29.00 ;Venmo;4.2
3204; $89.00 ;Venmo;2.8
3749; $47.00 ;Credit Card;3.7
2962; $25.00 ;Bank Transfer;3.4
3858; $74.00 ;Bank Transfer;3
1823; $46.00 ;PayPal;4.8
1802; $22.00 ;Venmo;4
990; $25.00 ;Venmo;4.9
3752; $80.00 ;Venmo;4.9
3547; $76.00 ;Bank Transfer;3.3
1975; $30.00 ;Credit Card;4.4
468; $79.00 ;Cash;3.5
2108; $22.00 ;Credit Card;4.2
1775; $36.00 ;Debit Card;4.2
1961; $77.00 ;Cash;2.7
2109; $33.00 ;Credit Card;2.8
1571; $64.00 ;Credit Card;3.8
1423; $53.00 ;PayPal;2.6
3154; $36.00 ;Venmo;3
1314; $70.00 ;Cash;3.3
3588; $96.00 ;Debit Card;4.9
3397; $27.00 ;PayPal;3.3
2238; $64.00 ;Debit Card;2.9
889; $23.00 ;Bank Transfer;4.4
3179; $33.00 ;Credit Card;3.1
2999; $34.00 ;Venmo;2.5
367; $35.00 ;PayPal;2.6
142; $62.00 ;Debit Card;4.4
1580; $75.00 ;Venmo;2.6
1157; $29.00 ;Bank Transfer;3.3
417; $28.00 ;Debit Card;3.5
989; $20.00 ;Cash;4.1
577; $96.00 ;Credit Card;4
1416; $43.00 ;Venmo;2.7
2364; $94.00 ;Bank Transfer;2.5
1989; $81.00 ;Credit Card;4.3
14; $75.00 ;Venmo;3.3
3258; $81.00 ;Cash;2.6
1544; $92.00 ;Bank Transfer;3.5
772; $96.00 ;Cash;4
3134; $71.00 ;PayPal;2.6
3615; $50.00 ;Debit Card;4.9
1561; $72.00 ;Bank Transfer;2.9
659; $28.00 ;Cash;3.7
1615; $59.00 ;Cash;4.4
2940; $33.00 ;Bank Transfer;4.4
2685; $59.00 ;Bank Transfer;3.8
1812; $30.00 ;Cash;4.5
2329; $85.00 ;PayPal;2.6
2990; $97.00 ;Credit Card;3.3
3275; $36.00 ;Credit Card;4.1
1459; $85.00 ;PayPal;3
2937; $62.00 ;PayPal;3
2391; $71.00 ;PayPal;3.4
568; $21.00 ;Bank Transfer;2.7
3900; $61.00 ;Debit Card;3.8
1218; $58.00 ;Bank Transfer;4.2
2028; $80.00 ;Cash;4.7
2478; $50.00 ;Credit Card;4.1
492; $48.00 ;PayPal;4.2
3474; $40.00 ;Credit Card;4.8
3590; $34.00 ;Debit Card;3
3620; $46.00 ;Credit Card;2.6
2901; $27.00 ;Venmo;3.2
3357; $98.00 ;PayPal;3.6
2349; $73.00 ;Cash;2.6
1991; $28.00 ;Debit Card;4.4
3492; $76.00 ;Cash;3
1028; $83.00 ;Credit Card;2.9
3124; $23.00 ;Debit Card;4.3
1497; $28.00 ;Bank Transfer;3.1
2633; $83.00 ;Credit Card;3
2067; $96.00 ;Credit Card;3.6
3176; $62.00 ;Venmo;2.8
3285; $25.00 ;Venmo;2.8
2173; $97.00 ;Debit Card;4.9
553; $61.00 ;Debit Card;3
2147; $66.00 ;Bank Transfer;4.1
1307; $67.00 ;Credit Card;4.6
3344; $80.00 ;Cash;4.8
3700; $25.00 ;Cash;2.6
3401; $58.00 ;Bank Transfer;4
3791; $96.00 ;Venmo;4.2
203; $77.00 ;PayPal;4.5
2603; $65.00 ;Debit Card;4.9
450; $36.00 ;Venmo;3.1
809; $84.00 ;Venmo;4
2646; $58.00 ;Cash;3.2
2516; $62.00 ;PayPal;4.3
563; $67.00 ;Debit Card;2.5
2918; $20.00 ;Debit Card;4.9
153; $90.00 ;Debit Card;2.7
3021; $58.00 ;Venmo;3.4
1103; $53.00 ;Venmo;4.8
2526; $30.00 ;PayPal;4.7
3060; $65.00 ;Credit Card;4.7
3283; $41.00 ;Cash;3.9
3751; $73.00 ;Credit Card;3.7
1643; $98.00 ;PayPal;4.3
3298; $36.00 ;PayPal;4.1
3518; $81.00 ;Bank Transfer;4.6
712; $90.00 ;PayPal;3.6
3680; $83.00 ;Debit Card;4.8
1284; $91.00 ;Credit Card;2.8
959; $36.00 ;Venmo;4.7
3238; $53.00 ;PayPal;3.9
1521; $39.00 ;Cash;2.6
1386; $33.00 ;Debit Card;4.7
2506; $76.00 ;Cash;3.5
2556; $23.00 ;Cash;4.4
1340; $54.00 ;PayPal;4.4
1854; $89.00 ;Venmo;3
1610; $38.00 ;Debit Card;4.2
3669; $36.00 ;PayPal;4.3
2134; $66.00 ;Bank Transfer;2.6
607; $42.00 ;Cash;3.3
340; $36.00 ;Debit Card;2.7
1054; $86.00 ;Bank Transfer;4.2
3200; $49.00 ;Cash;4
100; $41.00 ;PayPal;4
1925; $82.00 ;Venmo;2.9
2096; $53.00 ;Debit Card;2.6
3849; $21.00 ;PayPal;4.8
3100; $66.00 ;Credit Card;4.4
157; $89.00 ;Venmo;4
1716; $55.00 ;Debit Card;3.6
2637; $42.00 ;Cash;3.2
3655; $52.00 ;Bank Transfer;3.1
885; $92.00 ;Venmo;4.2
3247; $56.00 ;Credit Card;3
941; $96.00 ;Credit Card;4.2
174; $64.00 ;Cash;2.9
2543; $48.00 ;Cash;3.7
2798; $83.00 ;PayPal;3.6
2659; $91.00 ;PayPal;3.6
3816; $94.00 ;Venmo;4.5
1932; $62.00 ;Bank Transfer;3.2
3003; $55.00 ;Bank Transfer;3.9
2007; $68.00 ;Credit Card;4.6
1590; $76.00 ;Credit Card;2.5
271; $31.00 ;Cash;4.3
3773; $81.00 ;Credit Card;4.1
2221; $83.00 ;Credit Card;4.6
3185; $21.00 ;Cash;4.8
3032; $22.00 ;Credit Card;4.9
240; $33.00 ;Debit Card;2.8
2992; $23.00 ;Cash;4.9
2141; $96.00 ;Cash;3.5
2301; $21.00 ;Debit Card;3.8
2928; $39.00 ;PayPal;4.5
2881; $73.00 ;Bank Transfer;3.4
821; $64.00 ;Debit Card;3.9
1798; $68.00 ;Cash;4.1
2401; $89.00 ;Cash;3
3668; $29.00 ;Credit Card;3.3
2431; $97.00 ;Venmo;4.9
432; $45.00 ;Bank Transfer;4.3
539; $70.00 ;Debit Card;4.1
1374; $56.00 ;PayPal;4
1656; $55.00 ;Venmo;5
1815; $46.00 ;Debit Card;3.1
216; $95.00 ;Cash;4
1171; $88.00 ;PayPal;3.2
2000; $92.00 ;Debit Card;3.9
1727; $49.00 ;Bank Transfer;3.9
623; $89.00 ;Credit Card;4.5
3307; $22.00 ;Bank Transfer;4.4
2790; $61.00 ;Cash;3.1
752; $29.00 ;Bank Transfer;2.9
252; $82.00 ;Bank Transfer;3.7
3826; $94.00 ;Bank Transfer;3.2
2707; $99.00 ;Credit Card;3.5
3369; $59.00 ;Cash;3
3647; $90.00 ;Venmo;4.1
603; $100.00 ;Cash;2.9
1766; $62.00 ;PayPal;3.8
2066; $78.00 ;PayPal;4.1
667; $94.00 ;Venmo;4.6
2354; $74.00 ;Venmo;2.5
51; $52.00 ;Cash;3.7
181; $81.00 ;Cash;3.8
1509; $20.00 ;Cash;2.6
1983; $32.00 ;PayPal;3.7
794; $63.00 ;Debit Card;2.6
2513; $79.00 ;Venmo;3.1
2820; $23.00 ;Bank Transfer;2.5
306; $64.00 ;Bank Transfer;4.9
326; $69.00 ;Bank Transfer;4.5
79; $69.00 ;Bank Transfer;3.4
256; $24.00 ;Credit Card;3.9
1498; $50.00 ;Bank Transfer;3.7
1875; $97.00 ;Credit Card;2.6
2761; $91.00 ;PayPal;3.4
2149; $37.00 ;Venmo;4.9
2010; $55.00 ;Venmo;3.9
810; $52.00 ;Venmo;3.6
124; $80.00 ;Debit Card;4.6
1447; $79.00 ;Credit Card;4
958; $23.00 ;Cash;3.6
458; $73.00 ;Cash;3.5
1907; $99.00 ;Cash;4.1
1710; $22.00 ;Bank Transfer;3
774; $68.00 ;PayPal;4.4
893; $92.00 ;Credit Card;4.4
1693; $77.00 ;PayPal;3.7
233; $37.00 ;PayPal;4.8
2883; $79.00 ;Debit Card;2.9
2331; $51.00 ;Cash;3.1
2201; $27.00 ;Bank Transfer;4
2444; $23.00 ;PayPal;3
3611; $76.00 ;Cash;3.9
408; $31.00 ;Bank Transfer;3.4
3654; $60.00 ;Credit Card;2.7
1391; $99.00 ;Bank Transfer;3.5
2388; $37.00 ;Credit Card;3
3820; $50.00 ;PayPal;4.5
1474; $26.00 ;Cash;4.1
156; $86.00 ;Debit Card;5
50; $41.00 ;Venmo;4
825; $23.00 ;Venmo;4.9
1728; $56.00 ;Cash;3.3
2913; $68.00 ;Credit Card;4.1
703; $48.00 ;Cash;3.6
3645; $67.00 ;Cash;3
2845; $87.00 ;Debit Card;4.1
1973; $64.00 ;Bank Transfer;3.9
888; $93.00 ;Venmo;4.1
2305; $29.00 ;Venmo;2.8
1134; $62.00 ;Debit Card;4.8
795; $70.00 ;Bank Transfer;4.6
3095; $92.00 ;Venmo;2.5
3225; $79.00 ;Bank Transfer;2.7
910; $31.00 ;Cash;4
2045; $83.00 ;Credit Card;2.7
2964; $88.00 ;Venmo;2.9
3354; $53.00 ;PayPal;3
3098; $98.00 ;Cash;3.3
1630; $57.00 ;Cash;4.3
453; $80.00 ;Debit Card;4.4
2608; $29.00 ;Cash;4.1
2043; $73.00 ;Cash;3.1
848; $32.00 ;PayPal;4.5
383; $68.00 ;PayPal;4.8
3713; $97.00 ;Debit Card;5
77; $98.00 ;Credit Card;2.8
2938; $56.00 ;PayPal;3.7
3507; $78.00 ;PayPal;4.4
971; $81.00 ;Cash;4.5
3033; $68.00 ;Debit Card;3
2395; $94.00 ;Credit Card;3.9
1694; $93.00 ;Bank Transfer;3.9
833; $99.00 ;Venmo;3.5
1200; $49.00 ;Bank Transfer;4.9
522; $28.00 ;Venmo;3.4
316; $93.00 ;Venmo;4.1
3125; $24.00 ;Debit Card;2.9
1739; $35.00 ;Cash;3.4
128; $68.00 ;Venmo;3.2
1861; $61.00 ;Debit Card;3.9
1554; $74.00 ;Bank Transfer;4.1
2463; $64.00 ;Credit Card;4.5
262; $60.00 ;PayPal;2.8
3438; $29.00 ;PayPal;2.8
3262; $85.00 ;Debit Card;4.6
2580; $81.00 ;Cash;3
1979; $23.00 ;Bank Transfer;3.6
2168; $100.00 ;Cash;4.5
783; $54.00 ;Venmo;5
1086; $25.00 ;Bank Transfer;2.9
57; $32.00 ;Venmo;3.1
1879; $63.00 ;Bank Transfer;4
284; $56.00 ;Venmo;4.5
858; $33.00 ;Cash;4.5
956; $32.00 ;PayPal;3.1
2088; $38.00 ;Credit Card;4.4
3883; $21.00 ;Bank Transfer;4.7
319; $59.00 ;Credit Card;3.1
2376; $87.00 ;Credit Card;4.2
2092; $79.00 ;Venmo;3
1136; $28.00 ;Cash;2.6
3778; $67.00 ;Venmo;3.4
3065; $75.00 ;PayPal;4.2
519; $32.00 ;PayPal;4.6
1371; $43.00 ;Credit Card;2.8
564; $93.00 ;Venmo;2.7
1769; $24.00 ;Credit Card;4
1449; $31.00 ;PayPal;3.1
3653; $84.00 ;Credit Card;3.7
3833; $74.00 ;Credit Card;4
3601; $62.00 ;Cash;4.6
645; $77.00 ;Credit Card;3.8
837; $73.00 ;Venmo;3.5
3260; $50.00 ;Bank Transfer;4.6
1398; $40.00 ;Credit Card;2.8
3331; $97.00 ;Debit Card;3.7
2644; $63.00 ;PayPal;3.3
1193; $65.00 ;Credit Card;2.9
1767; $91.00 ;Credit Card;3.2
12; $60.00 ;Bank Transfer;4.3
3166; $69.00 ;Cash;2.7
3394; $52.00 ;Debit Card;4.2
2822; $49.00 ;Credit Card;4.8
3066; $85.00 ;PayPal;4.8
1652; $86.00 ;Venmo;3.4
314; $51.00 ;Bank Transfer;2.6
2803; $56.00 ;PayPal;5
2740; $72.00 ;Credit Card;4.4
1780; $27.00 ;Debit Card;2.9
905; $43.00 ;Cash;3.4
3522; $56.00 ;Venmo;3.4
3242; $37.00 ;Credit Card;4.9
3854; $21.00 ;Credit Card;3.6
1809; $91.00 ;Credit Card;3
3289; $95.00 ;Venmo;3.9
3118; $54.00 ;PayPal;3.2
2275; $36.00 ;Bank Transfer;3.2
1604; $71.00 ;Cash;4.3
42; $31.00 ;Credit Card;2.8
2445; $89.00 ;Bank Transfer;4.5
745; $83.00 ;Bank Transfer;4.1
2080; $42.00 ;Debit Card;3.6
210; $91.00 ;Venmo;3
852; $61.00 ;Debit Card;4
1688; $66.00 ;Venmo;3.5
868; $22.00 ;Debit Card;2.5
1553; $68.00 ;Debit Card;4.3
2566; $43.00 ;Bank Transfer;2.8
904; $32.00 ;Cash;3.7
1003; $46.00 ;Cash;4.3
2409; $90.00 ;Bank Transfer;4
2634; $75.00 ;Cash;4.7
3380; $69.00 ;PayPal;4.5
2953; $40.00 ;Debit Card;3.1
2697; $63.00 ;Venmo;3.8
2055; $36.00 ;Venmo;4.9
3374; $75.00 ;Cash;3.2
1839; $67.00 ;PayPal;2.9
3725; $64.00 ;PayPal;2.8
1163; $61.00 ;Credit Card;4
2125; $40.00 ;Credit Card;2.6
661; $97.00 ;Debit Card;2.7
2245; $31.00 ;Venmo;4.1
1353; $65.00 ;Cash;5
640; $54.00 ;Credit Card;3
1972; $49.00 ;PayPal;3.6
2291; $64.00 ;Venmo;2.8
3574; $35.00 ;Bank Transfer;4.6
2616; $86.00 ;Cash;2.9
1063; $55.00 ;Venmo;4.8
3464; $58.00 ;Bank Transfer;3.3
1941; $96.00 ;Cash;4.6
2585; $64.00 ;Debit Card;2.6
2578; $56.00 ;Bank Transfer;4
375; $85.00 ;Credit Card;3.8
2377; $23.00 ;Cash;3.9
3309; $72.00 ;Debit Card;2.6
134; $38.00 ;Venmo;4.3
830; $29.00 ;Bank Transfer;3.6
3706; $46.00 ;Debit Card;4.2
2281; $58.00 ;Bank Transfer;3.9
3443; $43.00 ;PayPal;4.7
3338; $32.00 ;Cash;2.8
2192; $30.00 ;Cash;3
2087; $67.00 ;Cash;4.7
84; $45.00 ;Bank Transfer;2.5
1411; $81.00 ;Bank Transfer;3.1
785; $23.00 ;Venmo;3.6
516; $59.00 ;Cash;3.5
3404; $21.00 ;Bank Transfer;3.1
1099; $20.00 ;Bank Transfer;3.6
138; $28.00 ;Venmo;3.5
392; $100.00 ;Cash;2.7
2040; $46.00 ;Venmo;3.6
639; $61.00 ;Cash;4.5
3014; $58.00 ;Debit Card;4.1
2264; $50.00 ;Credit Card;4.2
2286; $93.00 ;Venmo;4
1816; $24.00 ;PayPal;2.8
3048; $100.00 ;Debit Card;2.6
113; $79.00 ;Venmo;2.7
923; $51.00 ;Debit Card;4.5
3714; $90.00 ;Bank Transfer;3.7
3150; $56.00 ;PayPal;3.4
1595; $25.00 ;Cash;4.6
1955; $75.00 ;Bank Transfer;4.1
605; $75.00 ;Debit Card;2.6
1264; $53.00 ;Cash;4.6
1681; $100.00 ;Credit Card;3
710; $27.00 ;PayPal;3.4
2452; $60.00 ;PayPal;3.5
3624; $23.00 ;Cash;3.5
3855; $40.00 ;Debit Card;3.7
771; $38.00 ;Credit Card;4.8
1380; $90.00 ;PayPal;4.9
1430; $97.00 ;Debit Card;4.9
1266; $38.00 ;Venmo;4.7
2385; $30.00 ;PayPal;4.9
3270; $88.00 ;Bank Transfer;2.9
1518; $33.00 ;Cash;4.4
2053; $60.00 ;Venmo;3.2
3377; $64.00 ;PayPal;4.6
2591; $95.00 ;Debit Card;4
503; $83.00 ;Venmo;3.7
960; $97.00 ;Debit Card;4.2
487; $38.00 ;Cash;2.9
1482; $48.00 ;Credit Card;4.8
1384; $76.00 ;Bank Transfer;4.4
3236; $25.00 ;Debit Card;3.4
397; $92.00 ;Cash;2.8
2791; $47.00 ;PayPal;4.2
3670; $36.00 ;Venmo;3.8
1214; $51.00 ;Venmo;3.1
2986; $35.00 ;Debit Card;3.2
2157; $57.00 ;Credit Card;3
2575; $95.00 ;Bank Transfer;3.6
895; $41.00 ;Debit Card;2.5
1232; $44.00 ;PayPal;3.4
3808; $34.00 ;Venmo;2.5
3216; $25.00 ;Venmo;4.7
