Customer_ID;Age;Gender;Item_Purchased;Category;Size;Color;Season;Purchase_Amount__USD_;Payment_Method;Shipping_Type;Location;Frequency_of_Purchases;Review_Rating
981;56;Male;Boots;Footwear;S;Magenta;Spring; $61.00 ;Debit Card;Express;Maryland;Monthly;4.5
982;27;Male;Belt;Accessories;M;Silver;Spring; $92.00 ;Credit Card;Next Day Air;Maryland;Weekly;4.6
983;35;Male;Coat;Outerwear;S;Red;Summer; $61.00 ;Venmo;Next Day Air;Texas;Weekly;3.9
984;24;Male;Hat;Accessories;L;Indigo;Winter; $84.00 ;Cash;Next Day Air;New Mexico;Bi-Weekly;3.0
985;26;Male;Shoes;Footwear;M;Green;Summer; $65.00 ;Credit Card;Standard;Utah;Monthly;4.9
986;32;Male;Handbag;Accessories;M;Gray;Fall; $30.00 ;Cash;Express;West Virginia;Fortnightly;2.8
987;54;Male;Scarf;Accessories;S;Peach;Spring; $57.00 ;Debit Card;2-Day Shipping;Connecticut;Fortnightly;3.1
988;62;Male;Handbag;Accessories;M;Charcoal;Summer; $42.00 ;PayPal;Next Day Air;West Virginia;Bi-Weekly;4.1
989;50;Male;Pants;Clothing;M;Orange;Winter; $20.00 ;Cash;Store Pickup;Ohio;Every 3 Months;4.1
990;70;Male;Shoes;Footwear;M;Beige;Spring; $25.00 ;Venmo;Next Day Air;Texas;Fortnightly;4.9
991;48;Male;Sunglasses;Accessories;S;Yellow;Spring; $42.00 ;Debit Card;Next Day Air;Washington;Weekly;4.4
992;20;Male;Shorts;Clothing;XL;White;Spring; $71.00 ;Bank Transfer;Free Shipping;Wisconsin;Every 3 Months;3.3
993;46;Male;Jacket;Outerwear;M;Gray;Winter; $21.00 ;Venmo;Next Day Air;Louisiana;Quarterly;3.9
994;51;Male;Sandals;Footwear;M;Peach;Winter; $57.00 ;Debit Card;Store Pickup;Iowa;Weekly;3.4
995;53;Male;Shoes;Footwear;L;Violet;Fall; $77.00 ;Debit Card;Store Pickup;New York;Quarterly;4.9
996;44;Male;Jewelry;Accessories;M;Magenta;Spring; $97.00 ;Debit Card;Express;Idaho;Fortnightly;2.8
997;29;Male;Sandals;Footwear;L;Maroon;Summer; $75.00 ;Venmo;Free Shipping;Delaware;Monthly;3.4
998;64;Male;Pants;Clothing;M;Cyan;Spring; $45.00 ;Bank Transfer;2-Day Shipping;Kentucky;Bi-Weekly;4.8
999;51;Male;Shoes;Footwear;M;White;Spring; $90.00 ;Venmo;2-Day Shipping;Connecticut;Weekly;3.9
1000;50;Male;Socks;Clothing;L;Brown;Spring; $62.00 ;Cash;Express;New Mexico;Annually;3.6
1001;43;Male;Socks;Clothing;M;Red;Winter; $32.00 ;Bank Transfer;Free Shipping;Georgia;Every 3 Months;2.8
1002;61;Male;Dress;Clothing;M;Orange;Fall; $81.00 ;Venmo;2-Day Shipping;Washington;Every 3 Months;3.3
1003;55;Male;Shoes;Footwear;M;White;Spring; $46.00 ;Cash;Express;North Dakota;Weekly;4.3
1004;56;Male;Hat;Accessories;M;Green;Fall; $57.00 ;Debit Card;Next Day Air;Ohio;Every 3 Months;4.4
1005;33;Male;Backpack;Accessories;M;Black;Summer; $32.00 ;Venmo;Standard;Tennessee;Weekly;3.3
1006;43;Male;Backpack;Accessories;M;Gold;Winter; $63.00 ;PayPal;Standard;New York;Monthly;4.6
1007;21;Male;Pants;Clothing;S;Lavender;Summer; $64.00 ;Cash;Free Shipping;Michigan;Bi-Weekly;4.0
1008;58;Male;Gloves;Accessories;XL;Turquoise;Spring; $40.00 ;Bank Transfer;Express;Georgia;Weekly;4.2
1009;41;Male;Scarf;Accessories;M;Pink;Spring; $96.00 ;Credit Card;Express;New Mexico;Bi-Weekly;4.8
1010;39;Male;Hoodie;Clothing;M;Silver;Summer; $79.00 ;Cash;Store Pickup;Louisiana;Quarterly;2.8
1011;54;Male;Jeans;Clothing;XL;Gray;Spring; $33.00 ;Debit Card;Express;South Dakota;Bi-Weekly;3.5
1012;43;Male;Backpack;Accessories;L;Indigo;Spring; $99.00 ;Bank Transfer;2-Day Shipping;Montana;Monthly;4.0
1013;28;Male;Sandals;Footwear;L;Teal;Summer; $85.00 ;Bank Transfer;Standard;New Mexico;Bi-Weekly;4.3
1014;59;Male;Belt;Accessories;XL;Green;Summer; $51.00 ;Bank Transfer;Next Day Air;South Carolina;Bi-Weekly;2.6
1015;28;Male;Shoes;Footwear;M;Violet;Summer; $44.00 ;PayPal;Express;Ohio;Quarterly;3.3
1016;68;Male;Gloves;Accessories;M;Cyan;Summer; $40.00 ;Venmo;Next Day Air;North Carolina;Every 3 Months;2.7
1017;20;Male;Belt;Accessories;XL;Blue;Summer; $59.00 ;PayPal;2-Day Shipping;Idaho;Quarterly;4.3
1018;21;Male;Jacket;Outerwear;L;Orange;Fall; $88.00 ;PayPal;Next Day Air;Oklahoma;Every 3 Months;2.5
1019;50;Male;Dress;Clothing;XL;Charcoal;Spring; $43.00 ;PayPal;Express;Georgia;Bi-Weekly;4.4
1020;32;Male;Shirt;Clothing;S;Beige;Winter; $24.00 ;Debit Card;Express;Kentucky;Quarterly;2.7
1021;24;Male;Scarf;Accessories;M;Black;Fall; $40.00 ;Bank Transfer;Standard;Delaware;Annually;4.2
1022;55;Male;Coat;Outerwear;S;Lavender;Winter; $87.00 ;PayPal;2-Day Shipping;Massachusetts;Every 3 Months;2.9
1023;61;Male;Handbag;Accessories;M;Lavender;Winter; $50.00 ;Debit Card;Store Pickup;Nebraska;Monthly;2.9
1024;61;Male;Sunglasses;Accessories;S;Turquoise;Winter; $99.00 ;PayPal;Standard;Maine;Quarterly;3.3
1025;28;Male;T-shirt;Clothing;M;Purple;Summer; $77.00 ;Cash;Free Shipping;Pennsylvania;Quarterly;4.3
1026;60;Male;Shirt;Clothing;M;Olive;Winter; $25.00 ;PayPal;Store Pickup;Nebraska;Annually;4.8
1027;49;Male;Handbag;Accessories;L;Turquoise;Winter; $85.00 ;Bank Transfer;Express;Virginia;Annually;3.4
1028;33;Male;Jewelry;Accessories;L;Teal;Summer; $83.00 ;Credit Card;Express;Ohio;Fortnightly;2.9
1029;45;Male;Hoodie;Clothing;S;Lavender;Summer; $30.00 ;Bank Transfer;Next Day Air;Nebraska;Bi-Weekly;4.3
1030;29;Male;Gloves;Accessories;M;Purple;Spring; $77.00 ;PayPal;Express;Ohio;Every 3 Months;3.7
1031;58;Male;Coat;Outerwear;L;Blue;Winter; $51.00 ;Debit Card;Free Shipping;Kentucky;Weekly;2.7
1032;22;Male;Sandals;Footwear;M;Teal;Spring; $70.00 ;Credit Card;Express;Tennessee;Weekly;4.4
1033;55;Male;Boots;Footwear;M;Lavender;Fall; $27.00 ;Cash;Next Day Air;Maine;Fortnightly;4.5
1034;19;Male;Pants;Clothing;S;Silver;Spring; $89.00 ;Credit Card;2-Day Shipping;Montana;Monthly;4.6
1035;68;Male;Socks;Clothing;M;Olive;Fall; $63.00 ;PayPal;Next Day Air;Maryland;Weekly;3.1
1036;61;Male;Blouse;Clothing;M;Brown;Fall; $87.00 ;Cash;Store Pickup;Georgia;Every 3 Months;3.1
1037;68;Male;Handbag;Accessories;M;Yellow;Fall; $72.00 ;Venmo;2-Day Shipping;Hawaii;Every 3 Months;4.5
1038;52;Male;Jewelry;Accessories;XL;Brown;Spring; $37.00 ;Credit Card;Next Day Air;Rhode Island;Monthly;3.2
1039;41;Male;Pants;Clothing;XL;Cyan;Fall; $73.00 ;Credit Card;Free Shipping;Nebraska;Weekly;4.9
1040;29;Male;Belt;Accessories;M;Magenta;Fall; $33.00 ;Cash;Standard;Michigan;Fortnightly;4.8
1041;68;Male;Jeans;Clothing;S;Magenta;Fall; $59.00 ;Debit Card;Standard;North Carolina;Annually;3.3
1042;36;Male;Shirt;Clothing;M;Orange;Summer; $52.00 ;Debit Card;2-Day Shipping;Minnesota;Weekly;3.6
1043;55;Male;Belt;Accessories;M;Maroon;Spring; $42.00 ;PayPal;Standard;Maryland;Bi-Weekly;2.6
1044;28;Male;Jeans;Clothing;M;Green;Spring; $70.00 ;Bank Transfer;Standard;Hawaii;Bi-Weekly;4.7
1045;39;Male;Jeans;Clothing;L;Teal;Summer; $30.00 ;Debit Card;Standard;Oregon;Fortnightly;4.0
1046;54;Male;Sweater;Clothing;L;Black;Fall; $49.00 ;Cash;Express;New Mexico;Annually;4.2
1047;40;Male;Sneakers;Footwear;M;Magenta;Winter; $79.00 ;Venmo;Standard;Illinois;Annually;4.4
1048;31;Male;Socks;Clothing;S;Olive;Fall; $95.00 ;Cash;Express;Utah;Bi-Weekly;3.7
1049;30;Male;Socks;Clothing;L;Yellow;Fall; $80.00 ;Debit Card;2-Day Shipping;Maine;Every 3 Months;4.7
1050;45;Male;Sunglasses;Accessories;S;Purple;Fall; $57.00 ;Cash;Standard;Virginia;Bi-Weekly;3.2
1051;48;Male;Sneakers;Footwear;M;Beige;Winter; $32.00 ;Venmo;Next Day Air;Florida;Bi-Weekly;4.2
1052;45;Male;Socks;Clothing;M;Indigo;Fall; $37.00 ;Debit Card;Free Shipping;Ohio;Bi-Weekly;4.8
1053;60;Male;Shoes;Footwear;XL;Pink;Fall; $91.00 ;Bank Transfer;2-Day Shipping;Virginia;Fortnightly;3.5
1054;59;Male;Blouse;Clothing;M;Blue;Spring; $86.00 ;Bank Transfer;Express;Kansas;Weekly;4.2
1055;18;Male;Shorts;Clothing;L;Cyan;Winter; $33.00 ;PayPal;2-Day Shipping;Arkansas;Quarterly;2.5
1056;70;Male;Jacket;Outerwear;M;Orange;Spring; $63.00 ;PayPal;Next Day Air;Massachusetts;Fortnightly;3.8
1057;20;Male;Sweater;Clothing;L;Black;Winter; $90.00 ;PayPal;Store Pickup;Idaho;Annually;2.6
1058;65;Male;Jacket;Outerwear;S;Maroon;Spring; $93.00 ;Credit Card;Next Day Air;Wisconsin;Bi-Weekly;2.7
1059;29;Male;Scarf;Accessories;L;Violet;Summer; $96.00 ;Bank Transfer;Standard;New Mexico;Every 3 Months;2.7
1060;22;Male;Jacket;Outerwear;M;Beige;Winter; $82.00 ;PayPal;Free Shipping;North Carolina;Weekly;4.1
1061;27;Male;Sweater;Clothing;S;Gray;Summer; $29.00 ;PayPal;Express;Iowa;Bi-Weekly;3.6
1062;36;Male;Coat;Outerwear;M;Gray;Summer; $23.00 ;Bank Transfer;Free Shipping;Idaho;Monthly;4.1
1063;59;Male;Boots;Footwear;M;Brown;Fall; $55.00 ;Venmo;Express;Ohio;Quarterly;4.8
1064;62;Male;Hoodie;Clothing;S;Indigo;Summer; $25.00 ;Debit Card;Next Day Air;Alabama;Every 3 Months;3.0
1065;34;Male;Hat;Accessories;M;Violet;Spring; $32.00 ;Cash;Next Day Air;Wyoming;Weekly;2.6
1066;59;Male;T-shirt;Clothing;XL;Blue;Spring; $99.00 ;Cash;Standard;Alabama;Fortnightly;4.8
1067;49;Male;Coat;Outerwear;M;Red;Winter; $77.00 ;Cash;2-Day Shipping;Mississippi;Monthly;4.2
1068;18;Male;Dress;Clothing;S;Peach;Summer; $81.00 ;Bank Transfer;2-Day Shipping;Pennsylvania;Quarterly;3.4
1069;55;Male;Shirt;Clothing;M;Olive;Fall; $67.00 ;Bank Transfer;Standard;Wyoming;Monthly;3.8
1070;38;Male;Skirt;Clothing;XL;White;Fall; $37.00 ;Debit Card;2-Day Shipping;Maryland;Every 3 Months;3.7
1071;50;Male;Jewelry;Accessories;M;Magenta;Summer; $77.00 ;PayPal;Express;North Carolina;Weekly;3.8
1072;61;Male;Hat;Accessories;M;Beige;Summer; $72.00 ;Bank Transfer;Next Day Air;Pennsylvania;Quarterly;4.5
1073;48;Male;Shorts;Clothing;L;Gold;Fall; $90.00 ;Debit Card;Express;Idaho;Every 3 Months;4.2
1074;22;Male;Scarf;Accessories;XL;Purple;Spring; $86.00 ;Cash;2-Day Shipping;California;Monthly;2.8
1075;48;Male;Jewelry;Accessories;S;White;Fall; $56.00 ;Venmo;Standard;Tennessee;Monthly;3.3
1076;57;Male;Sunglasses;Accessories;L;Indigo;Summer; $75.00 ;Debit Card;Store Pickup;Missouri;Bi-Weekly;4.0
1077;33;Male;Coat;Outerwear;L;Charcoal;Spring; $86.00 ;Credit Card;2-Day Shipping;North Dakota;Quarterly;2.7
1078;58;Male;Jacket;Outerwear;M;Pink;Winter; $67.00 ;Bank Transfer;Next Day Air;West Virginia;Weekly;4.3
1079;37;Male;Sweater;Clothing;M;Silver;Fall; $22.00 ;Venmo;2-Day Shipping;Arizona;Fortnightly;3.0
1080;18;Male;Coat;Outerwear;S;Blue;Summer; $100.00 ;PayPal;Next Day Air;Oklahoma;Every 3 Months;2.9
1081;65;Male;Scarf;Accessories;L;Blue;Fall; $92.00 ;Bank Transfer;Store Pickup;Pennsylvania;Every 3 Months;4.4
1082;62;Male;Belt;Accessories;XL;Brown;Spring; $55.00 ;Cash;2-Day Shipping;Idaho;Every 3 Months;2.9
1083;54;Male;Hat;Accessories;XL;Cyan;Winter; $94.00 ;Cash;Standard;South Carolina;Every 3 Months;3.8
1084;35;Male;Backpack;Accessories;L;Teal;Summer; $79.00 ;Venmo;Store Pickup;Washington;Fortnightly;3.7
1085;34;Male;T-shirt;Clothing;S;Purple;Fall; $93.00 ;Venmo;Next Day Air;Arkansas;Monthly;3.8
1086;25;Male;Jewelry;Accessories;M;Turquoise;Winter; $25.00 ;Bank Transfer;Next Day Air;Utah;Monthly;2.9
1087;53;Male;Sunglasses;Accessories;M;Olive;Winter; $76.00 ;Venmo;Free Shipping;Alaska;Every 3 Months;4.4
1088;45;Male;Jeans;Clothing;S;White;Winter; $53.00 ;Cash;Free Shipping;West Virginia;Bi-Weekly;4.4
1089;49;Male;Pants;Clothing;M;Turquoise;Winter; $40.00 ;PayPal;2-Day Shipping;Louisiana;Annually;3.2
1090;40;Male;Backpack;Accessories;M;Silver;Spring; $70.00 ;Debit Card;Next Day Air;Arizona;Annually;4.1
1091;38;Male;Scarf;Accessories;M;Violet;Spring; $39.00 ;Venmo;Store Pickup;Connecticut;Quarterly;4.6
1092;44;Male;Sweater;Clothing;L;Lavender;Spring; $65.00 ;PayPal;Standard;North Carolina;Bi-Weekly;3.9
1093;68;Male;Jewelry;Accessories;L;Magenta;Spring; $64.00 ;Bank Transfer;2-Day Shipping;South Dakota;Bi-Weekly;2.8
1094;60;Male;Sneakers;Footwear;S;Indigo;Winter; $96.00 ;Bank Transfer;Standard;Delaware;Monthly;3.3
1095;25;Male;Jewelry;Accessories;M;Black;Winter; $44.00 ;Cash;2-Day Shipping;Connecticut;Annually;3.1
1096;19;Male;Coat;Outerwear;S;Peach;Summer; $53.00 ;Bank Transfer;Standard;Tennessee;Weekly;3.4
1097;57;Male;Coat;Outerwear;S;Beige;Fall; $27.00 ;Bank Transfer;Store Pickup;New Hampshire;Fortnightly;2.6
1098;58;Male;Sunglasses;Accessories;M;Black;Summer; $24.00 ;Bank Transfer;Standard;Vermont;Fortnightly;3.3
1099;49;Male;Handbag;Accessories;S;Turquoise;Spring; $20.00 ;Bank Transfer;Store Pickup;Idaho;Bi-Weekly;3.6
1100;19;Male;Sweater;Clothing;M;Peach;Fall; $37.00 ;Bank Transfer;Store Pickup;North Carolina;Monthly;3.2
1101;50;Male;Pants;Clothing;L;Gold;Spring; $63.00 ;PayPal;2-Day Shipping;Nevada;Weekly;4.3
1102;30;Male;Gloves;Accessories;XL;Silver;Fall; $53.00 ;Cash;2-Day Shipping;Delaware;Weekly;2.5
1103;52;Male;Sweater;Clothing;M;Peach;Fall; $53.00 ;Venmo;Store Pickup;Texas;Monthly;4.8
1104;35;Male;Hoodie;Clothing;S;Charcoal;Spring; $29.00 ;Cash;Express;Tennessee;Annually;2.8
1105;35;Male;Hat;Accessories;M;Beige;Fall; $71.00 ;PayPal;Free Shipping;Delaware;Monthly;4.2
1106;33;Male;T-shirt;Clothing;S;Olive;Spring; $32.00 ;Venmo;Next Day Air;Massachusetts;Every 3 Months;4.1
1107;52;Male;Skirt;Clothing;L;Violet;Winter; $81.00 ;Bank Transfer;2-Day Shipping;Minnesota;Every 3 Months;4.3
1108;69;Male;Sneakers;Footwear;M;Peach;Fall; $22.00 ;Cash;Standard;Texas;Bi-Weekly;3.5
1109;27;Male;Shorts;Clothing;M;Teal;Fall; $44.00 ;Cash;Express;Nebraska;Monthly;3.5
1110;66;Male;Hoodie;Clothing;L;Violet;Winter; $23.00 ;Cash;Store Pickup;Oklahoma;Quarterly;4.4
1111;28;Male;Hoodie;Clothing;L;Cyan;Fall; $53.00 ;PayPal;Next Day Air;Texas;Weekly;5.0
1112;22;Male;Shoes;Footwear;S;Olive;Summer; $82.00 ;PayPal;Store Pickup;New York;Bi-Weekly;5.0
1113;69;Male;Hoodie;Clothing;XL;Pink;Spring; $32.00 ;Bank Transfer;Express;Washington;Fortnightly;4.6
1114;28;Male;Sunglasses;Accessories;M;Purple;Summer; $33.00 ;Venmo;Standard;Maryland;Monthly;4.1
1115;55;Male;Skirt;Clothing;L;Violet;Fall; $26.00 ;Cash;Standard;New Hampshire;Every 3 Months;4.2
1116;30;Male;Hat;Accessories;S;Peach;Fall; $100.00 ;Debit Card;Free Shipping;New York;Weekly;4.4
1117;67;Male;Backpack;Accessories;M;Charcoal;Winter; $39.00 ;Cash;Express;Hawaii;Quarterly;3.4
1118;25;Male;Sunglasses;Accessories;L;Lavender;Spring; $51.00 ;Debit Card;Express;California;Weekly;4.7
1119;49;Male;Belt;Accessories;M;Purple;Summer; $94.00 ;Cash;Standard;Indiana;Monthly;4.3
1120;34;Male;Jewelry;Accessories;M;Indigo;Spring; $100.00 ;Bank Transfer;Free Shipping;Louisiana;Annually;4.1
1121;22;Male;Sneakers;Footwear;M;Magenta;Winter; $94.00 ;Bank Transfer;Store Pickup;Pennsylvania;Quarterly;3.9
1122;63;Male;T-shirt;Clothing;XL;Peach;Fall; $21.00 ;Venmo;Store Pickup;Florida;Monthly;2.7
1123;70;Male;Handbag;Accessories;S;Charcoal;Spring; $47.00 ;Venmo;Express;North Carolina;Weekly;4.8
1124;36;Male;Hat;Accessories;S;Purple;Fall; $45.00 ;Venmo;Standard;Massachusetts;Weekly;4.4
1125;42;Male;Sweater;Clothing;M;Orange;Spring; $79.00 ;Debit Card;Standard;Iowa;Weekly;4.6
1126;27;Male;Sandals;Footwear;M;Lavender;Summer; $30.00 ;Cash;Standard;North Dakota;Annually;2.8
1127;23;Male;Scarf;Accessories;L;Beige;Winter; $41.00 ;Debit Card;Next Day Air;Iowa;Monthly;3.4
1128;50;Male;Shirt;Clothing;XL;Maroon;Spring; $23.00 ;Credit Card;Standard;Delaware;Fortnightly;4.3
1129;56;Male;Gloves;Accessories;L;Charcoal;Winter; $95.00 ;Credit Card;2-Day Shipping;New York;Monthly;4.0
1130;37;Male;Hoodie;Clothing;XL;White;Winter; $27.00 ;PayPal;Free Shipping;New Hampshire;Quarterly;2.5
1131;67;Male;Jewelry;Accessories;M;Lavender;Summer; $79.00 ;Debit Card;Free Shipping;Kentucky;Every 3 Months;4.7
1132;67;Male;Shirt;Clothing;M;Black;Spring; $33.00 ;Credit Card;Standard;Illinois;Quarterly;2.9
1133;50;Male;Hoodie;Clothing;S;Teal;Spring; $80.00 ;Credit Card;Standard;North Carolina;Quarterly;3.0
1134;36;Male;Shoes;Footwear;XL;Magenta;Winter; $62.00 ;Debit Card;Store Pickup;Connecticut;Monthly;4.8
1135;62;Male;T-shirt;Clothing;M;Brown;Summer; $23.00 ;Bank Transfer;Store Pickup;Wisconsin;Quarterly;4.7
1136;65;Male;Skirt;Clothing;L;Peach;Winter; $28.00 ;Cash;Free Shipping;Massachusetts;Bi-Weekly;2.6
1137;23;Male;Handbag;Accessories;S;Cyan;Summer; $73.00 ;Bank Transfer;Free Shipping;Illinois;Annually;3.0
1138;46;Male;Shirt;Clothing;XL;Pink;Winter; $99.00 ;Venmo;Next Day Air;New Mexico;Annually;4.0
1139;18;Male;Pants;Clothing;M;Purple;Summer; $41.00 ;Cash;Store Pickup;Iowa;Weekly;3.2
1140;58;Male;Coat;Outerwear;L;Purple;Spring; $30.00 ;Credit Card;Free Shipping;Alabama;Annually;3.0
1141;31;Male;Jeans;Clothing;M;White;Winter; $52.00 ;Credit Card;Express;Maryland;Fortnightly;3.6
1142;39;Male;Gloves;Accessories;S;Silver;Winter; $28.00 ;PayPal;Store Pickup;Ohio;Bi-Weekly;4.6
1143;69;Male;T-shirt;Clothing;L;Green;Spring; $46.00 ;PayPal;Express;Ohio;Weekly;4.3
1144;68;Male;Boots;Footwear;L;Teal;Winter; $81.00 ;Bank Transfer;Next Day Air;Nevada;Quarterly;2.7
1145;41;Male;Jeans;Clothing;S;Indigo;Fall; $29.00 ;PayPal;Free Shipping;South Carolina;Monthly;4.1
1146;31;Male;Sneakers;Footwear;L;Pink;Summer; $94.00 ;Credit Card;Free Shipping;Nevada;Every 3 Months;3.4
1147;48;Male;Sneakers;Footwear;M;Indigo;Summer; $34.00 ;Debit Card;Standard;Wisconsin;Fortnightly;4.0
1148;59;Male;Hat;Accessories;XL;Red;Winter; $27.00 ;Venmo;2-Day Shipping;Tennessee;Bi-Weekly;3.6
1149;34;Male;Pants;Clothing;M;Violet;Spring; $72.00 ;Credit Card;Store Pickup;Florida;Every 3 Months;3.3
1150;21;Male;Jewelry;Accessories;L;Cyan;Spring; $95.00 ;PayPal;2-Day Shipping;Georgia;Monthly;4.9
1151;29;Male;Jewelry;Accessories;S;Red;Winter; $46.00 ;PayPal;Free Shipping;Kentucky;Weekly;4.9
1152;41;Male;Blouse;Clothing;M;Gray;Spring; $23.00 ;PayPal;Next Day Air;Ohio;Quarterly;4.2
1153;62;Male;Handbag;Accessories;M;Gold;Fall; $47.00 ;Debit Card;Express;Connecticut;Monthly;4.3
1154;27;Male;Shirt;Clothing;M;Pink;Summer; $31.00 ;Credit Card;Store Pickup;Idaho;Monthly;2.6
1155;49;Male;Dress;Clothing;L;Cyan;Spring; $64.00 ;Credit Card;Express;Georgia;Every 3 Months;4.2
1156;67;Male;T-shirt;Clothing;S;Red;Fall; $90.00 ;Venmo;Free Shipping;Tennessee;Fortnightly;3.5
1157;20;Male;Shoes;Footwear;M;Gold;Summer; $29.00 ;Bank Transfer;Free Shipping;Hawaii;Monthly;3.3
1158;37;Male;Belt;Accessories;M;Charcoal;Fall; $34.00 ;Bank Transfer;Store Pickup;Maryland;Fortnightly;3.1
1159;69;Male;Belt;Accessories;L;Orange;Summer; $59.00 ;Debit Card;Express;Nevada;Fortnightly;2.8
1160;66;Male;Handbag;Accessories;L;Blue;Fall; $97.00 ;Cash;Express;New Hampshire;Quarterly;4.2
1161;37;Male;Scarf;Accessories;S;Blue;Summer; $72.00 ;PayPal;Standard;North Dakota;Quarterly;4.9
1162;63;Male;Shorts;Clothing;S;Orange;Fall; $50.00 ;Cash;Store Pickup;Oklahoma;Fortnightly;3.4
1163;47;Male;Sandals;Footwear;M;Blue;Winter; $61.00 ;Credit Card;2-Day Shipping;North Carolina;Bi-Weekly;4.0
1164;26;Male;Pants;Clothing;L;White;Summer; $40.00 ;Cash;Express;Tennessee;Quarterly;4.9
1165;68;Male;Dress;Clothing;M;Green;Winter; $83.00 ;Credit Card;Next Day Air;Montana;Quarterly;4.5
1166;51;Male;T-shirt;Clothing;M;Silver;Winter; $57.00 ;Venmo;Next Day Air;Wisconsin;Every 3 Months;3.2
1167;48;Male;Dress;Clothing;S;Lavender;Winter; $60.00 ;Cash;Standard;Connecticut;Every 3 Months;3.0
1168;60;Male;Socks;Clothing;XL;Beige;Summer; $26.00 ;Debit Card;Store Pickup;New Jersey;Every 3 Months;2.9
1169;68;Male;Scarf;Accessories;L;Violet;Summer; $58.00 ;Cash;Next Day Air;Mississippi;Bi-Weekly;4.6
1170;25;Male;Backpack;Accessories;S;Gray;Fall; $65.00 ;Credit Card;Standard;Wyoming;Annually;3.5
1171;57;Male;Skirt;Clothing;S;Red;Spring; $88.00 ;PayPal;2-Day Shipping;Illinois;Bi-Weekly;3.2
1172;41;Male;Socks;Clothing;M;Lavender;Spring; $71.00 ;PayPal;Store Pickup;Louisiana;Annually;3.2
1173;59;Male;Coat;Outerwear;L;Peach;Spring; $45.00 ;PayPal;2-Day Shipping;Oregon;Bi-Weekly;4.6
1174;44;Male;Jewelry;Accessories;M;Indigo;Winter; $39.00 ;Bank Transfer;Free Shipping;South Dakota;Quarterly;3.9
1175;42;Male;Backpack;Accessories;M;Black;Winter; $83.00 ;PayPal;Free Shipping;Michigan;Every 3 Months;2.9
1176;35;Male;Belt;Accessories;M;Beige;Spring; $29.00 ;Venmo;Standard;New Jersey;Weekly;4.6
1177;36;Male;Dress;Clothing;M;Red;Winter; $74.00 ;Cash;2-Day Shipping;Oregon;Bi-Weekly;4.1
1178;54;Male;Skirt;Clothing;M;Black;Spring; $62.00 ;Cash;Express;Iowa;Monthly;3.8
1179;37;Male;Dress;Clothing;M;Teal;Spring; $100.00 ;Cash;Store Pickup;South Carolina;Quarterly;3.5
1180;20;Male;T-shirt;Clothing;M;Blue;Summer; $36.00 ;PayPal;Express;Indiana;Weekly;4.0
1181;23;Male;Skirt;Clothing;S;Beige;Spring; $92.00 ;Bank Transfer;Express;Oregon;Annually;3.3
1182;61;Male;Shorts;Clothing;L;Teal;Summer; $88.00 ;Venmo;Express;New York;Bi-Weekly;3.5
1183;37;Male;Jewelry;Accessories;M;Maroon;Spring; $63.00 ;Cash;Free Shipping;New Mexico;Weekly;2.6
1184;23;Male;Pants;Clothing;M;Yellow;Spring; $66.00 ;Bank Transfer;Express;Louisiana;Fortnightly;4.3
1185;63;Male;Belt;Accessories;S;Indigo;Fall; $42.00 ;Cash;Standard;South Carolina;Weekly;4.4
1186;47;Male;Jeans;Clothing;M;Magenta;Spring; $36.00 ;Credit Card;Standard;Maine;Quarterly;2.6
1187;63;Male;Jeans;Clothing;M;Beige;Summer; $22.00 ;Credit Card;2-Day Shipping;Indiana;Bi-Weekly;3.6
1188;56;Male;Hat;Accessories;L;Maroon;Fall; $24.00 ;PayPal;Store Pickup;Iowa;Annually;3.6
1189;68;Male;Blouse;Clothing;M;Magenta;Summer; $86.00 ;PayPal;Free Shipping;Mississippi;Annually;3.9
1190;64;Male;Shirt;Clothing;XL;Teal;Summer; $75.00 ;PayPal;Free Shipping;Arkansas;Annually;5.0
1191;62;Male;Shirt;Clothing;M;Orange;Winter; $58.00 ;Bank Transfer;Express;South Carolina;Quarterly;3.2
1192;34;Male;T-shirt;Clothing;L;Charcoal;Winter; $82.00 ;PayPal;Next Day Air;Indiana;Annually;4.8
1193;49;Male;Coat;Outerwear;M;Turquoise;Summer; $65.00 ;Credit Card;Standard;Florida;Bi-Weekly;2.9
1194;40;Male;Jacket;Outerwear;L;Pink;Fall; $45.00 ;Debit Card;Store Pickup;Alaska;Bi-Weekly;3.6
1195;50;Male;Hoodie;Clothing;S;Teal;Winter; $23.00 ;Venmo;Store Pickup;New York;Bi-Weekly;3.7
1196;25;Male;Scarf;Accessories;M;White;Winter; $46.00 ;Venmo;Free Shipping;Texas;Annually;3.0
1197;30;Male;Belt;Accessories;M;Maroon;Winter; $45.00 ;Debit Card;2-Day Shipping;North Dakota;Quarterly;3.4
1198;54;Male;Sneakers;Footwear;L;Violet;Fall; $21.00 ;Cash;Next Day Air;Vermont;Every 3 Months;3.3
1199;40;Male;Socks;Clothing;M;Brown;Summer; $78.00 ;Cash;Standard;New Jersey;Bi-Weekly;3.4
1200;49;Male;Sandals;Footwear;M;Indigo;Fall; $49.00 ;Bank Transfer;Next Day Air;Maryland;Fortnightly;4.9
1201;27;Male;Coat;Outerwear;XL;Black;Winter; $96.00 ;Cash;Express;Connecticut;Annually;3.5
