Customer_ID;Age;Gender;Item_Purchased;Category;Size;Color;Season;Purchase_Amount__USD_;Payment_Method;Transaction_ID;Shipping_Type;Shippment_ID;Location;Location ID;Frequency_of_Purchases;Review_Rating
781;34;Male;Shoes;Footwear;M;Turquoise;Spring; $63.00 ;Bank Transfer;781;Store Pickup;781;New York;781;Every 3 Months;4.8
782;30;Male;Scarf;Accessories;L;Indigo;Winter; $36.00 ;Bank Transfer;782;Free Shipping;782;Vermont;782;Quarterly;4
783;28;Male;Hoodie;Clothing;M;Green;Summer; $54.00 ;Venmo;783;Express;783;Hawaii;783;Weekly;5
784;63;Male;T-shirt;Clothing;L;Purple;Winter; $90.00 ;Cash;784;Express;784;Louisiana;784;Bi-Weekly;2.5
785;31;Male;Jeans;Clothing;M;Peach;Winter; $23.00 ;Venmo;785;Next Day Air;785;Alabama;785;Every 3 Months;3.6
786;46;Male;Shorts;Clothing;S;Purple;Spring; $94.00 ;Venmo;786;Next Day Air;786;Louisiana;786;Quarterly;4.9
787;70;Male;Hat;Accessories;S;Teal;Winter; $72.00 ;PayPal;787;Free Shipping;787;Indiana;787;Weekly;3.3
788;53;Male;Handbag;Accessories;S;Green;Spring; $66.00 ;Venmo;788;2-Day Shipping;788;Michigan;788;Quarterly;4.4
789;50;Male;Pants;Clothing;XL;Yellow;Summer; $90.00 ;PayPal;789;Next Day Air;789;Rhode Island;789;Monthly;3.9
790;33;Male;Handbag;Accessories;S;Purple;Fall; $84.00 ;Cash;790;Standard;790;Idaho;790;Monthly;3.7
791;22;Male;Sweater;Clothing;M;Indigo;Summer; $44.00 ;Debit Card;791;Next Day Air;791;Louisiana;791;Annually;4.8
792;50;Male;Scarf;Accessories;S;Magenta;Summer; $93.00 ;Bank Transfer;792;Next Day Air;792;North Carolina;792;Weekly;2.5
793;34;Male;Sneakers;Footwear;M;Violet;Spring; $53.00 ;Debit Card;793;Next Day Air;793;New Jersey;793;Fortnightly;4.5
794;24;Male;Pants;Clothing;L;Maroon;Summer; $63.00 ;Debit Card;794;Free Shipping;794;Alabama;794;Every 3 Months;2.6
795;69;Male;Backpack;Accessories;XL;Yellow;Winter; $70.00 ;Bank Transfer;795;2-Day Shipping;795;Kentucky;795;Bi-Weekly;4.6
796;39;Male;Sandals;Footwear;M;Beige;Summer; $34.00 ;PayPal;796;Store Pickup;796;New York;796;Annually;4.2
797;42;Male;Socks;Clothing;XL;Black;Fall; $99.00 ;PayPal;797;Standard;797;Arizona;797;Every 3 Months;4.6
798;42;Male;Coat;Outerwear;M;Violet;Fall; $25.00 ;Debit Card;798;Next Day Air;798;Maryland;798;Every 3 Months;3.3
799;29;Male;Socks;Clothing;M;Violet;Spring; $88.00 ;Credit Card;799;Standard;799;Alaska;799;Bi-Weekly;4.8
800;55;Male;Belt;Accessories;L;Brown;Summer; $95.00 ;PayPal;800;Free Shipping;800;Nevada;800;Bi-Weekly;4.7
801;32;Male;Socks;Clothing;S;Gold;Summer; $97.00 ;Bank Transfer;801;Standard;801;Utah;801;Quarterly;4.2
802;25;Male;Belt;Accessories;L;Blue;Fall; $68.00 ;Venmo;802;2-Day Shipping;802;New Mexico;802;Every 3 Months;5
803;38;Male;Pants;Clothing;M;Teal;Winter; $95.00 ;Cash;803;2-Day Shipping;803;Delaware;803;Quarterly;5
804;32;Male;Shorts;Clothing;L;Silver;Winter; $47.00 ;Venmo;804;Store Pickup;804;Connecticut;804;Fortnightly;3.2
805;43;Male;Boots;Footwear;M;Maroon;Summer; $96.00 ;Credit Card;805;2-Day Shipping;805;Mississippi;805;Monthly;4.9
806;41;Male;Dress;Clothing;L;White;Summer; $38.00 ;Venmo;806;Free Shipping;806;Connecticut;806;Quarterly;4.5
807;56;Male;Jeans;Clothing;L;Charcoal;Summer; $24.00 ;Venmo;807;Free Shipping;807;Florida;807;Weekly;3.3
808;27;Male;T-shirt;Clothing;S;Brown;Winter; $46.00 ;Venmo;808;2-Day Shipping;808;New York;808;Fortnightly;3.9
809;46;Male;Shoes;Footwear;L;Lavender;Fall; $84.00 ;Venmo;809;Next Day Air;809;Wisconsin;809;Monthly;4
810;48;Male;Boots;Footwear;M;Violet;Fall; $52.00 ;Venmo;810;Express;810;South Carolina;810;Annually;3.6
811;52;Male;Scarf;Accessories;S;Lavender;Fall; $55.00 ;PayPal;811;Free Shipping;811;South Dakota;811;Monthly;3.7
812;18;Male;Sneakers;Footwear;M;Green;Winter; $80.00 ;Cash;812;Express;812;Illinois;812;Monthly;4.5
813;64;Male;Boots;Footwear;M;Olive;Summer; $44.00 ;Venmo;813;2-Day Shipping;813;Alaska;813;Annually;3.9
814;54;Male;Handbag;Accessories;S;Olive;Summer; $33.00 ;Credit Card;814;Free Shipping;814;Montana;814;Weekly;4.2
815;31;Male;Shirt;Clothing;M;Pink;Winter; $85.00 ;Venmo;815;Standard;815;Minnesota;815;Annually;3.2
816;30;Male;Hat;Accessories;L;Teal;Spring; $77.00 ;Bank Transfer;816;Free Shipping;816;West Virginia;816;Quarterly;4.2
817;26;Male;Sweater;Clothing;L;Cyan;Summer; $38.00 ;Debit Card;817;Next Day Air;817;Illinois;817;Annually;2.9
818;25;Male;Handbag;Accessories;S;Gray;Spring; $32.00 ;Cash;818;Next Day Air;818;Nevada;818;Annually;4.1
819;59;Male;Shirt;Clothing;M;Peach;Winter; $45.00 ;Venmo;819;Standard;819;Idaho;819;Monthly;4.1
820;55;Male;Sunglasses;Accessories;S;Teal;Winter; $96.00 ;Venmo;820;2-Day Shipping;820;Colorado;820;Bi-Weekly;3.2
821;56;Male;Sneakers;Footwear;M;Turquoise;Spring; $64.00 ;Debit Card;821;Standard;821;Louisiana;821;Monthly;3.9
822;62;Male;Hoodie;Clothing;M;Green;Spring; $33.00 ;Debit Card;822;Standard;822;Vermont;822;Every 3 Months;4.4
823;35;Male;Shirt;Clothing;L;Magenta;Winter; $39.00 ;Cash;823;Store Pickup;823;Mississippi;823;Monthly;3.6
824;51;Male;Sunglasses;Accessories;M;Green;Winter; $69.00 ;Credit Card;824;Express;824;Georgia;824;Fortnightly;3.8
825;61;Male;Blouse;Clothing;M;White;Spring; $23.00 ;Venmo;825;Express;825;Georgia;825;Annually;4.9
826;27;Male;Belt;Accessories;XL;Brown;Fall; $97.00 ;Credit Card;826;Next Day Air;826;Nebraska;826;Quarterly;2.6
827;54;Male;Dress;Clothing;M;Purple;Winter; $58.00 ;Venmo;827;Next Day Air;827;Massachusetts;827;Annually;3.5
828;31;Male;Shoes;Footwear;S;Green;Fall; $51.00 ;Credit Card;828;2-Day Shipping;828;Colorado;828;Every 3 Months;4.5
829;24;Male;Socks;Clothing;M;Peach;Fall; $36.00 ;Cash;829;Store Pickup;829;Nevada;829;Bi-Weekly;3.2
830;42;Male;Socks;Clothing;S;Silver;Spring; $29.00 ;Bank Transfer;830;Express;830;Idaho;830;Annually;3.6
831;41;Male;Shorts;Clothing;M;Maroon;Fall; $41.00 ;Venmo;831;Store Pickup;831;Wyoming;831;Every 3 Months;4.3
832;66;Male;Gloves;Accessories;M;Red;Summer; $64.00 ;Bank Transfer;832;Free Shipping;832;Washington;832;Every 3 Months;3.4
833;58;Male;Jacket;Outerwear;L;Blue;Fall; $99.00 ;Venmo;833;Next Day Air;833;California;833;Fortnightly;3.5
834;43;Male;Handbag;Accessories;M;Purple;Fall; $83.00 ;Credit Card;834;Free Shipping;834;Oklahoma;834;Every 3 Months;3.3
835;52;Male;Backpack;Accessories;M;Indigo;Summer; $23.00 ;Debit Card;835;Standard;835;Nevada;835;Every 3 Months;4.6
836;35;Male;Boots;Footwear;L;Indigo;Summer; $25.00 ;Credit Card;836;2-Day Shipping;836;Maryland;836;Bi-Weekly;2.8
837;23;Male;Gloves;Accessories;L;Violet;Winter; $73.00 ;Venmo;837;Express;837;West Virginia;837;Monthly;3.5
838;25;Male;Hoodie;Clothing;L;Brown;Spring; $72.00 ;Debit Card;838;Express;838;Illinois;838;Annually;3.6
839;33;Male;Coat;Outerwear;M;Gray;Spring; $60.00 ;Bank Transfer;839;Store Pickup;839;Kentucky;839;Quarterly;3.5
840;48;Male;Shirt;Clothing;L;Teal;Spring; $71.00 ;PayPal;840;2-Day Shipping;840;Illinois;840;Fortnightly;4.8
841;42;Male;Shirt;Clothing;L;Teal;Summer; $66.00 ;Credit Card;841;Next Day Air;841;Alabama;841;Fortnightly;3.7
842;55;Male;Sweater;Clothing;M;Beige;Summer; $20.00 ;Venmo;842;Express;842;Texas;842;Monthly;2.7
843;59;Male;Shirt;Clothing;M;Violet;Spring; $79.00 ;Venmo;843;Next Day Air;843;Missouri;843;Weekly;4
844;65;Male;Hoodie;Clothing;S;Beige;Summer; $91.00 ;Cash;844;Express;844;Pennsylvania;844;Quarterly;4.7
845;59;Male;Sandals;Footwear;L;Purple;Winter; $48.00 ;PayPal;845;2-Day Shipping;845;Missouri;845;Annually;3.7
846;31;Male;Belt;Accessories;XL;Charcoal;Winter; $34.00 ;Debit Card;846;Next Day Air;846;Michigan;846;Monthly;3.8
847;49;Male;Boots;Footwear;M;Pink;Spring; $20.00 ;Credit Card;847;Free Shipping;847;Kentucky;847;Monthly;4.7
848;53;Male;Hoodie;Clothing;L;Blue;Fall; $32.00 ;PayPal;848;Standard;848;New Jersey;848;Monthly;4.5
849;48;Male;Sandals;Footwear;M;Lavender;Fall; $60.00 ;Bank Transfer;849;Next Day Air;849;Delaware;849;Every 3 Months;3
850;23;Male;Jeans;Clothing;S;Charcoal;Spring; $65.00 ;Credit Card;850;Next Day Air;850;Missouri;850;Fortnightly;2.6
851;68;Male;Shoes;Footwear;L;Turquoise;Winter; $58.00 ;Venmo;851;Next Day Air;851;Connecticut;851;Every 3 Months;4.2
852;35;Male;Sandals;Footwear;M;Red;Summer; $61.00 ;Debit Card;852;Free Shipping;852;Massachusetts;852;Annually;4
853;34;Male;Dress;Clothing;L;Yellow;Spring; $82.00 ;Credit Card;853;2-Day Shipping;853;Florida;853;Annually;4.5
854;62;Male;Hat;Accessories;L;Orange;Winter; $53.00 ;Cash;854;Next Day Air;854;Delaware;854;Fortnightly;3.3
855;21;Male;Pants;Clothing;L;Blue;Spring; $59.00 ;PayPal;855;Next Day Air;855;California;855;Annually;3.9
856;70;Male;Socks;Clothing;L;Gold;Spring; $79.00 ;Debit Card;856;Next Day Air;856;Oregon;856;Every 3 Months;4.8
857;55;Male;Shirt;Clothing;M;Gold;Summer; $79.00 ;Cash;857;Store Pickup;857;Alaska;857;Every 3 Months;4.7
858;43;Male;Shorts;Clothing;L;Cyan;Fall; $33.00 ;Cash;858;Next Day Air;858;Missouri;858;Annually;4.5
859;19;Male;Jacket;Outerwear;L;Olive;Fall; $89.00 ;Credit Card;859;Standard;859;Oklahoma;859;Quarterly;3.5
860;47;Male;Hoodie;Clothing;M;Teal;Winter; $39.00 ;Cash;860;Next Day Air;860;Wisconsin;860;Fortnightly;2.6
861;26;Male;Shoes;Footwear;M;Maroon;Spring; $51.00 ;Debit Card;861;2-Day Shipping;861;South Carolina;861;Weekly;4
862;46;Male;Skirt;Clothing;XL;Green;Spring; $35.00 ;Venmo;862;2-Day Shipping;862;Virginia;862;Fortnightly;4.1
863;19;Male;Coat;Outerwear;M;Charcoal;Winter; $75.00 ;Venmo;863;Next Day Air;863;Arkansas;863;Quarterly;4.8
864;49;Male;Sneakers;Footwear;M;Cyan;Summer; $68.00 ;Cash;864;2-Day Shipping;864;Vermont;864;Bi-Weekly;3.2
865;51;Male;Jeans;Clothing;S;Charcoal;Winter; $89.00 ;Cash;865;2-Day Shipping;865;Kentucky;865;Quarterly;3.2
866;64;Male;Blouse;Clothing;L;Charcoal;Winter; $54.00 ;Cash;866;Next Day Air;866;Colorado;866;Fortnightly;4.6
867;67;Male;Sunglasses;Accessories;M;Lavender;Summer; $44.00 ;Venmo;867;Free Shipping;867;New Mexico;867;Quarterly;2.9
868;37;Male;Jacket;Outerwear;M;Turquoise;Spring; $22.00 ;Debit Card;868;Store Pickup;868;Colorado;868;Every 3 Months;2.5
869;40;Male;Dress;Clothing;M;Green;Summer; $98.00 ;Credit Card;869;Store Pickup;869;North Carolina;869;Weekly;3
870;38;Male;Hat;Accessories;M;Silver;Spring; $80.00 ;Bank Transfer;870;Standard;870;New Hampshire;870;Monthly;3.9
871;66;Male;Hoodie;Clothing;M;Blue;Fall; $84.00 ;Cash;871;Store Pickup;871;West Virginia;871;Fortnightly;4.5
872;47;Male;Handbag;Accessories;M;Charcoal;Spring; $76.00 ;PayPal;872;Free Shipping;872;Hawaii;872;Bi-Weekly;3.4
873;56;Male;Jeans;Clothing;M;Pink;Spring; $69.00 ;Debit Card;873;Next Day Air;873;North Dakota;873;Every 3 Months;3.1
874;51;Male;Boots;Footwear;M;Pink;Summer; $41.00 ;Venmo;874;Express;874;Mississippi;874;Bi-Weekly;2.6
875;25;Male;Jacket;Outerwear;M;Magenta;Fall; $30.00 ;PayPal;875;Express;875;Maine;875;Weekly;4.7
876;37;Male;Sandals;Footwear;L;Gray;Summer; $53.00 ;Cash;876;Express;876;North Dakota;876;Monthly;3.5
877;41;Male;Belt;Accessories;L;Gray;Summer; $61.00 ;Debit Card;877;Store Pickup;877;Nebraska;877;Quarterly;4.8
878;64;Male;Handbag;Accessories;M;Orange;Winter; $98.00 ;Credit Card;878;Standard;878;Nebraska;878;Bi-Weekly;5
879;23;Male;Sunglasses;Accessories;S;Black;Summer; $58.00 ;Debit Card;879;Standard;879;Tennessee;879;Annually;4
880;62;Male;Skirt;Clothing;S;Lavender;Spring; $34.00 ;Debit Card;880;Next Day Air;880;Wyoming;880;Monthly;4.7
881;39;Male;Backpack;Accessories;L;Red;Spring; $34.00 ;Credit Card;881;Express;881;Nevada;881;Weekly;3.4
882;52;Male;Sandals;Footwear;M;Silver;Summer; $99.00 ;Debit Card;882;Store Pickup;882;South Carolina;882;Fortnightly;4.3
883;50;Male;Boots;Footwear;M;Cyan;Fall; $34.00 ;Cash;883;2-Day Shipping;883;Virginia;883;Annually;3.9
884;28;Male;Sneakers;Footwear;S;Gold;Fall; $58.00 ;Debit Card;884;Next Day Air;884;Pennsylvania;884;Quarterly;4.9
885;67;Male;Skirt;Clothing;L;Yellow;Winter; $92.00 ;Venmo;885;Express;885;Hawaii;885;Weekly;4.2
886;41;Male;Dress;Clothing;L;Purple;Fall; $81.00 ;Bank Transfer;886;Express;886;Ohio;886;Annually;4.7
887;19;Male;Shorts;Clothing;S;Brown;Summer; $78.00 ;Venmo;887;2-Day Shipping;887;Utah;887;Bi-Weekly;3.1
888;70;Male;Handbag;Accessories;L;Turquoise;Winter; $93.00 ;Venmo;888;Store Pickup;888;Minnesota;888;Quarterly;4.1
889;49;Male;Scarf;Accessories;S;Gold;Spring; $23.00 ;Bank Transfer;889;2-Day Shipping;889;New Hampshire;889;Weekly;4.4
890;59;Male;Belt;Accessories;S;Olive;Fall; $26.00 ;Credit Card;890;Express;890;Arizona;890;Bi-Weekly;3.1
891;52;Male;Gloves;Accessories;S;Purple;Spring; $80.00 ;PayPal;891;2-Day Shipping;891;New York;891;Fortnightly;2.9
892;20;Male;Skirt;Clothing;S;Lavender;Summer; $62.00 ;Venmo;892;2-Day Shipping;892;Pennsylvania;892;Quarterly;3.1
893;31;Male;Shorts;Clothing;L;Gray;Summer; $92.00 ;Credit Card;893;2-Day Shipping;893;New Mexico;893;Quarterly;4.4
894;33;Male;Backpack;Accessories;M;Red;Spring; $40.00 ;Bank Transfer;894;Express;894;Nebraska;894;Quarterly;3.1
895;44;Male;Hoodie;Clothing;L;Purple;Spring; $41.00 ;Debit Card;895;Store Pickup;895;Wyoming;895;Every 3 Months;2.5
896;40;Male;Hat;Accessories;XL;Olive;Spring; $66.00 ;PayPal;896;Store Pickup;896;Mississippi;896;Monthly;2.8
897;69;Male;Jewelry;Accessories;M;Lavender;Spring; $29.00 ;Debit Card;897;Standard;897;Arkansas;897;Bi-Weekly;4
898;29;Male;Shirt;Clothing;M;Gray;Spring; $56.00 ;Venmo;898;Express;898;Illinois;898;Bi-Weekly;3.2
899;54;Male;Belt;Accessories;L;Red;Spring; $72.00 ;PayPal;899;Standard;899;Nevada;899;Annually;4.4
900;65;Male;Sweater;Clothing;M;Peach;Summer; $94.00 ;Bank Transfer;900;Express;900;Rhode Island;900;Weekly;3.5
901;54;Male;Hat;Accessories;L;Gray;Fall; $27.00 ;Venmo;901;Express;901;West Virginia;901;Every 3 Months;4.9
902;60;Male;Scarf;Accessories;L;Violet;Summer; $72.00 ;Venmo;902;Standard;902;Missouri;902;Quarterly;5
903;43;Male;Hat;Accessories;M;Beige;Summer; $75.00 ;PayPal;903;Standard;903;Kentucky;903;Quarterly;3.3
904;44;Male;Jacket;Outerwear;M;Blue;Winter; $32.00 ;Cash;904;Next Day Air;904;Washington;904;Monthly;3.7
905;69;Male;T-shirt;Clothing;L;Magenta;Spring; $43.00 ;Cash;905;2-Day Shipping;905;Alaska;905;Monthly;3.4
906;46;Male;Dress;Clothing;S;Cyan;Spring; $55.00 ;Debit Card;906;Store Pickup;906;Mississippi;906;Monthly;4.2
907;41;Male;Pants;Clothing;M;Red;Spring; $67.00 ;PayPal;907;Free Shipping;907;South Carolina;907;Annually;3.6
908;32;Male;Sweater;Clothing;L;Cyan;Winter; $93.00 ;Cash;908;Free Shipping;908;Missouri;908;Every 3 Months;4.6
909;26;Male;Sunglasses;Accessories;M;Turquoise;Winter; $27.00 ;PayPal;909;Standard;909;New Jersey;909;Annually;3.9
910;61;Male;Belt;Accessories;L;Silver;Fall; $31.00 ;Cash;910;Standard;910;Louisiana;910;Every 3 Months;4
911;49;Male;Hoodie;Clothing;S;Pink;Spring; $20.00 ;Credit Card;911;Free Shipping;911;South Carolina;911;Quarterly;2.7
912;53;Male;Pants;Clothing;M;Black;Winter; $27.00 ;Credit Card;912;Free Shipping;912;Vermont;912;Weekly;4.7
913;24;Male;Hoodie;Clothing;M;Green;Winter; $98.00 ;Venmo;913;Standard;913;Arkansas;913;Every 3 Months;4.2
914;37;Male;Sneakers;Footwear;M;Yellow;Fall; $78.00 ;Bank Transfer;914;Express;914;Utah;914;Monthly;5
915;43;Male;Dress;Clothing;L;Purple;Summer; $52.00 ;Venmo;915;Free Shipping;915;Washington;915;Monthly;3.1
916;31;Male;Dress;Clothing;L;Purple;Winter; $95.00 ;Credit Card;916;Free Shipping;916;Rhode Island;916;Every 3 Months;4.2
917;49;Male;Jeans;Clothing;S;Blue;Spring; $66.00 ;Cash;917;Free Shipping;917;Illinois;917;Bi-Weekly;4.2
918;69;Male;Sweater;Clothing;M;Maroon;Spring; $58.00 ;Cash;918;Standard;918;Missouri;918;Weekly;4.2
919;65;Male;Shorts;Clothing;M;Orange;Spring; $98.00 ;Credit Card;919;Store Pickup;919;North Carolina;919;Fortnightly;4.6
920;41;Male;Shirt;Clothing;L;Green;Winter; $65.00 ;PayPal;920;Standard;920;Massachusetts;920;Annually;4.6
921;37;Male;Belt;Accessories;XL;Gold;Summer; $67.00 ;Cash;921;Free Shipping;921;Arkansas;921;Bi-Weekly;5
922;70;Male;Coat;Outerwear;L;Silver;Summer; $33.00 ;PayPal;922;Express;922;South Dakota;922;Quarterly;3.7
923;63;Male;Sneakers;Footwear;M;Cyan;Fall; $51.00 ;Debit Card;923;Store Pickup;923;Georgia;923;Bi-Weekly;4.5
924;55;Male;Shirt;Clothing;M;Silver;Spring; $38.00 ;Credit Card;924;Standard;924;Arkansas;924;Quarterly;3.8
925;52;Male;Socks;Clothing;XL;Beige;Winter; $89.00 ;Venmo;925;Store Pickup;925;Kansas;925;Weekly;4.6
926;22;Male;Jeans;Clothing;L;Teal;Winter; $90.00 ;Bank Transfer;926;Express;926;Arizona;926;Bi-Weekly;2.6
927;54;Male;Jeans;Clothing;XL;Green;Spring; $94.00 ;Venmo;927;Next Day Air;927;Massachusetts;927;Annually;4
928;28;Male;Sneakers;Footwear;L;Black;Summer; $82.00 ;Venmo;928;Standard;928;New Mexico;928;Every 3 Months;3.6
929;67;Male;Dress;Clothing;XL;Yellow;Winter; $55.00 ;Bank Transfer;929;2-Day Shipping;929;Arkansas;929;Annually;3.5
930;59;Male;Boots;Footwear;M;White;Fall; $76.00 ;Venmo;930;Free Shipping;930;Nebraska;930;Monthly;3.2
931;26;Male;T-shirt;Clothing;L;Green;Fall; $71.00 ;Venmo;931;Next Day Air;931;Hawaii;931;Bi-Weekly;3.8
932;24;Male;Coat;Outerwear;M;Silver;Winter; $43.00 ;Venmo;932;Free Shipping;932;Nebraska;932;Monthly;3.7
933;62;Male;Skirt;Clothing;L;Blue;Winter; $77.00 ;PayPal;933;Next Day Air;933;Indiana;933;Quarterly;3.3
934;70;Male;Sneakers;Footwear;M;Magenta;Spring; $77.00 ;PayPal;934;2-Day Shipping;934;Colorado;934;Monthly;4.9
935;45;Male;Jeans;Clothing;S;Yellow;Spring; $58.00 ;PayPal;935;Express;935;Oregon;935;Monthly;4.5
936;58;Male;Hoodie;Clothing;L;White;Fall; $67.00 ;Bank Transfer;936;Standard;936;Ohio;936;Bi-Weekly;4
937;31;Male;Shoes;Footwear;M;Pink;Summer; $22.00 ;Venmo;937;Free Shipping;937;Maine;937;Quarterly;4.6
938;32;Male;Shorts;Clothing;M;Magenta;Summer; $76.00 ;Credit Card;938;Free Shipping;938;Iowa;938;Every 3 Months;3.9
939;36;Male;Blouse;Clothing;S;Teal;Fall; $31.00 ;Credit Card;939;Standard;939;Wisconsin;939;Annually;3
940;25;Male;T-shirt;Clothing;L;Indigo;Winter; $52.00 ;Credit Card;940;Standard;940;New York;940;Monthly;3.2
941;48;Male;Belt;Accessories;S;Maroon;Spring; $96.00 ;Credit Card;941;Standard;941;Colorado;941;Quarterly;4.2
942;39;Male;Handbag;Accessories;L;Black;Winter; $26.00 ;Credit Card;942;Next Day Air;942;Illinois;942;Fortnightly;3
943;26;Male;Dress;Clothing;M;Cyan;Winter; $74.00 ;Cash;943;Free Shipping;943;Arizona;943;Monthly;3.3
944;32;Male;Hat;Accessories;L;Cyan;Winter; $93.00 ;Credit Card;944;Standard;944;Oklahoma;944;Monthly;4.1
945;54;Male;Belt;Accessories;S;Gray;Spring; $91.00 ;Bank Transfer;945;Next Day Air;945;Indiana;945;Fortnightly;2.5
946;38;Male;Boots;Footwear;M;Violet;Summer; $34.00 ;PayPal;946;Free Shipping;946;Minnesota;946;Every 3 Months;3.2
947;46;Male;Coat;Outerwear;XL;Blue;Spring; $58.00 ;PayPal;947;Free Shipping;947;Pennsylvania;947;Annually;3
948;57;Male;Blouse;Clothing;M;Charcoal;Winter; $61.00 ;Credit Card;948;Store Pickup;948;Indiana;948;Quarterly;3.5
949;49;Male;Hat;Accessories;L;Olive;Summer; $77.00 ;Bank Transfer;949;Standard;949;Alabama;949;Annually;3.6
950;33;Male;Jeans;Clothing;M;Olive;Summer; $82.00 ;PayPal;950;Store Pickup;950;Montana;950;Fortnightly;3.4
951;54;Male;Backpack;Accessories;XL;Turquoise;Winter; $78.00 ;PayPal;951;Free Shipping;951;New Mexico;951;Quarterly;2.5
952;47;Male;Dress;Clothing;M;Cyan;Summer; $70.00 ;Credit Card;952;Standard;952;Alaska;952;Weekly;4.2
953;36;Male;Hat;Accessories;S;Red;Fall; $89.00 ;PayPal;953;2-Day Shipping;953;Idaho;953;Fortnightly;3.8
954;68;Male;Sunglasses;Accessories;S;Cyan;Spring; $91.00 ;PayPal;954;Store Pickup;954;Utah;954;Fortnightly;2.8
955;60;Male;Hat;Accessories;S;Turquoise;Fall; $47.00 ;Debit Card;955;2-Day Shipping;955;Louisiana;955;Annually;3.7
956;55;Male;Dress;Clothing;L;Lavender;Summer; $32.00 ;PayPal;956;Express;956;Mississippi;956;Annually;3.1
957;29;Male;Shirt;Clothing;XL;Cyan;Spring; $77.00 ;Cash;957;Standard;957;Mississippi;957;Annually;4.9
958;38;Male;Scarf;Accessories;XL;Violet;Spring; $23.00 ;Cash;958;Free Shipping;958;Indiana;958;Every 3 Months;3.6
959;70;Male;Sneakers;Footwear;XL;Beige;Winter; $36.00 ;Venmo;959;Express;959;Washington;959;Fortnightly;4.7
960;36;Male;Skirt;Clothing;M;Cyan;Spring; $97.00 ;Debit Card;960;Free Shipping;960;Nevada;960;Annually;4.2
961;18;Male;Jewelry;Accessories;XL;Indigo;Spring; $22.00 ;PayPal;961;Next Day Air;961;Louisiana;961;Monthly;3.1
962;62;Male;Boots;Footwear;L;Olive;Fall; $80.00 ;PayPal;962;Free Shipping;962;Pennsylvania;962;Quarterly;4.3
963;29;Male;Sunglasses;Accessories;L;Green;Spring; $50.00 ;PayPal;963;Next Day Air;963;Michigan;963;Bi-Weekly;3
964;21;Male;Boots;Footwear;L;Green;Spring; $68.00 ;Credit Card;964;Next Day Air;964;South Carolina;964;Bi-Weekly;4.1
965;42;Male;Sandals;Footwear;M;Beige;Spring; $74.00 ;Bank Transfer;965;Free Shipping;965;Arizona;965;Bi-Weekly;3.4
966;43;Male;Boots;Footwear;L;Black;Spring; $90.00 ;Credit Card;966;2-Day Shipping;966;Delaware;966;Monthly;3.6
967;58;Male;Dress;Clothing;M;Brown;Spring; $54.00 ;Cash;967;Store Pickup;967;Kentucky;967;Quarterly;2.7
968;27;Male;Hoodie;Clothing;S;Silver;Summer; $67.00 ;Cash;968;Next Day Air;968;Georgia;968;Fortnightly;3.1
969;57;Male;Shorts;Clothing;L;Gray;Summer; $40.00 ;Credit Card;969;Free Shipping;969;North Carolina;969;Weekly;3.9
970;40;Male;Coat;Outerwear;S;Pink;Fall; $45.00 ;Venmo;970;Next Day Air;970;California;970;Weekly;4.2
971;45;Male;Jeans;Clothing;S;Maroon;Winter; $81.00 ;Cash;971;Store Pickup;971;California;971;Bi-Weekly;4.5
972;47;Male;Sunglasses;Accessories;M;Cyan;Summer; $29.00 ;Credit Card;972;Standard;972;Indiana;972;Every 3 Months;3.6
973;61;Male;Sneakers;Footwear;L;Gold;Winter; $62.00 ;Credit Card;973;Store Pickup;973;Colorado;973;Quarterly;4.1
974;60;Male;Jacket;Outerwear;M;Teal;Fall; $44.00 ;PayPal;974;Next Day Air;974;Colorado;974;Bi-Weekly;3.3
975;69;Male;Skirt;Clothing;M;Beige;Spring; $20.00 ;Debit Card;975;Standard;975;North Carolina;975;Quarterly;3.7
976;58;Male;Sweater;Clothing;M;Olive;Summer; $39.00 ;Venmo;976;Free Shipping;976;Washington;976;Quarterly;3.2
977;34;Male;T-shirt;Clothing;M;Gray;Fall; $51.00 ;PayPal;977;Express;977;Florida;977;Bi-Weekly;4.9
978;20;Male;Belt;Accessories;M;Black;Spring; $20.00 ;Credit Card;978;Free Shipping;978;Washington;978;Monthly;3.9
979;56;Male;Gloves;Accessories;M;Turquoise;Summer; $28.00 ;PayPal;979;Express;979;Colorado;979;Annually;3.9
980;64;Male;Hat;Accessories;S;Brown;Fall; $86.00 ;Cash;980;Standard;980;New Hampshire;980;Fortnightly;4.8
981;56;Male;Boots;Footwear;S;Magenta;Spring; $61.00 ;Debit Card;981;Express;981;Maryland;981;Monthly;4.5
982;27;Male;Belt;Accessories;M;Silver;Spring; $92.00 ;Credit Card;982;Next Day Air;982;Maryland;982;Weekly;4.6
983;35;Male;Coat;Outerwear;S;Red;Summer; $61.00 ;Venmo;983;Next Day Air;983;Texas;983;Weekly;3.9
984;24;Male;Hat;Accessories;L;Indigo;Winter; $84.00 ;Cash;984;Next Day Air;984;New Mexico;984;Bi-Weekly;3
985;26;Male;Shoes;Footwear;M;Green;Summer; $65.00 ;Credit Card;985;Standard;985;Utah;985;Monthly;4.9
986;32;Male;Handbag;Accessories;M;Gray;Fall; $30.00 ;Cash;986;Express;986;West Virginia;986;Fortnightly;2.8
