Customer ID;Age;Gender;Item Purchased;Category;Location;Size;Color;Season
1023;61;Male;Handbag;Accessories;Nebraska;M;Lavender;Winter
1024;61;Male;Sunglasses;Accessories;Maine;S;Turquoise;Winter
1025;28;Male;T-shirt;Clothing;Pennsylvania;M;Purple;Summer
1026;60;Male;Shirt;Clothing;Nebraska;M;Olive;Winter
1027;49;Male;Handbag;Accessories;Virginia;L;Turquoise;Winter
1028;33;Male;Jewelry;Accessories;Ohio;L;Teal;Summer
1029;45;Male;Hoodie;Clothing;Nebraska;S;Lavender;Summer
1030;29;Male;Gloves;Accessories;Ohio;M;Purple;Spring
1031;58;Male;Coat;Outerwear;Kentucky;L;Blue;Winter
1032;22;Male;Sandals;Footwear;Tennessee;M;Teal;Spring
1033;55;Male;Boots;Footwear;Maine;M;Lavender;Fall
1034;19;Male;Pants;Clothing;Montana;S;Silver;Spring
1035;68;Male;Socks;Clothing;Maryland;M;Olive;Fall
1036;61;Male;Blouse;Clothing;Georgia;M;Brown;Fall
1037;68;Male;Handbag;Accessories;Hawaii;M;Yellow;Fall
1038;52;Male;Jewelry;Accessories;Rhode Island;XL;Brown;Spring
1039;41;Male;Pants;Clothing;Nebraska;XL;Cyan;Fall
1040;29;Male;Belt;Accessories;Michigan;M;Magenta;Fall
1041;68;Male;Jeans;Clothing;North Carolina;S;Magenta;Fall
1042;36;Male;Shirt;Clothing;Minnesota;M;Orange;Summer
1043;55;Male;Belt;Accessories;Maryland;M;Maroon;Spring
1044;28;Male;Jeans;Clothing;Hawaii;M;Green;Spring
1045;39;Male;Jeans;Clothing;Oregon;L;Teal;Summer
1046;54;Male;Sweater;Clothing;New Mexico;L;Black;Fall
1047;40;Male;Sneakers;Footwear;Illinois;M;Magenta;Winter
1048;31;Male;Socks;Clothing;Utah;S;Olive;Fall
1049;30;Male;Socks;Clothing;Maine;L;Yellow;Fall
1050;45;Male;Sunglasses;Accessories;Virginia;S;Purple;Fall
1051;48;Male;Sneakers;Footwear;Florida;M;Beige;Winter
1052;45;Male;Socks;Clothing;Ohio;M;Indigo;Fall
1053;60;Male;Shoes;Footwear;Virginia;XL;Pink;Fall
1054;59;Male;Blouse;Clothing;Kansas;M;Blue;Spring
1055;18;Male;Shorts;Clothing;Arkansas;L;Cyan;Winter
1056;70;Male;Jacket;Outerwear;Massachusetts;M;Orange;Spring
1057;20;Male;Sweater;Clothing;Idaho;L;Black;Winter
1058;65;Male;Jacket;Outerwear;Wisconsin;S;Maroon;Spring
1059;29;Male;Scarf;Accessories;New Mexico;L;Violet;Summer
1060;22;Male;Jacket;Outerwear;North Carolina;M;Beige;Winter
1061;27;Male;Sweater;Clothing;Iowa;S;Gray;Summer
1062;36;Male;Coat;Outerwear;Idaho;M;Gray;Summer
1063;59;Male;Boots;Footwear;Ohio;M;Brown;Fall
1064;62;Male;Hoodie;Clothing;Alabama;S;Indigo;Summer
1065;34;Male;Hat;Accessories;Wyoming;M;Violet;Spring
1066;59;Male;T-shirt;Clothing;Alabama;XL;Blue;Spring
1067;49;Male;Coat;Outerwear;Mississippi;M;Red;Winter
1068;18;Male;Dress;Clothing;Pennsylvania;S;Peach;Summer
1069;55;Male;Shirt;Clothing;Wyoming;M;Olive;Fall
1070;38;Male;Skirt;Clothing;Maryland;XL;White;Fall
1071;50;Male;Jewelry;Accessories;North Carolina;M;Magenta;Summer
1072;61;Male;Hat;Accessories;Pennsylvania;M;Beige;Summer
1073;48;Male;Shorts;Clothing;Idaho;L;Gold;Fall
1074;22;Male;Scarf;Accessories;California;XL;Purple;Spring
1075;48;Male;Jewelry;Accessories;Tennessee;S;White;Fall
1076;57;Male;Sunglasses;Accessories;Missouri;L;Indigo;Summer
1077;33;Male;Coat;Outerwear;North Dakota;L;Charcoal;Spring
1078;58;Male;Jacket;Outerwear;West Virginia;M;Pink;Winter
1079;37;Male;Sweater;Clothing;Arizona;M;Silver;Fall
1080;18;Male;Coat;Outerwear;Oklahoma;S;Blue;Summer
1081;65;Male;Scarf;Accessories;Pennsylvania;L;Blue;Fall
1082;62;Male;Belt;Accessories;Idaho;XL;Brown;Spring
1083;54;Male;Hat;Accessories;South Carolina;XL;Cyan;Winter
1084;35;Male;Backpack;Accessories;Washington;L;Teal;Summer
1085;34;Male;T-shirt;Clothing;Arkansas;S;Purple;Fall
1086;25;Male;Jewelry;Accessories;Utah;M;Turquoise;Winter
1087;53;Male;Sunglasses;Accessories;Alaska;M;Olive;Winter
1088;45;Male;Jeans;Clothing;West Virginia;S;White;Winter
1089;49;Male;Pants;Clothing;Louisiana;M;Turquoise;Winter
1090;40;Male;Backpack;Accessories;Arizona;M;Silver;Spring
1091;38;Male;Scarf;Accessories;Connecticut;M;Violet;Spring
1092;44;Male;Sweater;Clothing;North Carolina;L;Lavender;Spring
1093;68;Male;Jewelry;Accessories;South Dakota;L;Magenta;Spring
1094;60;Male;Sneakers;Footwear;Delaware;S;Indigo;Winter
1095;25;Male;Jewelry;Accessories;Connecticut;M;Black;Winter
1096;19;Male;Coat;Outerwear;Tennessee;S;Peach;Summer
1097;57;Male;Coat;Outerwear;New Hampshire;S;Beige;Fall
1098;58;Male;Sunglasses;Accessories;Vermont;M;Black;Summer
1099;49;Male;Handbag;Accessories;Idaho;S;Turquoise;Spring
1100;19;Male;Sweater;Clothing;North Carolina;M;Peach;Fall
1101;50;Male;Pants;Clothing;Nevada;L;Gold;Spring
1102;30;Male;Gloves;Accessories;Delaware;XL;Silver;Fall
1103;52;Male;Sweater;Clothing;Texas;M;Peach;Fall
1104;35;Male;Hoodie;Clothing;Tennessee;S;Charcoal;Spring
1105;35;Male;Hat;Accessories;Delaware;M;Beige;Fall
1106;33;Male;T-shirt;Clothing;Massachusetts;S;Olive;Spring
1107;52;Male;Skirt;Clothing;Minnesota;L;Violet;Winter
1108;69;Male;Sneakers;Footwear;Texas;M;Peach;Fall
1109;27;Male;Shorts;Clothing;Nebraska;M;Teal;Fall
1110;66;Male;Hoodie;Clothing;Oklahoma;L;Violet;Winter
1111;28;Male;Hoodie;Clothing;Texas;L;Cyan;Fall
1112;22;Male;Shoes;Footwear;New York;S;Olive;Summer
1113;69;Male;Hoodie;Clothing;Washington;XL;Pink;Spring
1114;28;Male;Sunglasses;Accessories;Maryland;M;Purple;Summer
1115;55;Male;Skirt;Clothing;New Hampshire;L;Violet;Fall
1116;30;Male;Hat;Accessories;New York;S;Peach;Fall
1117;67;Male;Backpack;Accessories;Hawaii;M;Charcoal;Winter
1118;25;Male;Sunglasses;Accessories;California;L;Lavender;Spring
1119;49;Male;Belt;Accessories;Indiana;M;Purple;Summer
1120;34;Male;Jewelry;Accessories;Louisiana;M;Indigo;Spring
1121;22;Male;Sneakers;Footwear;Pennsylvania;M;Magenta;Winter
1122;63;Male;T-shirt;Clothing;Florida;XL;Peach;Fall
1123;70;Male;Handbag;Accessories;North Carolina;S;Charcoal;Spring
1124;36;Male;Hat;Accessories;Massachusetts;S;Purple;Fall
1125;42;Male;Sweater;Clothing;Iowa;M;Orange;Spring
1126;27;Male;Sandals;Footwear;North Dakota;M;Lavender;Summer
1127;23;Male;Scarf;Accessories;Iowa;L;Beige;Winter
1128;50;Male;Shirt;Clothing;Delaware;XL;Maroon;Spring
1129;56;Male;Gloves;Accessories;New York;L;Charcoal;Winter
1130;37;Male;Hoodie;Clothing;New Hampshire;XL;White;Winter
1131;67;Male;Jewelry;Accessories;Kentucky;M;Lavender;Summer
1132;67;Male;Shirt;Clothing;Illinois;M;Black;Spring
1133;50;Male;Hoodie;Clothing;North Carolina;S;Teal;Spring
1134;36;Male;Shoes;Footwear;Connecticut;XL;Magenta;Winter
1135;62;Male;T-shirt;Clothing;Wisconsin;M;Brown;Summer
1136;65;Male;Skirt;Clothing;Massachusetts;L;Peach;Winter
1137;23;Male;Handbag;Accessories;Illinois;S;Cyan;Summer
1138;46;Male;Shirt;Clothing;New Mexico;XL;Pink;Winter
1139;18;Male;Pants;Clothing;Iowa;M;Purple;Summer
1140;58;Male;Coat;Outerwear;Alabama;L;Purple;Spring
1141;31;Male;Jeans;Clothing;Maryland;M;White;Winter
1142;39;Male;Gloves;Accessories;Ohio;S;Silver;Winter
1143;69;Male;T-shirt;Clothing;Ohio;L;Green;Spring
1144;68;Male;Boots;Footwear;Nevada;L;Teal;Winter
1145;41;Male;Jeans;Clothing;South Carolina;S;Indigo;Fall
1146;31;Male;Sneakers;Footwear;Nevada;L;Pink;Summer
1147;48;Male;Sneakers;Footwear;Wisconsin;M;Indigo;Summer
1148;59;Male;Hat;Accessories;Tennessee;XL;Red;Winter
1149;34;Male;Pants;Clothing;Florida;M;Violet;Spring
1150;21;Male;Jewelry;Accessories;Georgia;L;Cyan;Spring
1151;29;Male;Jewelry;Accessories;Kentucky;S;Red;Winter
1152;41;Male;Blouse;Clothing;Ohio;M;Gray;Spring
1153;62;Male;Handbag;Accessories;Connecticut;M;Gold;Fall
1154;27;Male;Shirt;Clothing;Idaho;M;Pink;Summer
1155;49;Male;Dress;Clothing;Georgia;L;Cyan;Spring
1156;67;Male;T-shirt;Clothing;Tennessee;S;Red;Fall
1157;20;Male;Shoes;Footwear;Hawaii;M;Gold;Summer
1158;37;Male;Belt;Accessories;Maryland;M;Charcoal;Fall
1159;69;Male;Belt;Accessories;Nevada;L;Orange;Summer
1160;66;Male;Handbag;Accessories;New Hampshire;L;Blue;Fall
1161;37;Male;Scarf;Accessories;North Dakota;S;Blue;Summer
1162;63;Male;Shorts;Clothing;Oklahoma;S;Orange;Fall
1163;47;Male;Sandals;Footwear;North Carolina;M;Blue;Winter
1164;26;Male;Pants;Clothing;Tennessee;L;White;Summer
1165;68;Male;Dress;Clothing;Montana;M;Green;Winter
1166;51;Male;T-shirt;Clothing;Wisconsin;M;Silver;Winter
1167;48;Male;Dress;Clothing;Connecticut;S;Lavender;Winter
1168;60;Male;Socks;Clothing;New Jersey;XL;Beige;Summer
1169;68;Male;Scarf;Accessories;Mississippi;L;Violet;Summer
1170;25;Male;Backpack;Accessories;Wyoming;S;Gray;Fall
1171;57;Male;Skirt;Clothing;Illinois;S;Red;Spring
1172;41;Male;Socks;Clothing;Louisiana;M;Lavender;Spring
1173;59;Male;Coat;Outerwear;Oregon;L;Peach;Spring
1174;44;Male;Jewelry;Accessories;South Dakota;M;Indigo;Winter
1175;42;Male;Backpack;Accessories;Michigan;M;Black;Winter
1176;35;Male;Belt;Accessories;New Jersey;M;Beige;Spring
1177;36;Male;Dress;Clothing;Oregon;M;Red;Winter
1178;54;Male;Skirt;Clothing;Iowa;M;Black;Spring
1179;37;Male;Dress;Clothing;South Carolina;M;Teal;Spring
1180;20;Male;T-shirt;Clothing;Indiana;M;Blue;Summer
1181;23;Male;Skirt;Clothing;Oregon;S;Beige;Spring
1182;61;Male;Shorts;Clothing;New York;L;Teal;Summer
1183;37;Male;Jewelry;Accessories;New Mexico;M;Maroon;Spring
1184;23;Male;Pants;Clothing;Louisiana;M;Yellow;Spring
1185;63;Male;Belt;Accessories;South Carolina;S;Indigo;Fall
1186;47;Male;Jeans;Clothing;Maine;M;Magenta;Spring
1187;63;Male;Jeans;Clothing;Indiana;M;Beige;Summer
1188;56;Male;Hat;Accessories;Iowa;L;Maroon;Fall
1189;68;Male;Blouse;Clothing;Mississippi;M;Magenta;Summer
1190;64;Male;Shirt;Clothing;Arkansas;XL;Teal;Summer
1191;62;Male;Shirt;Clothing;South Carolina;M;Orange;Winter
1192;34;Male;T-shirt;Clothing;Indiana;L;Charcoal;Winter
1193;49;Male;Coat;Outerwear;Florida;M;Turquoise;Summer
1194;40;Male;Jacket;Outerwear;Alaska;L;Pink;Fall
1195;50;Male;Hoodie;Clothing;New York;S;Teal;Winter
1196;25;Male;Scarf;Accessories;Texas;M;White;Winter
1197;30;Male;Belt;Accessories;North Dakota;M;Maroon;Winter
1198;54;Male;Sneakers;Footwear;Vermont;L;Violet;Fall
1199;40;Male;Socks;Clothing;New Jersey;M;Brown;Summer
1200;49;Male;Sandals;Footwear;Maryland;M;Indigo;Fall
1201;27;Male;Coat;Outerwear;Connecticut;XL;Black;Winter
1202;27;Male;Shoes;Footwear;Illinois;XL;Black;Summer
1203;48;Male;Scarf;Accessories;Maryland;S;Olive;Spring
1204;40;Male;Sneakers;Footwear;Minnesota;M;Orange;Winter
1205;67;Male;Belt;Accessories;Florida;M;Pink;Spring
1206;52;Male;Handbag;Accessories;California;M;Olive;Spring
1207;22;Male;Handbag;Accessories;Mississippi;S;Cyan;Fall
1208;62;Male;Boots;Footwear;Washington;M;White;Summer
1209;20;Male;Boots;Footwear;Wisconsin;S;Red;Winter
1210;41;Male;Pants;Clothing;Pennsylvania;M;Blue;Winter
1211;34;Male;Sunglasses;Accessories;Missouri;M;Olive;Fall
1212;23;Male;Hoodie;Clothing;Oklahoma;M;Green;Spring
1213;32;Male;Shoes;Footwear;Pennsylvania;M;Yellow;Summer
1214;68;Male;Handbag;Accessories;Kentucky;XL;Black;Spring
1215;30;Male;Jacket;Outerwear;Vermont;M;Blue;Fall
1216;66;Male;Blouse;Clothing;Oregon;L;Pink;Winter
1217;62;Male;Pants;Clothing;Utah;XL;Lavender;Summer
1218;50;Male;Boots;Footwear;Nebraska;XL;Cyan;Fall
1219;55;Male;Boots;Footwear;Pennsylvania;M;Cyan;Spring
1220;19;Male;Sweater;Clothing;Vermont;M;Gold;Winter
1221;67;Male;Gloves;Accessories;Kentucky;M;Green;Winter
1222;18;Male;Socks;Clothing;Iowa;M;Red;Winter
1223;58;Male;Jeans;Clothing;Indiana;L;Magenta;Fall
1224;69;Male;Pants;Clothing;Kansas;L;Red;Winter
1225;62;Male;Shorts;Clothing;Illinois;M;Yellow;Summer
1226;28;Male;Gloves;Accessories;North Carolina;S;Turquoise;Fall
1227;53;Male;Sandals;Footwear;Ohio;S;Cyan;Fall
1228;27;Male;Blouse;Clothing;Illinois;L;Yellow;Spring
1229;55;Male;Jacket;Outerwear;Indiana;S;Yellow;Winter
1230;34;Male;Jewelry;Accessories;Kansas;XL;Maroon;Winter
1231;25;Male;Hat;Accessories;Illinois;L;Brown;Spring
1232;66;Male;Socks;Clothing;Pennsylvania;M;Gold;Spring
1233;57;Male;Handbag;Accessories;New York;M;Charcoal;Summer
1234;46;Male;Pants;Clothing;Utah;L;Beige;Winter
1235;38;Male;Gloves;Accessories;New Jersey;M;Indigo;Fall
1236;23;Male;Sweater;Clothing;Idaho;M;Red;Spring
1237;42;Male;Hat;Accessories;New Mexico;M;White;Summer
1238;25;Male;Dress;Clothing;Michigan;S;Charcoal;Spring
1239;55;Male;Pants;Clothing;Wyoming;M;Violet;Winter
1240;62;Male;Coat;Outerwear;New Jersey;XL;Magenta;Spring
1241;41;Male;Scarf;Accessories;New Jersey;L;White;Winter
1242;58;Male;Hoodie;Clothing;Hawaii;XL;Pink;Winter
1243;56;Male;Socks;Clothing;Nevada;M;Lavender;Summer
1244;25;Male;Blouse;Clothing;New Hampshire;S;Pink;Spring
1245;70;Male;Socks;Clothing;Indiana;S;Silver;Summer
1246;42;Male;Dress;Clothing;New York;M;Violet;Fall
1247;27;Male;Hoodie;Clothing;Louisiana;M;Charcoal;Winter
1248;65;Male;T-shirt;Clothing;Virginia;M;Charcoal;Spring
1249;62;Male;Hat;Accessories;Wisconsin;XL;Red;Winter
1250;62;Male;Boots;Footwear;Oregon;M;Peach;Winter
1251;52;Male;Jeans;Clothing;New Hampshire;XL;Purple;Winter
1252;56;Male;Shorts;Clothing;Indiana;XL;Orange;Spring
1253;28;Male;Sandals;Footwear;Massachusetts;L;Magenta;Fall
1254;39;Male;Sandals;Footwear;Montana;XL;Red;Winter
1255;54;Male;Sneakers;Footwear;California;XL;Black;Spring
1256;30;Male;Hat;Accessories;Indiana;M;Peach;Fall
1257;45;Male;Coat;Outerwear;West Virginia;S;Olive;Winter
1258;68;Male;Dress;Clothing;Minnesota;L;Gold;Spring
1259;47;Male;Boots;Footwear;Ohio;XL;Gold;Spring
1260;68;Male;Skirt;Clothing;Minnesota;M;Turquoise;Fall
1261;63;Male;Shirt;Clothing;Virginia;XL;Green;Spring
1262;20;Male;Shirt;Clothing;Connecticut;L;Maroon;Summer
1263;29;Male;Boots;Footwear;Tennessee;L;Brown;Winter
1264;41;Male;Hoodie;Clothing;Delaware;L;Brown;Winter
1265;52;Male;Sweater;Clothing;Vermont;S;Blue;Winter
1266;32;Male;Shirt;Clothing;Louisiana;M;Lavender;Spring
1267;20;Male;Blouse;Clothing;North Dakota;M;Peach;Fall
1268;47;Male;T-shirt;Clothing;Oregon;S;Gray;Spring
1269;23;Male;Jacket;Outerwear;Idaho;XL;Charcoal;Winter
1270;43;Male;Jewelry;Accessories;Vermont;M;Lavender;Spring
1271;67;Male;Hoodie;Clothing;West Virginia;M;Green;Fall
1272;70;Male;Jewelry;Accessories;Kentucky;S;Gray;Spring
1273;35;Male;Sandals;Footwear;Wisconsin;M;Orange;Winter
1274;41;Male;Jeans;Clothing;Mississippi;L;Silver;Spring
1275;54;Male;Hat;Accessories;Missouri;M;Olive;Spring
1276;55;Male;Sweater;Clothing;Arkansas;S;Turquoise;Fall
1277;51;Male;Boots;Footwear;Wyoming;L;Turquoise;Spring
1278;19;Male;Blouse;Clothing;Rhode Island;L;Green;Spring
1279;28;Male;Shorts;Clothing;Utah;M;Violet;Fall
1280;63;Male;Hoodie;Clothing;Maryland;L;Charcoal;Fall
1281;30;Male;Pants;Clothing;Georgia;L;White;Winter
1282;29;Male;Belt;Accessories;New Jersey;M;Olive;Spring
1283;24;Male;Shirt;Clothing;New Hampshire;L;Violet;Winter
1284;69;Male;Shirt;Clothing;Oregon;M;Violet;Winter
1285;65;Male;Dress;Clothing;Arkansas;M;Black;Spring
1286;64;Male;Gloves;Accessories;North Carolina;M;Charcoal;Fall
1287;40;Male;Gloves;Accessories;West Virginia;L;Yellow;Winter
1288;24;Male;Jeans;Clothing;Utah;XL;Blue;Winter
1289;66;Male;Belt;Accessories;South Dakota;XL;Charcoal;Winter
1290;35;Male;Jacket;Outerwear;New Hampshire;M;Red;Fall
1291;67;Male;Skirt;Clothing;Maryland;M;Indigo;Spring
1292;69;Male;Sandals;Footwear;South Dakota;S;Beige;Spring
1293;26;Male;Belt;Accessories;Kentucky;M;Maroon;Summer
1294;23;Male;Sweater;Clothing;Florida;XL;Yellow;Fall
1295;27;Male;Shirt;Clothing;Texas;M;Silver;Summer
1296;30;Male;Sneakers;Footwear;New Mexico;M;Olive;Fall
1297;48;Male;Jeans;Clothing;South Dakota;S;Teal;Spring
1298;44;Male;Sandals;Footwear;New Jersey;M;Silver;Summer
1299;29;Male;Pants;Clothing;Indiana;S;Indigo;Summer
1300;29;Male;Belt;Accessories;Louisiana;L;Teal;Fall
1301;67;Male;T-shirt;Clothing;West Virginia;M;Charcoal;Spring
1302;42;Male;Shirt;Clothing;Maine;M;Orange;Fall
1303;23;Male;Sneakers;Footwear;Idaho;M;Gold;Fall
1304;34;Male;Blouse;Clothing;New York;L;Silver;Summer
1305;64;Male;Backpack;Accessories;Montana;S;Orange;Spring
1306;31;Male;Pants;Clothing;Mississippi;XL;Peach;Spring
1307;54;Male;Sweater;Clothing;Alaska;L;Brown;Winter
1308;23;Male;Coat;Outerwear;Missouri;L;Black;Summer
1309;59;Male;Dress;Clothing;Rhode Island;L;Red;Summer
1310;32;Male;Blouse;Clothing;Hawaii;L;Lavender;Summer
1311;43;Male;Hoodie;Clothing;South Carolina;L;Brown;Winter
1312;32;Male;Shoes;Footwear;Tennessee;M;Maroon;Fall
1313;66;Male;T-shirt;Clothing;Missouri;M;Violet;Winter
1314;70;Male;Shoes;Footwear;Missouri;M;Lavender;Summer
1315;42;Male;Boots;Footwear;Missouri;S;Magenta;Summer
1316;56;Male;Shorts;Clothing;Mississippi;L;Green;Spring
1317;28;Male;Belt;Accessories;Arkansas;S;Lavender;Spring
1318;28;Male;Pants;Clothing;Kentucky;M;Green;Spring
1319;52;Male;Shorts;Clothing;Connecticut;M;Maroon;Spring
1320;65;Male;Sunglasses;Accessories;Oklahoma;M;Magenta;Spring
1321;56;Male;Hat;Accessories;California;XL;Teal;Fall
1322;59;Male;T-shirt;Clothing;Missouri;L;Orange;Winter
1323;23;Male;Pants;Clothing;Washington;M;Violet;Winter
1324;58;Male;Shorts;Clothing;New York;M;Yellow;Spring
1325;39;Male;Jewelry;Accessories;Indiana;S;Orange;Summer
1326;28;Male;Backpack;Accessories;Oregon;L;Gold;Summer
1327;40;Male;Shoes;Footwear;Texas;M;Indigo;Spring
1328;52;Male;Coat;Outerwear;Florida;M;Turquoise;Winter
1329;37;Male;Sweater;Clothing;Rhode Island;M;Orange;Winter
1330;70;Male;Gloves;Accessories;Texas;M;Indigo;Fall
1331;30;Male;Handbag;Accessories;Vermont;M;Charcoal;Fall
1332;38;Male;Socks;Clothing;Maryland;M;Lavender;Spring
1333;66;Male;Hoodie;Clothing;Alaska;S;Gold;Spring
1334;29;Male;Pants;Clothing;Idaho;M;Lavender;Winter
1335;46;Male;Coat;Outerwear;West Virginia;S;White;Spring
1336;56;Male;Boots;Footwear;Nevada;M;Lavender;Fall
1337;23;Male;Sneakers;Footwear;Oregon;M;Charcoal;Spring
1338;37;Male;Sweater;Clothing;Tennessee;L;Silver;Spring
1339;56;Male;Handbag;Accessories;Alabama;S;Yellow;Winter
1340;36;Male;Belt;Accessories;Indiana;L;Olive;Winter
1341;40;Male;Belt;Accessories;Idaho;M;Peach;Fall
1342;26;Male;Hoodie;Clothing;Rhode Island;XL;Yellow;Fall
1343;57;Male;Sunglasses;Accessories;Arizona;XL;Yellow;Summer
1344;68;Male;Sneakers;Footwear;Florida;M;Indigo;Spring
1345;56;Male;T-shirt;Clothing;New York;S;Violet;Fall
1346;40;Male;Dress;Clothing;Nebraska;M;White;Fall
1347;44;Male;Hoodie;Clothing;Mississippi;L;White;Winter
1348;44;Male;Sweater;Clothing;Vermont;M;Cyan;Summer
1349;19;Male;Belt;Accessories;Nebraska;XL;Purple;Spring
1350;21;Male;Socks;Clothing;South Carolina;XL;Black;Spring
1351;31;Male;Sunglasses;Accessories;Delaware;M;Orange;Fall
1352;30;Male;Coat;Outerwear;Vermont;L;Maroon;Summer
1353;65;Male;Hat;Accessories;Indiana;XL;Orange;Spring
1354;39;Male;Pants;Clothing;Oregon;M;Teal;Winter
1355;64;Male;Backpack;Accessories;Maryland;M;Gray;Spring
1356;59;Male;Shorts;Clothing;Florida;M;Blue;Summer
1357;49;Male;Jacket;Outerwear;Indiana;M;Cyan;Spring
1358;24;Male;Backpack;Accessories;Texas;S;Red;Summer
1359;19;Male;Scarf;Accessories;Nebraska;XL;Pink;Spring
1360;27;Male;Hoodie;Clothing;North Carolina;S;Cyan;Winter
1361;56;Male;Skirt;Clothing;Alabama;L;Black;Fall
1362;49;Male;Dress;Clothing;Alabama;M;Beige;Fall
1363;41;Male;Coat;Outerwear;Colorado;M;Gray;Fall
1364;36;Male;Blouse;Clothing;Wisconsin;L;Red;Summer
1365;68;Male;Hat;Accessories;Delaware;L;Yellow;Fall
1366;28;Male;Handbag;Accessories;Indiana;M;Magenta;Winter
1367;45;Male;Belt;Accessories;Iowa;M;Magenta;Fall
1368;60;Male;Belt;Accessories;Iowa;S;Black;Fall
1369;21;Male;Shirt;Clothing;Wisconsin;L;Orange;Summer
1370;32;Male;Shoes;Footwear;Iowa;M;Green;Winter
1371;27;Male;Scarf;Accessories;Montana;L;Peach;Summer
1372;40;Male;Pants;Clothing;Mississippi;M;Charcoal;Spring
1373;64;Male;Blouse;Clothing;Michigan;M;Gray;Fall
1374;18;Male;Gloves;Accessories;Virginia;L;Turquoise;Winter
1375;22;Male;Handbag;Accessories;New York;M;Red;Fall
1376;42;Male;Sneakers;Footwear;Maine;L;Brown;Spring
1377;57;Male;Sandals;Footwear;New Jersey;L;Pink;Spring
1378;33;Male;Sunglasses;Accessories;Maryland;L;Olive;Spring
1379;37;Male;Jacket;Outerwear;Kentucky;XL;Lavender;Fall
1380;21;Male;T-shirt;Clothing;Minnesota;L;Purple;Fall
1381;51;Male;Sneakers;Footwear;Massachusetts;S;Beige;Winter
1382;30;Male;Shoes;Footwear;Illinois;L;Green;Winter
1383;68;Male;Jacket;Outerwear;Michigan;L;Brown;Winter
1384;36;Male;Scarf;Accessories;Wisconsin;M;Beige;Spring
1385;46;Male;Sneakers;Footwear;Alaska;M;Beige;Fall
1386;41;Male;Jewelry;Accessories;Mississippi;M;Indigo;Fall
1387;68;Male;Jacket;Outerwear;Oregon;M;Silver;Fall
1388;21;Male;Blouse;Clothing;Maryland;M;Gold;Winter
1389;62;Male;Dress;Clothing;Arkansas;M;Lavender;Spring
1390;59;Male;Scarf;Accessories;Illinois;L;Orange;Fall
1391;25;Male;Hat;Accessories;Arkansas;M;Maroon;Summer
1392;53;Male;Blouse;Clothing;Mississippi;S;White;Winter
1393;31;Male;Gloves;Accessories;Arkansas;M;Yellow;Spring
1394;46;Male;Gloves;Accessories;Idaho;L;Yellow;Spring
1395;26;Male;Coat;Outerwear;Iowa;L;Magenta;Fall
1396;47;Male;Scarf;Accessories;West Virginia;L;Turquoise;Spring
1397;37;Male;Pants;Clothing;Wisconsin;XL;Lavender;Winter
1398;55;Male;Sunglasses;Accessories;Massachusetts;S;Magenta;Summer
1399;30;Male;Dress;Clothing;Texas;M;Cyan;Summer
1400;19;Male;Hat;Accessories;Nebraska;M;Olive;Winter
1401;36;Male;Backpack;Accessories;Nevada;M;Red;Fall
1402;23;Male;Sandals;Footwear;Indiana;M;Blue;Fall
1403;62;Male;Sunglasses;Accessories;North Dakota;L;White;Summer
1404;26;Male;Backpack;Accessories;Georgia;M;Peach;Spring
1405;36;Male;Jewelry;Accessories;New Mexico;M;Charcoal;Winter
1406;33;Male;Socks;Clothing;New Hampshire;M;Peach;Winter
1407;32;Male;Shirt;Clothing;Washington;L;Turquoise;Spring
1408;56;Male;Handbag;Accessories;Nevada;XL;Charcoal;Spring
1409;58;Male;Blouse;Clothing;Maine;M;Yellow;Winter
1410;34;Male;Backpack;Accessories;Idaho;M;Blue;Spring
1411;61;Male;Hat;Accessories;Tennessee;M;Purple;Summer
1412;48;Male;Skirt;Clothing;Louisiana;L;Green;Summer
1413;25;Male;Shorts;Clothing;Michigan;M;Charcoal;Summer
1414;51;Male;Blouse;Clothing;New Hampshire;S;Indigo;Fall
1415;29;Male;Socks;Clothing;Minnesota;M;Black;Summer
1416;54;Male;Belt;Accessories;Illinois;M;Blue;Winter
1417;48;Male;Boots;Footwear;Idaho;L;Silver;Summer
1418;62;Male;Shorts;Clothing;Montana;S;Brown;Spring
1419;18;Male;Shirt;Clothing;Alabama;M;Violet;Summer
1420;43;Male;Handbag;Accessories;Montana;M;Orange;Summer
1421;22;Male;Jeans;Clothing;California;XL;Gray;Summer
1422;68;Male;Dress;Clothing;Pennsylvania;S;Gold;Spring
1423;44;Male;Dress;Clothing;Texas;L;Charcoal;Fall
1424;51;Male;Sandals;Footwear;Michigan;S;Black;Fall
1425;66;Male;Jacket;Outerwear;Connecticut;S;Indigo;Fall
1426;59;Male;Coat;Outerwear;Wyoming;S;White;Winter
1427;60;Male;Pants;Clothing;Michigan;M;Yellow;Summer
1428;31;Male;Backpack;Accessories;South Dakota;S;Orange;Summer
1429;20;Male;Blouse;Clothing;North Dakota;S;Green;Summer
1430;24;Male;Skirt;Clothing;Maryland;L;Gold;Fall
1431;48;Male;Sandals;Footwear;Michigan;S;Orange;Summer
1432;39;Male;Pants;Clothing;South Dakota;M;Cyan;Fall
1433;34;Male;Hat;Accessories;Florida;L;Black;Winter
1434;70;Male;Hoodie;Clothing;Minnesota;L;Yellow;Winter
1435;59;Male;Sweater;Clothing;New York;L;Maroon;Summer
