Customer ID;Item Purchased;Category;Size;Color;Season;Transaction_ID
572;Jacket;Outerwear;XL;Cyan;Spring;572
573;Scarf;Accessories;XL;Cyan;Summer;573
574;Pants;Clothing;M;Charcoal;Summer;574
575;Sneakers;Footwear;L;Red;Fall;575
576;Jeans;Clothing;M;Peach;Fall;576
577;Hat;Accessories;M;Black;Winter;577
578;Skirt;Clothing;M;Black;Fall;578
579;Sandals;Footwear;M;Purple;Fall;579
580;Sandals;Footwear;M;Violet;Winter;580
581;Sweater;Clothing;M;Orange;Spring;581
582;Sweater;Clothing;XL;Charcoal;Winter;582
583;Jacket;Outerwear;L;Turquoise;Spring;583
584;Shorts;Clothing;L;Yellow;Spring;584
585;Socks;Clothing;M;White;Spring;585
586;Socks;Clothing;M;Gray;Fall;586
587;Hoodie;Clothing;S;Blue;Winter;587
588;Socks;Clothing;S;Maroon;Fall;588
589;Boots;Footwear;M;Violet;Fall;589
590;Shirt;Clothing;M;Orange;Fall;590
591;Belt;Accessories;S;Turquoise;Fall;591
592;Backpack;Accessories;L;Olive;Fall;592
593;Boots;Footwear;M;Brown;Fall;593
594;Coat;Outerwear;S;Green;Winter;594
595;Hoodie;Clothing;S;Brown;Winter;595
596;Shoes;Footwear;M;Silver;Summer;596
597;Shoes;Footwear;XL;White;Summer;597
598;Jewelry;Accessories;L;Gold;Summer;598
599;Dress;Clothing;L;Green;Winter;599
600;Boots;Footwear;L;Teal;Spring;600
601;Hat;Accessories;M;Charcoal;Spring;601
602;Backpack;Accessories;M;Maroon;Summer;602
603;Shoes;Footwear;L;Lavender;Summer;603
604;Handbag;Accessories;L;Green;Winter;604
605;Sunglasses;Accessories;S;Pink;Fall;605
606;Hat;Accessories;XL;Charcoal;Winter;606
607;Scarf;Accessories;M;Blue;Spring;607
608;Hoodie;Clothing;L;Purple;Fall;608
609;Backpack;Accessories;S;Gold;Fall;609
610;Sweater;Clothing;L;Purple;Fall;610
611;Shorts;Clothing;M;Charcoal;Summer;611
612;Scarf;Accessories;M;Black;Winter;612
613;Hat;Accessories;L;Lavender;Fall;613
614;Coat;Outerwear;L;Lavender;Fall;614
615;Jewelry;Accessories;M;Lavender;Winter;615
616;Sandals;Footwear;L;Olive;Summer;616
617;Gloves;Accessories;L;Teal;Spring;617
618;Backpack;Accessories;M;Maroon;Fall;618
619;Jacket;Outerwear;L;Cyan;Spring;619
620;Backpack;Accessories;M;Charcoal;Summer;620
621;Backpack;Accessories;M;Black;Fall;621
622;Sunglasses;Accessories;S;Red;Fall;622
623;Socks;Clothing;S;Peach;Spring;623
624;Shoes;Footwear;M;White;Fall;624
625;Pants;Clothing;XL;Pink;Fall;625
626;Jewelry;Accessories;M;Red;Fall;626
627;Sunglasses;Accessories;M;Indigo;Spring;627
628;Sandals;Footwear;L;Black;Winter;628
629;Sweater;Clothing;M;White;Fall;629
630;Shoes;Footwear;L;Beige;Spring;630
631;Jewelry;Accessories;S;Silver;Fall;631
632;Boots;Footwear;S;Violet;Summer;632
633;Backpack;Accessories;M;Red;Winter;633
634;Sandals;Footwear;M;Orange;Spring;634
635;Sneakers;Footwear;M;Teal;Summer;635
636;Hoodie;Clothing;M;Brown;Fall;636
637;Handbag;Accessories;M;Indigo;Summer;637
638;Sweater;Clothing;M;Cyan;Winter;638
639;Sandals;Footwear;S;Blue;Summer;639
640;Dress;Clothing;L;Olive;Spring;640
641;Skirt;Clothing;M;Gray;Summer;641
642;Blouse;Clothing;M;Red;Winter;642
643;Skirt;Clothing;L;Red;Spring;643
644;Sweater;Clothing;XL;Green;Winter;644
645;Backpack;Accessories;S;Blue;Summer;645
646;Hoodie;Clothing;S;Purple;Summer;646
647;Boots;Footwear;XL;Pink;Spring;647
648;Blouse;Clothing;XL;Charcoal;Summer;648
649;Hoodie;Clothing;M;Brown;Winter;649
650;Pants;Clothing;L;Orange;Spring;650
651;Gloves;Accessories;M;Magenta;Spring;651
652;Hat;Accessories;L;Yellow;Summer;652
653;Sunglasses;Accessories;M;Beige;Winter;653
654;Scarf;Accessories;M;Olive;Winter;654
655;Handbag;Accessories;L;Gray;Summer;655
656;Handbag;Accessories;S;Purple;Fall;656
657;Jeans;Clothing;M;Beige;Summer;657
658;Jacket;Outerwear;M;White;Winter;658
659;Backpack;Accessories;S;White;Fall;659
660;Shorts;Clothing;S;Gold;Spring;660
661;Coat;Outerwear;M;Olive;Fall;661
662;Shirt;Clothing;XL;Green;Fall;662
663;Gloves;Accessories;L;Magenta;Fall;663
664;Dress;Clothing;M;Charcoal;Fall;664
665;Pants;Clothing;M;Indigo;Winter;665
666;Pants;Clothing;M;Peach;Spring;666
667;Hoodie;Clothing;L;Turquoise;Winter;667
668;Sunglasses;Accessories;S;Blue;Winter;668
669;T-shirt;Clothing;S;Turquoise;Fall;669
670;Jacket;Outerwear;M;Gray;Spring;670
671;Sweater;Clothing;XL;Purple;Spring;671
672;Jacket;Outerwear;L;Black;Winter;672
673;Socks;Clothing;M;Peach;Winter;673
674;Shirt;Clothing;M;Indigo;Spring;674
675;Jewelry;Accessories;XL;Beige;Winter;675
676;Sunglasses;Accessories;M;Yellow;Spring;676
677;Pants;Clothing;M;Peach;Winter;677
678;Socks;Clothing;S;Turquoise;Summer;678
679;Blouse;Clothing;M;Teal;Fall;679
680;Sandals;Footwear;M;Turquoise;Fall;680
681;Sneakers;Footwear;M;Magenta;Spring;681
682;Shirt;Clothing;XL;Purple;Winter;682
683;Jacket;Outerwear;M;Brown;Summer;683
684;Sandals;Footwear;S;Violet;Winter;684
685;Hat;Accessories;M;Yellow;Summer;685
686;Blouse;Clothing;XL;Magenta;Winter;686
687;Sweater;Clothing;L;Beige;Fall;687
688;Gloves;Accessories;XL;Turquoise;Winter;688
689;Scarf;Accessories;S;Peach;Summer;689
690;Hoodie;Clothing;M;Orange;Summer;690
691;Shorts;Clothing;XL;Red;Spring;691
692;Backpack;Accessories;L;Silver;Summer;692
693;Sunglasses;Accessories;M;Cyan;Spring;693
694;Shorts;Clothing;L;Turquoise;Spring;694
695;Dress;Clothing;S;Charcoal;Fall;695
696;Shorts;Clothing;XL;Peach;Summer;696
697;Belt;Accessories;L;Green;Fall;697
698;Scarf;Accessories;XL;Brown;Summer;698
699;Boots;Footwear;M;Yellow;Winter;699
700;Handbag;Accessories;M;Charcoal;Fall;700
701;Pants;Clothing;L;Olive;Winter;701
702;Boots;Footwear;L;Red;Fall;702
703;Shirt;Clothing;M;White;Winter;703
704;Dress;Clothing;L;Pink;Summer;704
705;Hoodie;Clothing;S;Black;Spring;705
706;Pants;Clothing;XL;Indigo;Summer;706
707;Jeans;Clothing;L;Turquoise;Summer;707
708;Shirt;Clothing;L;Purple;Spring;708
709;Backpack;Accessories;L;Beige;Summer;709
710;Jacket;Outerwear;L;Charcoal;Summer;710
711;Scarf;Accessories;L;Turquoise;Spring;711
712;Boots;Footwear;M;Maroon;Spring;712
713;Blouse;Clothing;XL;Black;Summer;713
714;Hoodie;Clothing;M;Lavender;Summer;714
715;Jacket;Outerwear;M;Magenta;Fall;715
716;Jeans;Clothing;L;Green;Spring;716
717;Jewelry;Accessories;M;Olive;Spring;717
718;Socks;Clothing;L;Green;Spring;718
719;Shirt;Clothing;M;Peach;Summer;719
720;Shorts;Clothing;L;Turquoise;Summer;720
721;Jewelry;Accessories;L;Orange;Fall;721
722;Blouse;Clothing;L;Silver;Summer;722
723;Sweater;Clothing;S;Blue;Summer;723
724;Jewelry;Accessories;L;Cyan;Fall;724
725;T-shirt;Clothing;XL;Green;Fall;725
726;Hat;Accessories;L;Silver;Winter;726
727;Shorts;Clothing;L;Yellow;Summer;727
728;Sweater;Clothing;S;Gray;Winter;728
729;Jeans;Clothing;M;Pink;Winter;729
730;Sunglasses;Accessories;L;Beige;Summer;730
731;Boots;Footwear;M;Indigo;Summer;731
732;Coat;Outerwear;M;Red;Spring;732
733;Shirt;Clothing;L;Blue;Spring;733
734;Dress;Clothing;L;Cyan;Fall;734
735;Shirt;Clothing;S;Violet;Winter;735
736;Sunglasses;Accessories;M;Orange;Fall;736
737;Dress;Clothing;L;Maroon;Spring;737
738;Sunglasses;Accessories;M;Teal;Spring;738
739;Sunglasses;Accessories;L;Orange;Winter;739
740;Shorts;Clothing;S;Purple;Summer;740
741;Jeans;Clothing;M;Orange;Summer;741
742;T-shirt;Clothing;XL;Yellow;Summer;742
743;Pants;Clothing;M;Charcoal;Summer;743
744;Sunglasses;Accessories;L;Gray;Fall;744
745;Boots;Footwear;S;Charcoal;Spring;745
746;T-shirt;Clothing;L;Orange;Fall;746
747;Sandals;Footwear;M;Red;Winter;747
748;Shorts;Clothing;L;Gold;Spring;748
749;Hat;Accessories;L;Brown;Fall;749
750;Scarf;Accessories;M;Olive;Winter;750
751;T-shirt;Clothing;L;Violet;Fall;751
752;Gloves;Accessories;L;Indigo;Fall;752
753;Scarf;Accessories;L;Yellow;Fall;753
754;Boots;Footwear;M;Teal;Fall;754
755;Gloves;Accessories;L;Pink;Spring;755
756;Coat;Outerwear;M;Violet;Spring;756
757;Belt;Accessories;S;Orange;Summer;757
758;Hoodie;Clothing;M;Red;Fall;758
759;Shoes;Footwear;L;Peach;Summer;759
760;Dress;Clothing;XL;Green;Winter;760
761;Gloves;Accessories;XL;Violet;Fall;761
762;Jewelry;Accessories;L;Yellow;Fall;762
763;Belt;Accessories;M;Pink;Fall;763
764;Sweater;Clothing;M;Brown;Spring;764
765;Skirt;Clothing;XL;Silver;Fall;765
766;Sneakers;Footwear;M;Pink;Summer;766
767;Gloves;Accessories;M;Cyan;Winter;767
768;Coat;Outerwear;M;Brown;Fall;768
769;Backpack;Accessories;XL;Red;Spring;769
770;Socks;Clothing;M;Silver;Spring;770
771;Sneakers;Footwear;M;Gray;Spring;771
772;Sweater;Clothing;L;Cyan;Fall;772
773;Jeans;Clothing;L;Teal;Fall;773
774;Hat;Accessories;L;Indigo;Winter;774
775;Hat;Accessories;M;Yellow;Summer;775
776;Handbag;Accessories;S;Gold;Winter;776
777;Shirt;Clothing;M;Maroon;Spring;777
778;Socks;Clothing;XL;Silver;Spring;778
779;Socks;Clothing;M;Yellow;Summer;779
780;Dress;Clothing;M;Blue;Spring;780
781;Shoes;Footwear;M;Turquoise;Spring;781
782;Scarf;Accessories;L;Indigo;Winter;782
783;Hoodie;Clothing;M;Green;Summer;783
784;T-shirt;Clothing;L;Purple;Winter;784
785;Jeans;Clothing;M;Peach;Winter;785
786;Shorts;Clothing;S;Purple;Spring;786
787;Hat;Accessories;S;Teal;Winter;787
788;Handbag;Accessories;S;Green;Spring;788
789;Pants;Clothing;XL;Yellow;Summer;789
790;Handbag;Accessories;S;Purple;Fall;790
791;Sweater;Clothing;M;Indigo;Summer;791
792;Scarf;Accessories;S;Magenta;Summer;792
793;Sneakers;Footwear;M;Violet;Spring;793
794;Pants;Clothing;L;Maroon;Summer;794
795;Backpack;Accessories;XL;Yellow;Winter;795
796;Sandals;Footwear;M;Beige;Summer;796
797;Socks;Clothing;XL;Black;Fall;797
798;Coat;Outerwear;M;Violet;Fall;798
799;Socks;Clothing;M;Violet;Spring;799
800;Belt;Accessories;L;Brown;Summer;800
801;Socks;Clothing;S;Gold;Summer;801
802;Belt;Accessories;L;Blue;Fall;802
803;Pants;Clothing;M;Teal;Winter;803
804;Shorts;Clothing;L;Silver;Winter;804
805;Boots;Footwear;M;Maroon;Summer;805
806;Dress;Clothing;L;White;Summer;806
807;Jeans;Clothing;L;Charcoal;Summer;807
808;T-shirt;Clothing;S;Brown;Winter;808
809;Shoes;Footwear;L;Lavender;Fall;809
810;Boots;Footwear;M;Violet;Fall;810
811;Scarf;Accessories;S;Lavender;Fall;811
812;Sneakers;Footwear;M;Green;Winter;812
813;Boots;Footwear;M;Olive;Summer;813
814;Handbag;Accessories;S;Olive;Summer;814
815;Shirt;Clothing;M;Pink;Winter;815
816;Hat;Accessories;L;Teal;Spring;816
817;Sweater;Clothing;L;Cyan;Summer;817
818;Handbag;Accessories;S;Gray;Spring;818
819;Shirt;Clothing;M;Peach;Winter;819
820;Sunglasses;Accessories;S;Teal;Winter;820
821;Sneakers;Footwear;M;Turquoise;Spring;821
822;Hoodie;Clothing;M;Green;Spring;822
823;Shirt;Clothing;L;Magenta;Winter;823
824;Sunglasses;Accessories;M;Green;Winter;824
825;Blouse;Clothing;M;White;Spring;825
826;Belt;Accessories;XL;Brown;Fall;826
827;Dress;Clothing;M;Purple;Winter;827
828;Shoes;Footwear;S;Green;Fall;828
829;Socks;Clothing;M;Peach;Fall;829
830;Socks;Clothing;S;Silver;Spring;830
831;Shorts;Clothing;M;Maroon;Fall;831
832;Gloves;Accessories;M;Red;Summer;832
833;Jacket;Outerwear;L;Blue;Fall;833
834;Handbag;Accessories;M;Purple;Fall;834
835;Backpack;Accessories;M;Indigo;Summer;835
836;Boots;Footwear;L;Indigo;Summer;836
837;Gloves;Accessories;L;Violet;Winter;837
838;Hoodie;Clothing;L;Brown;Spring;838
839;Coat;Outerwear;M;Gray;Spring;839
840;Shirt;Clothing;L;Teal;Spring;840
841;Shirt;Clothing;L;Teal;Summer;841
842;Sweater;Clothing;M;Beige;Summer;842
843;Shirt;Clothing;M;Violet;Spring;843
844;Hoodie;Clothing;S;Beige;Summer;844
845;Sandals;Footwear;L;Purple;Winter;845
846;Belt;Accessories;XL;Charcoal;Winter;846
847;Boots;Footwear;M;Pink;Spring;847
848;Hoodie;Clothing;L;Blue;Fall;848
849;Sandals;Footwear;M;Lavender;Fall;849
850;Jeans;Clothing;S;Charcoal;Spring;850
851;Shoes;Footwear;L;Turquoise;Winter;851
852;Sandals;Footwear;M;Red;Summer;852
853;Dress;Clothing;L;Yellow;Spring;853
854;Hat;Accessories;L;Orange;Winter;854
855;Pants;Clothing;L;Blue;Spring;855
856;Socks;Clothing;L;Gold;Spring;856
857;Shirt;Clothing;M;Gold;Summer;857
858;Shorts;Clothing;L;Cyan;Fall;858
859;Jacket;Outerwear;L;Olive;Fall;859
860;Hoodie;Clothing;M;Teal;Winter;860
861;Shoes;Footwear;M;Maroon;Spring;861
862;Skirt;Clothing;XL;Green;Spring;862
863;Coat;Outerwear;M;Charcoal;Winter;863
864;Sneakers;Footwear;M;Cyan;Summer;864
865;Jeans;Clothing;S;Charcoal;Winter;865
866;Blouse;Clothing;L;Charcoal;Winter;866
867;Sunglasses;Accessories;M;Lavender;Summer;867
868;Jacket;Outerwear;M;Turquoise;Spring;868
869;Dress;Clothing;M;Green;Summer;869
870;Hat;Accessories;M;Silver;Spring;870
871;Hoodie;Clothing;M;Blue;Fall;871
872;Handbag;Accessories;M;Charcoal;Spring;872
873;Jeans;Clothing;M;Pink;Spring;873
874;Boots;Footwear;M;Pink;Summer;874
875;Jacket;Outerwear;M;Magenta;Fall;875
876;Sandals;Footwear;L;Gray;Summer;876
877;Belt;Accessories;L;Gray;Summer;877
878;Handbag;Accessories;M;Orange;Winter;878
879;Sunglasses;Accessories;S;Black;Summer;879
880;Skirt;Clothing;S;Lavender;Spring;880
881;Backpack;Accessories;L;Red;Spring;881
882;Sandals;Footwear;M;Silver;Summer;882
883;Boots;Footwear;M;Cyan;Fall;883
884;Sneakers;Footwear;S;Gold;Fall;884
885;Skirt;Clothing;L;Yellow;Winter;885
886;Dress;Clothing;L;Purple;Fall;886
887;Shorts;Clothing;S;Brown;Summer;887
888;Handbag;Accessories;L;Turquoise;Winter;888
889;Scarf;Accessories;S;Gold;Spring;889
890;Belt;Accessories;S;Olive;Fall;890
891;Gloves;Accessories;S;Purple;Spring;891
892;Skirt;Clothing;S;Lavender;Summer;892
893;Shorts;Clothing;L;Gray;Summer;893
894;Backpack;Accessories;M;Red;Spring;894
895;Hoodie;Clothing;L;Purple;Spring;895
896;Hat;Accessories;XL;Olive;Spring;896
897;Jewelry;Accessories;M;Lavender;Spring;897
898;Shirt;Clothing;M;Gray;Spring;898
899;Belt;Accessories;L;Red;Spring;899
900;Sweater;Clothing;M;Peach;Summer;900
901;Hat;Accessories;L;Gray;Fall;901
902;Scarf;Accessories;L;Violet;Summer;902
903;Hat;Accessories;M;Beige;Summer;903
904;Jacket;Outerwear;M;Blue;Winter;904
905;T-shirt;Clothing;L;Magenta;Spring;905
906;Dress;Clothing;S;Cyan;Spring;906
907;Pants;Clothing;M;Red;Spring;907
908;Sweater;Clothing;L;Cyan;Winter;908
909;Sunglasses;Accessories;M;Turquoise;Winter;909
910;Belt;Accessories;L;Silver;Fall;910
911;Hoodie;Clothing;S;Pink;Spring;911
912;Pants;Clothing;M;Black;Winter;912
913;Hoodie;Clothing;M;Green;Winter;913
914;Sneakers;Footwear;M;Yellow;Fall;914
915;Dress;Clothing;L;Purple;Summer;915
916;Dress;Clothing;L;Purple;Winter;916
917;Jeans;Clothing;S;Blue;Spring;917
918;Sweater;Clothing;M;Maroon;Spring;918
919;Shorts;Clothing;M;Orange;Spring;919
920;Shirt;Clothing;L;Green;Winter;920
921;Belt;Accessories;XL;Gold;Summer;921
922;Coat;Outerwear;L;Silver;Summer;922
923;Sneakers;Footwear;M;Cyan;Fall;923
924;Shirt;Clothing;M;Silver;Spring;924
925;Socks;Clothing;XL;Beige;Winter;925
926;Jeans;Clothing;L;Teal;Winter;926
927;Jeans;Clothing;XL;Green;Spring;927
928;Sneakers;Footwear;L;Black;Summer;928
929;Dress;Clothing;XL;Yellow;Winter;929
930;Boots;Footwear;M;White;Fall;930
931;T-shirt;Clothing;L;Green;Fall;931
932;Coat;Outerwear;M;Silver;Winter;932
933;Skirt;Clothing;L;Blue;Winter;933
934;Sneakers;Footwear;M;Magenta;Spring;934
935;Jeans;Clothing;S;Yellow;Spring;935
936;Hoodie;Clothing;L;White;Fall;936
937;Shoes;Footwear;M;Pink;Summer;937
938;Shorts;Clothing;M;Magenta;Summer;938
939;Blouse;Clothing;S;Teal;Fall;939
940;T-shirt;Clothing;L;Indigo;Winter;940
941;Belt;Accessories;S;Maroon;Spring;941
942;Handbag;Accessories;L;Black;Winter;942
943;Dress;Clothing;M;Cyan;Winter;943
944;Hat;Accessories;L;Cyan;Winter;944
945;Belt;Accessories;S;Gray;Spring;945
946;Boots;Footwear;M;Violet;Summer;946
947;Coat;Outerwear;XL;Blue;Spring;947
948;Blouse;Clothing;M;Charcoal;Winter;948
949;Hat;Accessories;L;Olive;Summer;949
950;Jeans;Clothing;M;Olive;Summer;950
951;Backpack;Accessories;XL;Turquoise;Winter;951
952;Dress;Clothing;M;Cyan;Summer;952
953;Hat;Accessories;S;Red;Fall;953
954;Sunglasses;Accessories;S;Cyan;Spring;954
955;Hat;Accessories;S;Turquoise;Fall;955
956;Dress;Clothing;L;Lavender;Summer;956
957;Shirt;Clothing;XL;Cyan;Spring;957
958;Scarf;Accessories;XL;Violet;Spring;958
959;Sneakers;Footwear;XL;Beige;Winter;959
960;Skirt;Clothing;M;Cyan;Spring;960
961;Jewelry;Accessories;XL;Indigo;Spring;961
962;Boots;Footwear;L;Olive;Fall;962
963;Sunglasses;Accessories;L;Green;Spring;963
964;Boots;Footwear;L;Green;Spring;964
965;Sandals;Footwear;M;Beige;Spring;965
966;Boots;Footwear;L;Black;Spring;966
967;Dress;Clothing;M;Brown;Spring;967
968;Hoodie;Clothing;S;Silver;Summer;968
969;Shorts;Clothing;L;Gray;Summer;969
970;Coat;Outerwear;S;Pink;Fall;970
971;Jeans;Clothing;S;Maroon;Winter;971
972;Sunglasses;Accessories;M;Cyan;Summer;972
973;Sneakers;Footwear;L;Gold;Winter;973
974;Jacket;Outerwear;M;Teal;Fall;974
975;Skirt;Clothing;M;Beige;Spring;975
976;Sweater;Clothing;M;Olive;Summer;976
977;T-shirt;Clothing;M;Gray;Fall;977
978;Belt;Accessories;M;Black;Spring;978
979;Gloves;Accessories;M;Turquoise;Summer;979
980;Hat;Accessories;S;Brown;Fall;980
981;Boots;Footwear;S;Magenta;Spring;981
982;Belt;Accessories;M;Silver;Spring;982
983;Coat;Outerwear;S;Red;Summer;983
984;Hat;Accessories;L;Indigo;Winter;984
985;Shoes;Footwear;M;Green;Summer;985
986;Handbag;Accessories;M;Gray;Fall;986
987;Scarf;Accessories;S;Peach;Spring;987
988;Handbag;Accessories;M;Charcoal;Summer;988
989;Pants;Clothing;M;Orange;Winter;989
990;Shoes;Footwear;M;Beige;Spring;990
991;Sunglasses;Accessories;S;Yellow;Spring;991
992;Shorts;Clothing;XL;White;Spring;992
993;Jacket;Outerwear;M;Gray;Winter;993
994;Sandals;Footwear;M;Peach;Winter;994
995;Shoes;Footwear;L;Violet;Fall;995
996;Jewelry;Accessories;M;Magenta;Spring;996
997;Sandals;Footwear;L;Maroon;Summer;997
998;Pants;Clothing;M;Cyan;Spring;998
999;Shoes;Footwear;M;White;Spring;999
1000;Socks;Clothing;L;Brown;Spring;1000
1001;Socks;Clothing;M;Red;Winter;1001
1002;Dress;Clothing;M;Orange;Fall;1002
1003;Shoes;Footwear;M;White;Spring;1003
1004;Hat;Accessories;M;Green;Fall;1004
1005;Backpack;Accessories;M;Black;Summer;1005
1006;Backpack;Accessories;M;Gold;Winter;1006
1007;Pants;Clothing;S;Lavender;Summer;1007
1008;Gloves;Accessories;XL;Turquoise;Spring;1008
1009;Scarf;Accessories;M;Pink;Spring;1009
1010;Hoodie;Clothing;M;Silver;Summer;1010
1011;Jeans;Clothing;XL;Gray;Spring;1011
1012;Backpack;Accessories;L;Indigo;Spring;1012
1013;Sandals;Footwear;L;Teal;Summer;1013
1014;Belt;Accessories;XL;Green;Summer;1014
1015;Shoes;Footwear;M;Violet;Summer;1015
1016;Gloves;Accessories;M;Cyan;Summer;1016
1017;Belt;Accessories;XL;Blue;Summer;1017
1018;Jacket;Outerwear;L;Orange;Fall;1018
1019;Dress;Clothing;XL;Charcoal;Spring;1019
1020;Shirt;Clothing;S;Beige;Winter;1020
1021;Scarf;Accessories;M;Black;Fall;1021
1022;Coat;Outerwear;S;Lavender;Winter;1022
1023;Handbag;Accessories;M;Lavender;Winter;1023
1024;Sunglasses;Accessories;S;Turquoise;Winter;1024
1025;T-shirt;Clothing;M;Purple;Summer;1025
1026;Shirt;Clothing;M;Olive;Winter;1026
1027;Handbag;Accessories;L;Turquoise;Winter;1027
1028;Jewelry;Accessories;L;Teal;Summer;1028
1029;Hoodie;Clothing;S;Lavender;Summer;1029
1030;Gloves;Accessories;M;Purple;Spring;1030
1031;Coat;Outerwear;L;Blue;Winter;1031
1032;Sandals;Footwear;M;Teal;Spring;1032
1033;Boots;Footwear;M;Lavender;Fall;1033
1034;Pants;Clothing;S;Silver;Spring;1034
1035;Socks;Clothing;M;Olive;Fall;1035
1036;Blouse;Clothing;M;Brown;Fall;1036
1037;Handbag;Accessories;M;Yellow;Fall;1037
1038;Jewelry;Accessories;XL;Brown;Spring;1038
1039;Pants;Clothing;XL;Cyan;Fall;1039
1040;Belt;Accessories;M;Magenta;Fall;1040
1041;Jeans;Clothing;S;Magenta;Fall;1041
1042;Shirt;Clothing;M;Orange;Summer;1042
1043;Belt;Accessories;M;Maroon;Spring;1043
1044;Jeans;Clothing;M;Green;Spring;1044
1045;Jeans;Clothing;L;Teal;Summer;1045
1046;Sweater;Clothing;L;Black;Fall;1046
1047;Sneakers;Footwear;M;Magenta;Winter;1047
1048;Socks;Clothing;S;Olive;Fall;1048
1049;Socks;Clothing;L;Yellow;Fall;1049
1050;Sunglasses;Accessories;S;Purple;Fall;1050
1051;Sneakers;Footwear;M;Beige;Winter;1051
1052;Socks;Clothing;M;Indigo;Fall;1052
1053;Shoes;Footwear;XL;Pink;Fall;1053
1054;Blouse;Clothing;M;Blue;Spring;1054
1055;Shorts;Clothing;L;Cyan;Winter;1055
1056;Jacket;Outerwear;M;Orange;Spring;1056
1057;Sweater;Clothing;L;Black;Winter;1057
1058;Jacket;Outerwear;S;Maroon;Spring;1058
1059;Scarf;Accessories;L;Violet;Summer;1059
1060;Jacket;Outerwear;M;Beige;Winter;1060
1061;Sweater;Clothing;S;Gray;Summer;1061
1062;Coat;Outerwear;M;Gray;Summer;1062
1063;Boots;Footwear;M;Brown;Fall;1063
1064;Hoodie;Clothing;S;Indigo;Summer;1064
1065;Hat;Accessories;M;Violet;Spring;1065
1066;T-shirt;Clothing;XL;Blue;Spring;1066
1067;Coat;Outerwear;M;Red;Winter;1067
1068;Dress;Clothing;S;Peach;Summer;1068
1069;Shirt;Clothing;M;Olive;Fall;1069
1070;Skirt;Clothing;XL;White;Fall;1070
1071;Jewelry;Accessories;M;Magenta;Summer;1071
1072;Hat;Accessories;M;Beige;Summer;1072
1073;Shorts;Clothing;L;Gold;Fall;1073
1074;Scarf;Accessories;XL;Purple;Spring;1074
1075;Jewelry;Accessories;S;White;Fall;1075
1076;Sunglasses;Accessories;L;Indigo;Summer;1076
1077;Coat;Outerwear;L;Charcoal;Spring;1077
1078;Jacket;Outerwear;M;Pink;Winter;1078
1079;Sweater;Clothing;M;Silver;Fall;1079
1080;Coat;Outerwear;S;Blue;Summer;1080
1081;Scarf;Accessories;L;Blue;Fall;1081
1082;Belt;Accessories;XL;Brown;Spring;1082
1083;Hat;Accessories;XL;Cyan;Winter;1083
1084;Backpack;Accessories;L;Teal;Summer;1084
1085;T-shirt;Clothing;S;Purple;Fall;1085
1086;Jewelry;Accessories;M;Turquoise;Winter;1086
1087;Sunglasses;Accessories;M;Olive;Winter;1087
1088;Jeans;Clothing;S;White;Winter;1088
1089;Pants;Clothing;M;Turquoise;Winter;1089
1090;Backpack;Accessories;M;Silver;Spring;1090
1091;Scarf;Accessories;M;Violet;Spring;1091
1092;Sweater;Clothing;L;Lavender;Spring;1092
1093;Jewelry;Accessories;L;Magenta;Spring;1093
1094;Sneakers;Footwear;S;Indigo;Winter;1094
1095;Jewelry;Accessories;M;Black;Winter;1095
1096;Coat;Outerwear;S;Peach;Summer;1096
1097;Coat;Outerwear;S;Beige;Fall;1097
1098;Sunglasses;Accessories;M;Black;Summer;1098
1099;Handbag;Accessories;S;Turquoise;Spring;1099
1100;Sweater;Clothing;M;Peach;Fall;1100
1101;Pants;Clothing;L;Gold;Spring;1101
1102;Gloves;Accessories;XL;Silver;Fall;1102
1103;Sweater;Clothing;M;Peach;Fall;1103
1104;Hoodie;Clothing;S;Charcoal;Spring;1104
1105;Hat;Accessories;M;Beige;Fall;1105
1106;T-shirt;Clothing;S;Olive;Spring;1106
1107;Skirt;Clothing;L;Violet;Winter;1107
1108;Sneakers;Footwear;M;Peach;Fall;1108
1109;Shorts;Clothing;M;Teal;Fall;1109
1110;Hoodie;Clothing;L;Violet;Winter;1110
1111;Hoodie;Clothing;L;Cyan;Fall;1111
1112;Shoes;Footwear;S;Olive;Summer;1112
1113;Hoodie;Clothing;XL;Pink;Spring;1113
1114;Sunglasses;Accessories;M;Purple;Summer;1114
1115;Skirt;Clothing;L;Violet;Fall;1115
1116;Hat;Accessories;S;Peach;Fall;1116
1117;Backpack;Accessories;M;Charcoal;Winter;1117
1118;Sunglasses;Accessories;L;Lavender;Spring;1118
1119;Belt;Accessories;M;Purple;Summer;1119
1120;Jewelry;Accessories;M;Indigo;Spring;1120
1121;Sneakers;Footwear;M;Magenta;Winter;1121
1122;T-shirt;Clothing;XL;Peach;Fall;1122
1123;Handbag;Accessories;S;Charcoal;Spring;1123
1124;Hat;Accessories;S;Purple;Fall;1124
1125;Sweater;Clothing;M;Orange;Spring;1125
1126;Sandals;Footwear;M;Lavender;Summer;1126
1127;Scarf;Accessories;L;Beige;Winter;1127
1128;Shirt;Clothing;XL;Maroon;Spring;1128
1129;Gloves;Accessories;L;Charcoal;Winter;1129
1130;Hoodie;Clothing;XL;White;Winter;1130
1131;Jewelry;Accessories;M;Lavender;Summer;1131
1132;Shirt;Clothing;M;Black;Spring;1132
1133;Hoodie;Clothing;S;Teal;Spring;1133
