Customer ID;Item Purchased;Category;Size;Color;Season
622;Sunglasses;Accessories;S;Red;Fall
623;Socks;Clothing;S;Peach;Spring
624;Shoes;Footwear;M;White;Fall
625;Pants;Clothing;XL;Pink;Fall
626;Jewelry;Accessories;M;Red;Fall
627;Sunglasses;Accessories;M;Indigo;Spring
628;Sandals;Footwear;L;Black;Winter
629;Sweater;Clothing;M;White;Fall
630;Shoes;Footwear;L;Beige;Spring
631;Jewelry;Accessories;S;Silver;Fall
632;Boots;Footwear;S;Violet;Summer
633;Backpack;Accessories;M;Red;Winter
634;Sandals;Footwear;M;Orange;Spring
635;Sneakers;Footwear;M;Teal;Summer
636;Hoodie;Clothing;M;Brown;Fall
637;Handbag;Accessories;M;Indigo;Summer
638;Sweater;Clothing;M;Cyan;Winter
639;Sandals;Footwear;S;Blue;Summer
640;Dress;Clothing;L;Olive;Spring
641;Skirt;Clothing;M;Gray;Summer
642;Blouse;Clothing;M;Red;Winter
643;Skirt;Clothing;L;Red;Spring
644;Sweater;Clothing;XL;Green;Winter
645;Backpack;Accessories;S;Blue;Summer
646;Hoodie;Clothing;S;Purple;Summer
647;Boots;Footwear;XL;Pink;Spring
648;Blouse;Clothing;XL;Charcoal;Summer
649;Hoodie;Clothing;M;Brown;Winter
650;Pants;Clothing;L;Orange;Spring
651;Gloves;Accessories;M;Magenta;Spring
652;Hat;Accessories;L;Yellow;Summer
653;Sunglasses;Accessories;M;Beige;Winter
654;Scarf;Accessories;M;Olive;Winter
655;Handbag;Accessories;L;Gray;Summer
656;Handbag;Accessories;S;Purple;Fall
657;Jeans;Clothing;M;Beige;Summer
658;Jacket;Outerwear;M;White;Winter
659;Backpack;Accessories;S;White;Fall
660;Shorts;Clothing;S;Gold;Spring
661;Coat;Outerwear;M;Olive;Fall
662;Shirt;Clothing;XL;Green;Fall
663;Gloves;Accessories;L;Magenta;Fall
664;Dress;Clothing;M;Charcoal;Fall
665;Pants;Clothing;M;Indigo;Winter
666;Pants;Clothing;M;Peach;Spring
667;Hoodie;Clothing;L;Turquoise;Winter
668;Sunglasses;Accessories;S;Blue;Winter
669;T-shirt;Clothing;S;Turquoise;Fall
670;Jacket;Outerwear;M;Gray;Spring
671;Sweater;Clothing;XL;Purple;Spring
672;Jacket;Outerwear;L;Black;Winter
673;Socks;Clothing;M;Peach;Winter
674;Shirt;Clothing;M;Indigo;Spring
675;Jewelry;Accessories;XL;Beige;Winter
676;Sunglasses;Accessories;M;Yellow;Spring
677;Pants;Clothing;M;Peach;Winter
678;Socks;Clothing;S;Turquoise;Summer
679;Blouse;Clothing;M;Teal;Fall
680;Sandals;Footwear;M;Turquoise;Fall
681;Sneakers;Footwear;M;Magenta;Spring
682;Shirt;Clothing;XL;Purple;Winter
683;Jacket;Outerwear;M;Brown;Summer
684;Sandals;Footwear;S;Violet;Winter
685;Hat;Accessories;M;Yellow;Summer
686;Blouse;Clothing;XL;Magenta;Winter
687;Sweater;Clothing;L;Beige;Fall
688;Gloves;Accessories;XL;Turquoise;Winter
689;Scarf;Accessories;S;Peach;Summer
690;Hoodie;Clothing;M;Orange;Summer
691;Shorts;Clothing;XL;Red;Spring
692;Backpack;Accessories;L;Silver;Summer
693;Sunglasses;Accessories;M;Cyan;Spring
694;Shorts;Clothing;L;Turquoise;Spring
695;Dress;Clothing;S;Charcoal;Fall
696;Shorts;Clothing;XL;Peach;Summer
697;Belt;Accessories;L;Green;Fall
698;Scarf;Accessories;XL;Brown;Summer
699;Boots;Footwear;M;Yellow;Winter
700;Handbag;Accessories;M;Charcoal;Fall
701;Pants;Clothing;L;Olive;Winter
702;Boots;Footwear;L;Red;Fall
703;Shirt;Clothing;M;White;Winter
704;Dress;Clothing;L;Pink;Summer
705;Hoodie;Clothing;S;Black;Spring
706;Pants;Clothing;XL;Indigo;Summer
707;Jeans;Clothing;L;Turquoise;Summer
708;Shirt;Clothing;L;Purple;Spring
709;Backpack;Accessories;L;Beige;Summer
710;Jacket;Outerwear;L;Charcoal;Summer
711;Scarf;Accessories;L;Turquoise;Spring
712;Boots;Footwear;M;Maroon;Spring
713;Blouse;Clothing;XL;Black;Summer
714;Hoodie;Clothing;M;Lavender;Summer
715;Jacket;Outerwear;M;Magenta;Fall
716;Jeans;Clothing;L;Green;Spring
717;Jewelry;Accessories;M;Olive;Spring
718;Socks;Clothing;L;Green;Spring
719;Shirt;Clothing;M;Peach;Summer
720;Shorts;Clothing;L;Turquoise;Summer
721;Jewelry;Accessories;L;Orange;Fall
722;Blouse;Clothing;L;Silver;Summer
723;Sweater;Clothing;S;Blue;Summer
724;Jewelry;Accessories;L;Cyan;Fall
725;T-shirt;Clothing;XL;Green;Fall
726;Hat;Accessories;L;Silver;Winter
727;Shorts;Clothing;L;Yellow;Summer
728;Sweater;Clothing;S;Gray;Winter
729;Jeans;Clothing;M;Pink;Winter
730;Sunglasses;Accessories;L;Beige;Summer
731;Boots;Footwear;M;Indigo;Summer
732;Coat;Outerwear;M;Red;Spring
733;Shirt;Clothing;L;Blue;Spring
734;Dress;Clothing;L;Cyan;Fall
735;Shirt;Clothing;S;Violet;Winter
736;Sunglasses;Accessories;M;Orange;Fall
737;Dress;Clothing;L;Maroon;Spring
738;Sunglasses;Accessories;M;Teal;Spring
739;Sunglasses;Accessories;L;Orange;Winter
740;Shorts;Clothing;S;Purple;Summer
741;Jeans;Clothing;M;Orange;Summer
742;T-shirt;Clothing;XL;Yellow;Summer
743;Pants;Clothing;M;Charcoal;Summer
744;Sunglasses;Accessories;L;Gray;Fall
745;Boots;Footwear;S;Charcoal;Spring
746;T-shirt;Clothing;L;Orange;Fall
747;Sandals;Footwear;M;Red;Winter
748;Shorts;Clothing;L;Gold;Spring
749;Hat;Accessories;L;Brown;Fall
750;Scarf;Accessories;M;Olive;Winter
751;T-shirt;Clothing;L;Violet;Fall
752;Gloves;Accessories;L;Indigo;Fall
753;Scarf;Accessories;L;Yellow;Fall
754;Boots;Footwear;M;Teal;Fall
755;Gloves;Accessories;L;Pink;Spring
756;Coat;Outerwear;M;Violet;Spring
757;Belt;Accessories;S;Orange;Summer
758;Hoodie;Clothing;M;Red;Fall
759;Shoes;Footwear;L;Peach;Summer
760;Dress;Clothing;XL;Green;Winter
761;Gloves;Accessories;XL;Violet;Fall
762;Jewelry;Accessories;L;Yellow;Fall
763;Belt;Accessories;M;Pink;Fall
764;Sweater;Clothing;M;Brown;Spring
765;Skirt;Clothing;XL;Silver;Fall
766;Sneakers;Footwear;M;Pink;Summer
767;Gloves;Accessories;M;Cyan;Winter
768;Coat;Outerwear;M;Brown;Fall
769;Backpack;Accessories;XL;Red;Spring
770;Socks;Clothing;M;Silver;Spring
771;Sneakers;Footwear;M;Gray;Spring
772;Sweater;Clothing;L;Cyan;Fall
773;Jeans;Clothing;L;Teal;Fall
774;Hat;Accessories;L;Indigo;Winter
775;Hat;Accessories;M;Yellow;Summer
776;Handbag;Accessories;S;Gold;Winter
777;Shirt;Clothing;M;Maroon;Spring
778;Socks;Clothing;XL;Silver;Spring
779;Socks;Clothing;M;Yellow;Summer
780;Dress;Clothing;M;Blue;Spring
781;Shoes;Footwear;M;Turquoise;Spring
782;Scarf;Accessories;L;Indigo;Winter
783;Hoodie;Clothing;M;Green;Summer
784;T-shirt;Clothing;L;Purple;Winter
785;Jeans;Clothing;M;Peach;Winter
786;Shorts;Clothing;S;Purple;Spring
787;Hat;Accessories;S;Teal;Winter
788;Handbag;Accessories;S;Green;Spring
789;Pants;Clothing;XL;Yellow;Summer
790;Handbag;Accessories;S;Purple;Fall
791;Sweater;Clothing;M;Indigo;Summer
792;Scarf;Accessories;S;Magenta;Summer
793;Sneakers;Footwear;M;Violet;Spring
794;Pants;Clothing;L;Maroon;Summer
795;Backpack;Accessories;XL;Yellow;Winter
796;Sandals;Footwear;M;Beige;Summer
797;Socks;Clothing;XL;Black;Fall
798;Coat;Outerwear;M;Violet;Fall
799;Socks;Clothing;M;Violet;Spring
800;Belt;Accessories;L;Brown;Summer
801;Socks;Clothing;S;Gold;Summer
802;Belt;Accessories;L;Blue;Fall
803;Pants;Clothing;M;Teal;Winter
804;Shorts;Clothing;L;Silver;Winter
805;Boots;Footwear;M;Maroon;Summer
806;Dress;Clothing;L;White;Summer
807;Jeans;Clothing;L;Charcoal;Summer
808;T-shirt;Clothing;S;Brown;Winter
809;Shoes;Footwear;L;Lavender;Fall
810;Boots;Footwear;M;Violet;Fall
811;Scarf;Accessories;S;Lavender;Fall
812;Sneakers;Footwear;M;Green;Winter
813;Boots;Footwear;M;Olive;Summer
814;Handbag;Accessories;S;Olive;Summer
815;Shirt;Clothing;M;Pink;Winter
816;Hat;Accessories;L;Teal;Spring
817;Sweater;Clothing;L;Cyan;Summer
818;Handbag;Accessories;S;Gray;Spring
819;Shirt;Clothing;M;Peach;Winter
820;Sunglasses;Accessories;S;Teal;Winter
821;Sneakers;Footwear;M;Turquoise;Spring
822;Hoodie;Clothing;M;Green;Spring
823;Shirt;Clothing;L;Magenta;Winter
824;Sunglasses;Accessories;M;Green;Winter
825;Blouse;Clothing;M;White;Spring
826;Belt;Accessories;XL;Brown;Fall
827;Dress;Clothing;M;Purple;Winter
828;Shoes;Footwear;S;Green;Fall
829;Socks;Clothing;M;Peach;Fall
830;Socks;Clothing;S;Silver;Spring
831;Shorts;Clothing;M;Maroon;Fall
832;Gloves;Accessories;M;Red;Summer
833;Jacket;Outerwear;L;Blue;Fall
834;Handbag;Accessories;M;Purple;Fall
835;Backpack;Accessories;M;Indigo;Summer
836;Boots;Footwear;L;Indigo;Summer
837;Gloves;Accessories;L;Violet;Winter
838;Hoodie;Clothing;L;Brown;Spring
839;Coat;Outerwear;M;Gray;Spring
840;Shirt;Clothing;L;Teal;Spring
841;Shirt;Clothing;L;Teal;Summer
842;Sweater;Clothing;M;Beige;Summer
843;Shirt;Clothing;M;Violet;Spring
844;Hoodie;Clothing;S;Beige;Summer
845;Sandals;Footwear;L;Purple;Winter
846;Belt;Accessories;XL;Charcoal;Winter
847;Boots;Footwear;M;Pink;Spring
848;Hoodie;Clothing;L;Blue;Fall
849;Sandals;Footwear;M;Lavender;Fall
850;Jeans;Clothing;S;Charcoal;Spring
851;Shoes;Footwear;L;Turquoise;Winter
852;Sandals;Footwear;M;Red;Summer
853;Dress;Clothing;L;Yellow;Spring
854;Hat;Accessories;L;Orange;Winter
855;Pants;Clothing;L;Blue;Spring
856;Socks;Clothing;L;Gold;Spring
857;Shirt;Clothing;M;Gold;Summer
858;Shorts;Clothing;L;Cyan;Fall
859;Jacket;Outerwear;L;Olive;Fall
860;Hoodie;Clothing;M;Teal;Winter
861;Shoes;Footwear;M;Maroon;Spring
862;Skirt;Clothing;XL;Green;Spring
863;Coat;Outerwear;M;Charcoal;Winter
864;Sneakers;Footwear;M;Cyan;Summer
865;Jeans;Clothing;S;Charcoal;Winter
866;Blouse;Clothing;L;Charcoal;Winter
867;Sunglasses;Accessories;M;Lavender;Summer
868;Jacket;Outerwear;M;Turquoise;Spring
869;Dress;Clothing;M;Green;Summer
870;Hat;Accessories;M;Silver;Spring
871;Hoodie;Clothing;M;Blue;Fall
872;Handbag;Accessories;M;Charcoal;Spring
873;Jeans;Clothing;M;Pink;Spring
874;Boots;Footwear;M;Pink;Summer
875;Jacket;Outerwear;M;Magenta;Fall
876;Sandals;Footwear;L;Gray;Summer
877;Belt;Accessories;L;Gray;Summer
878;Handbag;Accessories;M;Orange;Winter
879;Sunglasses;Accessories;S;Black;Summer
880;Skirt;Clothing;S;Lavender;Spring
881;Backpack;Accessories;L;Red;Spring
882;Sandals;Footwear;M;Silver;Summer
883;Boots;Footwear;M;Cyan;Fall
884;Sneakers;Footwear;S;Gold;Fall
885;Skirt;Clothing;L;Yellow;Winter
886;Dress;Clothing;L;Purple;Fall
887;Shorts;Clothing;S;Brown;Summer
888;Handbag;Accessories;L;Turquoise;Winter
889;Scarf;Accessories;S;Gold;Spring
890;Belt;Accessories;S;Olive;Fall
891;Gloves;Accessories;S;Purple;Spring
892;Skirt;Clothing;S;Lavender;Summer
893;Shorts;Clothing;L;Gray;Summer
894;Backpack;Accessories;M;Red;Spring
895;Hoodie;Clothing;L;Purple;Spring
896;Hat;Accessories;XL;Olive;Spring
897;Jewelry;Accessories;M;Lavender;Spring
898;Shirt;Clothing;M;Gray;Spring
899;Belt;Accessories;L;Red;Spring
900;Sweater;Clothing;M;Peach;Summer
901;Hat;Accessories;L;Gray;Fall
902;Scarf;Accessories;L;Violet;Summer
903;Hat;Accessories;M;Beige;Summer
904;Jacket;Outerwear;M;Blue;Winter
905;T-shirt;Clothing;L;Magenta;Spring
906;Dress;Clothing;S;Cyan;Spring
907;Pants;Clothing;M;Red;Spring
908;Sweater;Clothing;L;Cyan;Winter
909;Sunglasses;Accessories;M;Turquoise;Winter
910;Belt;Accessories;L;Silver;Fall
911;Hoodie;Clothing;S;Pink;Spring
912;Pants;Clothing;M;Black;Winter
913;Hoodie;Clothing;M;Green;Winter
914;Sneakers;Footwear;M;Yellow;Fall
915;Dress;Clothing;L;Purple;Summer
916;Dress;Clothing;L;Purple;Winter
917;Jeans;Clothing;S;Blue;Spring
918;Sweater;Clothing;M;Maroon;Spring
919;Shorts;Clothing;M;Orange;Spring
920;Shirt;Clothing;L;Green;Winter
921;Belt;Accessories;XL;Gold;Summer
922;Coat;Outerwear;L;Silver;Summer
923;Sneakers;Footwear;M;Cyan;Fall
924;Shirt;Clothing;M;Silver;Spring
925;Socks;Clothing;XL;Beige;Winter
926;Jeans;Clothing;L;Teal;Winter
927;Jeans;Clothing;XL;Green;Spring
928;Sneakers;Footwear;L;Black;Summer
929;Dress;Clothing;XL;Yellow;Winter
930;Boots;Footwear;M;White;Fall
931;T-shirt;Clothing;L;Green;Fall
932;Coat;Outerwear;M;Silver;Winter
933;Skirt;Clothing;L;Blue;Winter
934;Sneakers;Footwear;M;Magenta;Spring
935;Jeans;Clothing;S;Yellow;Spring
936;Hoodie;Clothing;L;White;Fall
937;Shoes;Footwear;M;Pink;Summer
938;Shorts;Clothing;M;Magenta;Summer
939;Blouse;Clothing;S;Teal;Fall
940;T-shirt;Clothing;L;Indigo;Winter
941;Belt;Accessories;S;Maroon;Spring
942;Handbag;Accessories;L;Black;Winter
943;Dress;Clothing;M;Cyan;Winter
944;Hat;Accessories;L;Cyan;Winter
945;Belt;Accessories;S;Gray;Spring
946;Boots;Footwear;M;Violet;Summer
947;Coat;Outerwear;XL;Blue;Spring
948;Blouse;Clothing;M;Charcoal;Winter
949;Hat;Accessories;L;Olive;Summer
950;Jeans;Clothing;M;Olive;Summer
951;Backpack;Accessories;XL;Turquoise;Winter
952;Dress;Clothing;M;Cyan;Summer
953;Hat;Accessories;S;Red;Fall
954;Sunglasses;Accessories;S;Cyan;Spring
955;Hat;Accessories;S;Turquoise;Fall
956;Dress;Clothing;L;Lavender;Summer
957;Shirt;Clothing;XL;Cyan;Spring
958;Scarf;Accessories;XL;Violet;Spring
959;Sneakers;Footwear;XL;Beige;Winter
960;Skirt;Clothing;M;Cyan;Spring
961;Jewelry;Accessories;XL;Indigo;Spring
962;Boots;Footwear;L;Olive;Fall
963;Sunglasses;Accessories;L;Green;Spring
964;Boots;Footwear;L;Green;Spring
965;Sandals;Footwear;M;Beige;Spring
966;Boots;Footwear;L;Black;Spring
967;Dress;Clothing;M;Brown;Spring
968;Hoodie;Clothing;S;Silver;Summer
969;Shorts;Clothing;L;Gray;Summer
970;Coat;Outerwear;S;Pink;Fall
971;Jeans;Clothing;S;Maroon;Winter
972;Sunglasses;Accessories;M;Cyan;Summer
973;Sneakers;Footwear;L;Gold;Winter
974;Jacket;Outerwear;M;Teal;Fall
975;Skirt;Clothing;M;Beige;Spring
976;Sweater;Clothing;M;Olive;Summer
977;T-shirt;Clothing;M;Gray;Fall
978;Belt;Accessories;M;Black;Spring
979;Gloves;Accessories;M;Turquoise;Summer
980;Hat;Accessories;S;Brown;Fall
981;Boots;Footwear;S;Magenta;Spring
982;Belt;Accessories;M;Silver;Spring
983;Coat;Outerwear;S;Red;Summer
984;Hat;Accessories;L;Indigo;Winter
985;Shoes;Footwear;M;Green;Summer
986;Handbag;Accessories;M;Gray;Fall
987;Scarf;Accessories;S;Peach;Spring
988;Handbag;Accessories;M;Charcoal;Summer
989;Pants;Clothing;M;Orange;Winter
990;Shoes;Footwear;M;Beige;Spring
991;Sunglasses;Accessories;S;Yellow;Spring
992;Shorts;Clothing;XL;White;Spring
993;Jacket;Outerwear;M;Gray;Winter
994;Sandals;Footwear;M;Peach;Winter
995;Shoes;Footwear;L;Violet;Fall
996;Jewelry;Accessories;M;Magenta;Spring
997;Sandals;Footwear;L;Maroon;Summer
998;Pants;Clothing;M;Cyan;Spring
999;Shoes;Footwear;M;White;Spring
1000;Socks;Clothing;L;Brown;Spring
1001;Socks;Clothing;M;Red;Winter
1002;Dress;Clothing;M;Orange;Fall
1003;Shoes;Footwear;M;White;Spring
1004;Hat;Accessories;M;Green;Fall
1005;Backpack;Accessories;M;Black;Summer
1006;Backpack;Accessories;M;Gold;Winter
1007;Pants;Clothing;S;Lavender;Summer
624;Shoes;Footwear;M;White;Fall
1008;Gloves;Accessories;XL;Turquoise;Spring
1009;Scarf;Accessories;M;Pink;Spring
1010;Hoodie;Clothing;M;Silver;Summer
1011;Jeans;Clothing;XL;Gray;Spring
1012;Backpack;Accessories;L;Indigo;Spring
1013;Sandals;Footwear;L;Teal;Summer
1014;Belt;Accessories;XL;Green;Summer
1015;Shoes;Footwear;M;Violet;Summer
1016;Gloves;Accessories;M;Cyan;Summer
1017;Belt;Accessories;XL;Blue;Summer
1018;Jacket;Outerwear;L;Orange;Fall
1019;Dress;Clothing;XL;Charcoal;Spring
1020;Shirt;Clothing;S;Beige;Winter
1021;Scarf;Accessories;M;Black;Fall
1022;Coat;Outerwear;S;Lavender;Winter
1023;Handbag;Accessories;M;Lavender;Winter
1024;Sunglasses;Accessories;S;Turquoise;Winter
1025;T-shirt;Clothing;M;Purple;Summer
1026;Shirt;Clothing;M;Olive;Winter
1027;Handbag;Accessories;L;Turquoise;Winter
1028;Jewelry;Accessories;L;Teal;Summer
1029;Hoodie;Clothing;S;Lavender;Summer
1030;Gloves;Accessories;M;Purple;Spring
1031;Coat;Outerwear;L;Blue;Winter
1032;Sandals;Footwear;M;Teal;Spring
1033;Boots;Footwear;M;Lavender;Fall
1034;Pants;Clothing;S;Silver;Spring
1035;Socks;Clothing;M;Olive;Fall
1036;Blouse;Clothing;M;Brown;Fall
1037;Handbag;Accessories;M;Yellow;Fall
1038;Jewelry;Accessories;XL;Brown;Spring
1039;Pants;Clothing;XL;Cyan;Fall
1040;Belt;Accessories;M;Magenta;Fall
1041;Jeans;Clothing;S;Magenta;Fall
1042;Shirt;Clothing;M;Orange;Summer
1043;Belt;Accessories;M;Maroon;Spring
1044;Jeans;Clothing;M;Green;Spring
1045;Jeans;Clothing;L;Teal;Summer
1046;Sweater;Clothing;L;Black;Fall
1047;Sneakers;Footwear;M;Magenta;Winter
1048;Socks;Clothing;S;Olive;Fall
1049;Socks;Clothing;L;Yellow;Fall
1050;Sunglasses;Accessories;S;Purple;Fall
1051;Sneakers;Footwear;M;Beige;Winter
1052;Socks;Clothing;M;Indigo;Fall
1053;Shoes;Footwear;XL;Pink;Fall
1054;Blouse;Clothing;M;Blue;Spring
1055;Shorts;Clothing;L;Cyan;Winter
1056;Jacket;Outerwear;M;Orange;Spring
1057;Sweater;Clothing;L;Black;Winter
1058;Jacket;Outerwear;S;Maroon;Spring
1059;Scarf;Accessories;L;Violet;Summer
1060;Jacket;Outerwear;M;Beige;Winter
1061;Sweater;Clothing;S;Gray;Summer
1062;Coat;Outerwear;M;Gray;Summer
1063;Boots;Footwear;M;Brown;Fall
1064;Hoodie;Clothing;S;Indigo;Summer
1065;Hat;Accessories;M;Violet;Spring
1066;T-shirt;Clothing;XL;Blue;Spring
1067;Coat;Outerwear;M;Red;Winter
1068;Dress;Clothing;S;Peach;Summer
1069;Shirt;Clothing;M;Olive;Fall
1070;Skirt;Clothing;XL;White;Fall
1071;Jewelry;Accessories;M;Magenta;Summer
1072;Hat;Accessories;M;Beige;Summer
1073;Shorts;Clothing;L;Gold;Fall
1074;Scarf;Accessories;XL;Purple;Spring
1075;Jewelry;Accessories;S;White;Fall
1076;Sunglasses;Accessories;L;Indigo;Summer
1077;Coat;Outerwear;L;Charcoal;Spring
1078;Jacket;Outerwear;M;Pink;Winter
1079;Sweater;Clothing;M;Silver;Fall
1080;Coat;Outerwear;S;Blue;Summer
1081;Scarf;Accessories;L;Blue;Fall
1082;Belt;Accessories;XL;Brown;Spring
1083;Hat;Accessories;XL;Cyan;Winter
1084;Backpack;Accessories;L;Teal;Summer
1085;T-shirt;Clothing;S;Purple;Fall
1086;Jewelry;Accessories;M;Turquoise;Winter
1087;Sunglasses;Accessories;M;Olive;Winter
1088;Jeans;Clothing;S;White;Winter
1089;Pants;Clothing;M;Turquoise;Winter
1090;Backpack;Accessories;M;Silver;Spring
1091;Scarf;Accessories;M;Violet;Spring
1092;Sweater;Clothing;L;Lavender;Spring
1093;Jewelry;Accessories;L;Magenta;Spring
1094;Sneakers;Footwear;S;Indigo;Winter
1095;Jewelry;Accessories;M;Black;Winter
1096;Coat;Outerwear;S;Peach;Summer
1097;Coat;Outerwear;S;Beige;Fall
1098;Sunglasses;Accessories;M;Black;Summer
1099;Handbag;Accessories;S;Turquoise;Spring
1100;Sweater;Clothing;M;Peach;Fall
1101;Pants;Clothing;L;Gold;Spring
1102;Gloves;Accessories;XL;Silver;Fall
1103;Sweater;Clothing;M;Peach;Fall
1104;Hoodie;Clothing;S;Charcoal;Spring
1105;Hat;Accessories;M;Beige;Fall
1106;T-shirt;Clothing;S;Olive;Spring
1107;Skirt;Clothing;L;Violet;Winter
1108;Sneakers;Footwear;M;Peach;Fall
1109;Shorts;Clothing;M;Teal;Fall
1110;Hoodie;Clothing;L;Violet;Winter
1111;Hoodie;Clothing;L;Cyan;Fall
1112;Shoes;Footwear;S;Olive;Summer
1113;Hoodie;Clothing;XL;Pink;Spring
1114;Sunglasses;Accessories;M;Purple;Summer
1115;Skirt;Clothing;L;Violet;Fall
1116;Hat;Accessories;S;Peach;Fall
1117;Backpack;Accessories;M;Charcoal;Winter
1118;Sunglasses;Accessories;L;Lavender;Spring
1119;Belt;Accessories;M;Purple;Summer
1120;Jewelry;Accessories;M;Indigo;Spring
1121;Sneakers;Footwear;M;Magenta;Winter
1122;T-shirt;Clothing;XL;Peach;Fall
1123;Handbag;Accessories;S;Charcoal;Spring
1124;Hat;Accessories;S;Purple;Fall
1125;Sweater;Clothing;M;Orange;Spring
1126;Sandals;Footwear;M;Lavender;Summer
1127;Scarf;Accessories;L;Beige;Winter
1128;Shirt;Clothing;XL;Maroon;Spring
1129;Gloves;Accessories;L;Charcoal;Winter
1130;Hoodie;Clothing;XL;White;Winter
1131;Jewelry;Accessories;M;Lavender;Summer
1132;Shirt;Clothing;M;Black;Spring
1133;Hoodie;Clothing;S;Teal;Spring
1134;Shoes;Footwear;XL;Magenta;Winter
1135;T-shirt;Clothing;M;Brown;Summer
1136;Skirt;Clothing;L;Peach;Winter
1137;Handbag;Accessories;S;Cyan;Summer
1138;Shirt;Clothing;XL;Pink;Winter
1139;Pants;Clothing;M;Purple;Summer
1140;Coat;Outerwear;L;Purple;Spring
1141;Jeans;Clothing;M;White;Winter
1142;Gloves;Accessories;S;Silver;Winter
1143;T-shirt;Clothing;L;Green;Spring
1144;Boots;Footwear;L;Teal;Winter
1145;Jeans;Clothing;S;Indigo;Fall
1146;Sneakers;Footwear;L;Pink;Summer
1147;Sneakers;Footwear;M;Indigo;Summer
1148;Hat;Accessories;XL;Red;Winter
1149;Pants;Clothing;M;Violet;Spring
1150;Jewelry;Accessories;L;Cyan;Spring
1151;Jewelry;Accessories;S;Red;Winter
1152;Blouse;Clothing;M;Gray;Spring
1153;Handbag;Accessories;M;Gold;Fall
1154;Shirt;Clothing;M;Pink;Summer
1155;Dress;Clothing;L;Cyan;Spring
1156;T-shirt;Clothing;S;Red;Fall
1157;Shoes;Footwear;M;Gold;Summer
1158;Belt;Accessories;M;Charcoal;Fall
1159;Belt;Accessories;L;Orange;Summer
1160;Handbag;Accessories;L;Blue;Fall
1161;Scarf;Accessories;S;Blue;Summer
1162;Shorts;Clothing;S;Orange;Fall
1163;Sandals;Footwear;M;Blue;Winter
1164;Pants;Clothing;L;White;Summer
1165;Dress;Clothing;M;Green;Winter
1166;T-shirt;Clothing;M;Silver;Winter
1167;Dress;Clothing;S;Lavender;Winter
1168;Socks;Clothing;XL;Beige;Summer
1169;Scarf;Accessories;L;Violet;Summer
1170;Backpack;Accessories;S;Gray;Fall
1171;Skirt;Clothing;S;Red;Spring
1172;Socks;Clothing;M;Lavender;Spring
1173;Coat;Outerwear;L;Peach;Spring
1174;Jewelry;Accessories;M;Indigo;Winter
1175;Backpack;Accessories;M;Black;Winter
1176;Belt;Accessories;M;Beige;Spring
1177;Dress;Clothing;M;Red;Winter
1178;Skirt;Clothing;M;Black;Spring
1179;Dress;Clothing;M;Teal;Spring
1180;T-shirt;Clothing;M;Blue;Summer
1181;Skirt;Clothing;S;Beige;Spring
1182;Shorts;Clothing;L;Teal;Summer
1183;Jewelry;Accessories;M;Maroon;Spring
1184;Pants;Clothing;M;Yellow;Spring
1185;Belt;Accessories;S;Indigo;Fall
1186;Jeans;Clothing;M;Magenta;Spring
1187;Jeans;Clothing;M;Beige;Summer
1188;Hat;Accessories;L;Maroon;Fall
1189;Blouse;Clothing;M;Magenta;Summer
1190;Shirt;Clothing;XL;Teal;Summer
1191;Shirt;Clothing;M;Orange;Winter
1192;T-shirt;Clothing;L;Charcoal;Winter
1193;Coat;Outerwear;M;Turquoise;Summer
1194;Jacket;Outerwear;L;Pink;Fall
1195;Hoodie;Clothing;S;Teal;Winter
1196;Scarf;Accessories;M;White;Winter
1197;Belt;Accessories;M;Maroon;Winter
1198;Sneakers;Footwear;L;Violet;Fall
1199;Socks;Clothing;M;Brown;Summer
1200;Sandals;Footwear;M;Indigo;Fall
1201;Coat;Outerwear;XL;Black;Winter
1202;Shoes;Footwear;XL;Black;Summer
1203;Scarf;Accessories;S;Olive;Spring
1204;Sneakers;Footwear;M;Orange;Winter
1205;Belt;Accessories;M;Pink;Spring
1206;Handbag;Accessories;M;Olive;Spring
1207;Handbag;Accessories;S;Cyan;Fall
1208;Boots;Footwear;M;White;Summer
1209;Boots;Footwear;S;Red;Winter
1210;Pants;Clothing;M;Blue;Winter
1211;Sunglasses;Accessories;M;Olive;Fall
1212;Hoodie;Clothing;M;Green;Spring
1213;Shoes;Footwear;M;Yellow;Summer
1214;Handbag;Accessories;XL;Black;Spring
1215;Jacket;Outerwear;M;Blue;Fall
1216;Blouse;Clothing;L;Pink;Winter
1217;Pants;Clothing;XL;Lavender;Summer
1218;Boots;Footwear;XL;Cyan;Fall
1219;Boots;Footwear;M;Cyan;Spring
1220;Sweater;Clothing;M;Gold;Winter
1221;Gloves;Accessories;M;Green;Winter
1222;Socks;Clothing;M;Red;Winter
1223;Jeans;Clothing;L;Magenta;Fall
1224;Pants;Clothing;L;Red;Winter
1225;Shorts;Clothing;M;Yellow;Summer
1226;Gloves;Accessories;S;Turquoise;Fall
1227;Sandals;Footwear;S;Cyan;Fall
1228;Blouse;Clothing;L;Yellow;Spring
1229;Jacket;Outerwear;S;Yellow;Winter
1230;Jewelry;Accessories;XL;Maroon;Winter
1231;Hat;Accessories;L;Brown;Spring
1232;Socks;Clothing;M;Gold;Spring
1233;Handbag;Accessories;M;Charcoal;Summer
1234;Pants;Clothing;L;Beige;Winter
1235;Gloves;Accessories;M;Indigo;Fall
