Transaction_ID;Purchase_Amount__USD_;Payment_Method;Review_Rating
746; $35.00 ;Bank Transfer;3.2
747; $66.00 ;PayPal;5.0
748; $75.00 ;Bank Transfer;4.7
749; $95.00 ;PayPal;5.0
750; $50.00 ;Cash;2.6
751; $45.00 ;Bank Transfer;4.4
752; $29.00 ;Bank Transfer;2.9
753; $75.00 ;PayPal;3.5
754; $27.00 ;Cash;3.3
755; $53.00 ;PayPal;4.1
756; $26.00 ;Credit Card;3.3
757; $72.00 ;Venmo;3.7
758; $91.00 ;PayPal;2.5
759; $56.00 ;Bank Transfer;4.3
760; $75.00 ;Cash;3.6
761; $45.00 ;Credit Card;2.9
762; $36.00 ;Venmo;3.0
763; $69.00 ;PayPal;3.7
764; $24.00 ;Cash;3.4
765; $56.00 ;PayPal;3.0
766; $43.00 ;PayPal;4.0
767; $45.00 ;Debit Card;2.7
768; $87.00 ;Debit Card;3.7
769; $44.00 ;Venmo;3.8
770; $39.00 ;Venmo;4.5
771; $38.00 ;Credit Card;4.8
772; $96.00 ;Cash;4.0
773; $53.00 ;Credit Card;3.1
774; $68.00 ;PayPal;4.4
775; $27.00 ;Credit Card;4.7
776; $77.00 ;Debit Card;4.5
777; $73.00 ;Cash;3.4
778; $50.00 ;Debit Card;2.8
779; $35.00 ;Debit Card;4.2
780; $44.00 ;Credit Card;4.8
781; $63.00 ;Bank Transfer;4.8
782; $36.00 ;Bank Transfer;4.0
783; $54.00 ;Venmo;5.0
784; $90.00 ;Cash;2.5
785; $23.00 ;Venmo;3.6
786; $94.00 ;Venmo;4.9
787; $72.00 ;PayPal;3.3
788; $66.00 ;Venmo;4.4
789; $90.00 ;PayPal;3.9
790; $84.00 ;Cash;3.7
791; $44.00 ;Debit Card;4.8
792; $93.00 ;Bank Transfer;2.5
793; $53.00 ;Debit Card;4.5
794; $63.00 ;Debit Card;2.6
795; $70.00 ;Bank Transfer;4.6
796; $34.00 ;PayPal;4.2
797; $99.00 ;PayPal;4.6
798; $25.00 ;Debit Card;3.3
799; $88.00 ;Credit Card;4.8
800; $95.00 ;PayPal;4.7
801; $97.00 ;Bank Transfer;4.2
802; $68.00 ;Venmo;5.0
803; $95.00 ;Cash;5.0
804; $47.00 ;Venmo;3.2
805; $96.00 ;Credit Card;4.9
806; $38.00 ;Venmo;4.5
807; $24.00 ;Venmo;3.3
808; $46.00 ;Venmo;3.9
809; $84.00 ;Venmo;4.0
810; $52.00 ;Venmo;3.6
811; $55.00 ;PayPal;3.7
812; $80.00 ;Cash;4.5
813; $44.00 ;Venmo;3.9
814; $33.00 ;Credit Card;4.2
815; $85.00 ;Venmo;3.2
816; $77.00 ;Bank Transfer;4.2
817; $38.00 ;Debit Card;2.9
818; $32.00 ;Cash;4.1
819; $45.00 ;Venmo;4.1
820; $96.00 ;Venmo;3.2
821; $64.00 ;Debit Card;3.9
822; $33.00 ;Debit Card;4.4
823; $39.00 ;Cash;3.6
824; $69.00 ;Credit Card;3.8
825; $23.00 ;Venmo;4.9
826; $97.00 ;Credit Card;2.6
827; $58.00 ;Venmo;3.5
828; $51.00 ;Credit Card;4.5
829; $36.00 ;Cash;3.2
830; $29.00 ;Bank Transfer;3.6
831; $41.00 ;Venmo;4.3
832; $64.00 ;Bank Transfer;3.4
833; $99.00 ;Venmo;3.5
834; $83.00 ;Credit Card;3.3
835; $23.00 ;Debit Card;4.6
836; $25.00 ;Credit Card;2.8
837; $73.00 ;Venmo;3.5
838; $72.00 ;Debit Card;3.6
839; $60.00 ;Bank Transfer;3.5
840; $71.00 ;PayPal;4.8
841; $66.00 ;Credit Card;3.7
842; $20.00 ;Venmo;2.7
843; $79.00 ;Venmo;4.0
844; $91.00 ;Cash;4.7
845; $48.00 ;PayPal;3.7
846; $34.00 ;Debit Card;3.8
847; $20.00 ;Credit Card;4.7
848; $32.00 ;PayPal;4.5
849; $60.00 ;Bank Transfer;3.0
850; $65.00 ;Credit Card;2.6
851; $58.00 ;Venmo;4.2
852; $61.00 ;Debit Card;4.0
853; $82.00 ;Credit Card;4.5
854; $53.00 ;Cash;3.3
855; $59.00 ;PayPal;3.9
856; $79.00 ;Debit Card;4.8
857; $79.00 ;Cash;4.7
858; $33.00 ;Cash;4.5
859; $89.00 ;Credit Card;3.5
860; $39.00 ;Cash;2.6
861; $51.00 ;Debit Card;4.0
862; $35.00 ;Venmo;4.1
863; $75.00 ;Venmo;4.8
864; $68.00 ;Cash;3.2
865; $89.00 ;Cash;3.2
866; $54.00 ;Cash;4.6
867; $44.00 ;Venmo;2.9
868; $22.00 ;Debit Card;2.5
869; $98.00 ;Credit Card;3.0
870; $80.00 ;Bank Transfer;3.9
871; $84.00 ;Cash;4.5
872; $76.00 ;PayPal;3.4
873; $69.00 ;Debit Card;3.1
874; $41.00 ;Venmo;2.6
875; $30.00 ;PayPal;4.7
876; $53.00 ;Cash;3.5
877; $61.00 ;Debit Card;4.8
878; $98.00 ;Credit Card;5.0
879; $58.00 ;Debit Card;4.0
880; $34.00 ;Debit Card;4.7
881; $34.00 ;Credit Card;3.4
882; $99.00 ;Debit Card;4.3
883; $34.00 ;Cash;3.9
884; $58.00 ;Debit Card;4.9
885; $92.00 ;Venmo;4.2
886; $81.00 ;Bank Transfer;4.7
887; $78.00 ;Venmo;3.1
888; $93.00 ;Venmo;4.1
889; $23.00 ;Bank Transfer;4.4
890; $26.00 ;Credit Card;3.1
891; $80.00 ;PayPal;2.9
892; $62.00 ;Venmo;3.1
893; $92.00 ;Credit Card;4.4
894; $40.00 ;Bank Transfer;3.1
895; $41.00 ;Debit Card;2.5
896; $66.00 ;PayPal;2.8
897; $29.00 ;Debit Card;4.0
898; $56.00 ;Venmo;3.2
899; $72.00 ;PayPal;4.4
900; $94.00 ;Bank Transfer;3.5
901; $27.00 ;Venmo;4.9
902; $72.00 ;Venmo;5.0
903; $75.00 ;PayPal;3.3
904; $32.00 ;Cash;3.7
905; $43.00 ;Cash;3.4
906; $55.00 ;Debit Card;4.2
907; $67.00 ;PayPal;3.6
908; $93.00 ;Cash;4.6
909; $27.00 ;PayPal;3.9
910; $31.00 ;Cash;4.0
911; $20.00 ;Credit Card;2.7
912; $27.00 ;Credit Card;4.7
913; $98.00 ;Venmo;4.2
914; $78.00 ;Bank Transfer;5.0
915; $52.00 ;Venmo;3.1
916; $95.00 ;Credit Card;4.2
917; $66.00 ;Cash;4.2
918; $58.00 ;Cash;4.2
919; $98.00 ;Credit Card;4.6
920; $65.00 ;PayPal;4.6
921; $67.00 ;Cash;5.0
922; $33.00 ;PayPal;3.7
923; $51.00 ;Debit Card;4.5
924; $38.00 ;Credit Card;3.8
925; $89.00 ;Venmo;4.6
926; $90.00 ;Bank Transfer;2.6
927; $94.00 ;Venmo;4.0
928; $82.00 ;Venmo;3.6
929; $55.00 ;Bank Transfer;3.5
930; $76.00 ;Venmo;3.2
931; $71.00 ;Venmo;3.8
932; $43.00 ;Venmo;3.7
933; $77.00 ;PayPal;3.3
934; $77.00 ;PayPal;4.9
935; $58.00 ;PayPal;4.5
936; $67.00 ;Bank Transfer;4.0
937; $22.00 ;Venmo;4.6
938; $76.00 ;Credit Card;3.9
939; $31.00 ;Credit Card;3.0
940; $52.00 ;Credit Card;3.2
941; $96.00 ;Credit Card;4.2
942; $26.00 ;Credit Card;3.0
943; $74.00 ;Cash;3.3
944; $93.00 ;Credit Card;4.1
945; $91.00 ;Bank Transfer;2.5
946; $34.00 ;PayPal;3.2
947; $58.00 ;PayPal;3.0
948; $61.00 ;Credit Card;3.5
949; $77.00 ;Bank Transfer;3.6
950; $82.00 ;PayPal;3.4
951; $78.00 ;PayPal;2.5
952; $70.00 ;Credit Card;4.2
953; $89.00 ;PayPal;3.8
954; $91.00 ;PayPal;2.8
955; $47.00 ;Debit Card;3.7
956; $32.00 ;PayPal;3.1
957; $77.00 ;Cash;4.9
958; $23.00 ;Cash;3.6
959; $36.00 ;Venmo;4.7
960; $97.00 ;Debit Card;4.2
961; $22.00 ;PayPal;3.1
962; $80.00 ;PayPal;4.3
963; $50.00 ;PayPal;3.0
964; $68.00 ;Credit Card;4.1
965; $74.00 ;Bank Transfer;3.4
966; $90.00 ;Credit Card;3.6
967; $54.00 ;Cash;2.7
968; $67.00 ;Cash;3.1
969; $40.00 ;Credit Card;3.9
970; $45.00 ;Venmo;4.2
971; $81.00 ;Cash;4.5
972; $29.00 ;Credit Card;3.6
973; $62.00 ;Credit Card;4.1
974; $44.00 ;PayPal;3.3
975; $20.00 ;Debit Card;3.7
976; $39.00 ;Venmo;3.2
977; $51.00 ;PayPal;4.9
978; $20.00 ;Credit Card;3.9
979; $28.00 ;PayPal;3.9
980; $86.00 ;Cash;4.8
981; $61.00 ;Debit Card;4.5
982; $92.00 ;Credit Card;4.6
983; $61.00 ;Venmo;3.9
984; $84.00 ;Cash;3.0
985; $65.00 ;Credit Card;4.9
986; $30.00 ;Cash;2.8
987; $57.00 ;Debit Card;3.1
988; $42.00 ;PayPal;4.1
989; $20.00 ;Cash;4.1
990; $25.00 ;Venmo;4.9
991; $42.00 ;Debit Card;4.4
992; $71.00 ;Bank Transfer;3.3
993; $21.00 ;Venmo;3.9
994; $57.00 ;Debit Card;3.4
995; $77.00 ;Debit Card;4.9
996; $97.00 ;Debit Card;2.8
997; $75.00 ;Venmo;3.4
998; $45.00 ;Bank Transfer;4.8
999; $90.00 ;Venmo;3.9
1000; $62.00 ;Cash;3.6
1001; $32.00 ;Bank Transfer;2.8
1002; $81.00 ;Venmo;3.3
1003; $46.00 ;Cash;4.3
1004; $57.00 ;Debit Card;4.4
1005; $32.00 ;Venmo;3.3
1006; $63.00 ;PayPal;4.6
1007; $64.00 ;Cash;4.0
1008; $40.00 ;Bank Transfer;4.2
1009; $96.00 ;Credit Card;4.8
1010; $79.00 ;Cash;2.8
1011; $33.00 ;Debit Card;3.5
1012; $99.00 ;Bank Transfer;4.0
1013; $85.00 ;Bank Transfer;4.3
1014; $51.00 ;Bank Transfer;2.6
1015; $44.00 ;PayPal;3.3
1016; $40.00 ;Venmo;2.7
1017; $59.00 ;PayPal;4.3
1018; $88.00 ;PayPal;2.5
1019; $43.00 ;PayPal;4.4
1020; $24.00 ;Debit Card;2.7
1021; $40.00 ;Bank Transfer;4.2
1022; $87.00 ;PayPal;2.9
1023; $50.00 ;Debit Card;2.9
1024; $99.00 ;PayPal;3.3
1025; $77.00 ;Cash;4.3
1026; $25.00 ;PayPal;4.8
1027; $85.00 ;Bank Transfer;3.4
1028; $83.00 ;Credit Card;2.9
1029; $30.00 ;Bank Transfer;4.3
1030; $77.00 ;PayPal;3.7
1031; $51.00 ;Debit Card;2.7
1032; $70.00 ;Credit Card;4.4
1033; $27.00 ;Cash;4.5
1034; $89.00 ;Credit Card;4.6
1035; $63.00 ;PayPal;3.1
1036; $87.00 ;Cash;3.1
1037; $72.00 ;Venmo;4.5
1038; $37.00 ;Credit Card;3.2
1039; $73.00 ;Credit Card;4.9
1040; $33.00 ;Cash;4.8
1041; $59.00 ;Debit Card;3.3
1042; $52.00 ;Debit Card;3.6
1043; $42.00 ;PayPal;2.6
1044; $70.00 ;Bank Transfer;4.7
1045; $30.00 ;Debit Card;4.0
1046; $49.00 ;Cash;4.2
1047; $79.00 ;Venmo;4.4
1048; $95.00 ;Cash;3.7
1049; $80.00 ;Debit Card;4.7
1050; $57.00 ;Cash;3.2
1051; $32.00 ;Venmo;4.2
1052; $37.00 ;Debit Card;4.8
1053; $91.00 ;Bank Transfer;3.5
1054; $86.00 ;Bank Transfer;4.2
1055; $33.00 ;PayPal;2.5
1056; $63.00 ;PayPal;3.8
1057; $90.00 ;PayPal;2.6
1058; $93.00 ;Credit Card;2.7
1059; $96.00 ;Bank Transfer;2.7
1060; $82.00 ;PayPal;4.1
1061; $29.00 ;PayPal;3.6
1062; $23.00 ;Bank Transfer;4.1
1063; $55.00 ;Venmo;4.8
1064; $25.00 ;Debit Card;3.0
1065; $32.00 ;Cash;2.6
1066; $99.00 ;Cash;4.8
1067; $77.00 ;Cash;4.2
1068; $81.00 ;Bank Transfer;3.4
1069; $67.00 ;Bank Transfer;3.8
1070; $37.00 ;Debit Card;3.7
1071; $77.00 ;PayPal;3.8
1072; $72.00 ;Bank Transfer;4.5
1073; $90.00 ;Debit Card;4.2
1074; $86.00 ;Cash;2.8
1075; $56.00 ;Venmo;3.3
1076; $75.00 ;Debit Card;4.0
1077; $86.00 ;Credit Card;2.7
1078; $67.00 ;Bank Transfer;4.3
1079; $22.00 ;Venmo;3.0
1080; $100.00 ;PayPal;2.9
1081; $92.00 ;Bank Transfer;4.4
1082; $55.00 ;Cash;2.9
1083; $94.00 ;Cash;3.8
1084; $79.00 ;Venmo;3.7
1085; $93.00 ;Venmo;3.8
1086; $25.00 ;Bank Transfer;2.9
1087; $76.00 ;Venmo;4.4
1088; $53.00 ;Cash;4.4
1089; $40.00 ;PayPal;3.2
1090; $70.00 ;Debit Card;4.1
1091; $39.00 ;Venmo;4.6
1092; $65.00 ;PayPal;3.9
1093; $64.00 ;Bank Transfer;2.8
1094; $96.00 ;Bank Transfer;3.3
1095; $44.00 ;Cash;3.1
1096; $53.00 ;Bank Transfer;3.4
1097; $27.00 ;Bank Transfer;2.6
1098; $24.00 ;Bank Transfer;3.3
1099; $20.00 ;Bank Transfer;3.6
1100; $37.00 ;Bank Transfer;3.2
1101; $63.00 ;PayPal;4.3
1102; $53.00 ;Cash;2.5
1103; $53.00 ;Venmo;4.8
1104; $29.00 ;Cash;2.8
1105; $71.00 ;PayPal;4.2
1106; $32.00 ;Venmo;4.1
1107; $81.00 ;Bank Transfer;4.3
1108; $22.00 ;Cash;3.5
1109; $44.00 ;Cash;3.5
1110; $23.00 ;Cash;4.4
1111; $53.00 ;PayPal;5.0
1112; $82.00 ;PayPal;5.0
1113; $32.00 ;Bank Transfer;4.6
1114; $33.00 ;Venmo;4.1
1115; $26.00 ;Cash;4.2
1116; $100.00 ;Debit Card;4.4
1117; $39.00 ;Cash;3.4
1118; $51.00 ;Debit Card;4.7
1119; $94.00 ;Cash;4.3
1120; $100.00 ;Bank Transfer;4.1
1121; $94.00 ;Bank Transfer;3.9
1122; $21.00 ;Venmo;2.7
1123; $47.00 ;Venmo;4.8
1124; $45.00 ;Venmo;4.4
1125; $79.00 ;Debit Card;4.6
1126; $30.00 ;Cash;2.8
1127; $41.00 ;Debit Card;3.4
1128; $23.00 ;Credit Card;4.3
1129; $95.00 ;Credit Card;4.0
1130; $27.00 ;PayPal;2.5
1131; $79.00 ;Debit Card;4.7
1132; $33.00 ;Credit Card;2.9
1133; $80.00 ;Credit Card;3.0
1134; $62.00 ;Debit Card;4.8
1135; $23.00 ;Bank Transfer;4.7
1136; $28.00 ;Cash;2.6
1137; $73.00 ;Bank Transfer;3.0
1138; $99.00 ;Venmo;4.0
1139; $41.00 ;Cash;3.2
1140; $30.00 ;Credit Card;3.0
1141; $52.00 ;Credit Card;3.6
1142; $28.00 ;PayPal;4.6
1143; $46.00 ;PayPal;4.3
1144; $81.00 ;Bank Transfer;2.7
1145; $29.00 ;PayPal;4.1
1146; $94.00 ;Credit Card;3.4
1147; $34.00 ;Debit Card;4.0
1148; $27.00 ;Venmo;3.6
1149; $72.00 ;Credit Card;3.3
1150; $95.00 ;PayPal;4.9
1151; $46.00 ;PayPal;4.9
1152; $23.00 ;PayPal;4.2
1153; $47.00 ;Debit Card;4.3
1154; $31.00 ;Credit Card;2.6
1155; $64.00 ;Credit Card;4.2
1156; $90.00 ;Venmo;3.5
1157; $29.00 ;Bank Transfer;3.3
1158; $34.00 ;Bank Transfer;3.1
1159; $59.00 ;Debit Card;2.8
1160; $97.00 ;Cash;4.2
1161; $72.00 ;PayPal;4.9
1162; $50.00 ;Cash;3.4
1163; $61.00 ;Credit Card;4.0
1164; $40.00 ;Cash;4.9
1165; $83.00 ;Credit Card;4.5
1166; $57.00 ;Venmo;3.2
1167; $60.00 ;Cash;3.0
1168; $26.00 ;Debit Card;2.9
1169; $58.00 ;Cash;4.6
1170; $65.00 ;Credit Card;3.5
1171; $88.00 ;PayPal;3.2
1172; $71.00 ;PayPal;3.2
1173; $45.00 ;PayPal;4.6
1174; $39.00 ;Bank Transfer;3.9
1175; $83.00 ;PayPal;2.9
1176; $29.00 ;Venmo;4.6
1177; $74.00 ;Cash;4.1
1178; $62.00 ;Cash;3.8
1179; $100.00 ;Cash;3.5
1180; $36.00 ;PayPal;4.0
1181; $92.00 ;Bank Transfer;3.3
1182; $88.00 ;Venmo;3.5
1183; $63.00 ;Cash;2.6
1184; $66.00 ;Bank Transfer;4.3
1185; $42.00 ;Cash;4.4
1186; $36.00 ;Credit Card;2.6
1187; $22.00 ;Credit Card;3.6
1188; $24.00 ;PayPal;3.6
1189; $86.00 ;PayPal;3.9
1190; $75.00 ;PayPal;5.0
1191; $58.00 ;Bank Transfer;3.2
1192; $82.00 ;PayPal;4.8
1193; $65.00 ;Credit Card;2.9
1194; $45.00 ;Debit Card;3.6
1195; $23.00 ;Venmo;3.7
1196; $46.00 ;Venmo;3.0
1197; $45.00 ;Debit Card;3.4
1198; $21.00 ;Cash;3.3
1199; $78.00 ;Cash;3.4
1200; $49.00 ;Bank Transfer;4.9
1201; $96.00 ;Cash;3.5
1202; $37.00 ;Cash;3.2
1203; $98.00 ;Bank Transfer;3.5
1204; $84.00 ;Cash;3.7
1205; $81.00 ;Bank Transfer;4.7
1206; $58.00 ;Venmo;2.7
1207; $46.00 ;Cash;4.4
1208; $95.00 ;Cash;3.7
1209; $98.00 ;Credit Card;4.2
1210; $43.00 ;Cash;2.7
1211; $35.00 ;Cash;3.8
1212; $90.00 ;Credit Card;4.9
1213; $42.00 ;Cash;3.7
1214; $51.00 ;Venmo;3.1
1215; $32.00 ;PayPal;3.7
1216; $31.00 ;Bank Transfer;3.6
1217; $86.00 ;Cash;4.5
1218; $58.00 ;Bank Transfer;4.2
1219; $23.00 ;Credit Card;3.4
1220; $86.00 ;PayPal;4.8
1221; $21.00 ;Debit Card;4.3
1222; $42.00 ;Credit Card;2.6
1223; $24.00 ;PayPal;3.3
1224; $77.00 ;Cash;4.1
1225; $39.00 ;Credit Card;4.6
1226; $60.00 ;PayPal;2.9
1227; $87.00 ;Venmo;3.6
1228; $31.00 ;Debit Card;4.3
1229; $40.00 ;Debit Card;2.7
1230; $48.00 ;Venmo;3.6
1231; $60.00 ;Debit Card;3.7
1232; $44.00 ;PayPal;3.4
1233; $71.00 ;Credit Card;2.7
1234; $37.00 ;Bank Transfer;4.5
1235; $62.00 ;Credit Card;3.7
1236; $85.00 ;Cash;3.4
1237; $97.00 ;Debit Card;3.7
1238; $46.00 ;Credit Card;3.5
1239; $22.00 ;Bank Transfer;3.3
1240; $88.00 ;Bank Transfer;2.8
1241; $65.00 ;Bank Transfer;3.5
1242; $29.00 ;Venmo;3.4
1243; $96.00 ;PayPal;2.9
1244; $59.00 ;Cash;4.4
1245; $60.00 ;Cash;3.5
1246; $88.00 ;Credit Card;2.7
1247; $52.00 ;Venmo;3.7
1248; $26.00 ;Debit Card;3.7
1249; $97.00 ;Venmo;3.3
1250; $28.00 ;PayPal;3.6
1251; $50.00 ;Venmo;4.7
1252; $29.00 ;Bank Transfer;4.3
1253; $70.00 ;Credit Card;3.5
1254; $73.00 ;Bank Transfer;3.0
1255; $69.00 ;Cash;4.5
1256; $51.00 ;Credit Card;4.0
1257; $65.00 ;Bank Transfer;4.2
1258; $48.00 ;Credit Card;3.5
1259; $93.00 ;Cash;4.4
1260; $74.00 ;Debit Card;3.8
1261; $44.00 ;Cash;2.7
1262; $60.00 ;Debit Card;3.2
1263; $100.00 ;Credit Card;3.6
1264; $53.00 ;Cash;4.6
1265; $60.00 ;Credit Card;2.8
1266; $38.00 ;Venmo;4.7
1267; $44.00 ;Credit Card;3.1
1268; $34.00 ;Credit Card;3.2
1269; $48.00 ;Credit Card;2.7
1270; $37.00 ;Venmo;4.9
1271; $23.00 ;PayPal;4.6
1272; $39.00 ;Bank Transfer;4.9
1273; $32.00 ;Bank Transfer;3.4
1274; $30.00 ;Cash;3.2
1275; $79.00 ;Cash;4.1
1276; $79.00 ;Bank Transfer;3.6
1277; $100.00 ;PayPal;3.0
1278; $69.00 ;Bank Transfer;3.8
1279; $76.00 ;Bank Transfer;4.6
1280; $55.00 ;PayPal;3.6
1281; $86.00 ;Bank Transfer;2.6
1282; $93.00 ;PayPal;3.2
1283; $24.00 ;PayPal;4.4
1284; $91.00 ;Credit Card;2.8
1285; $94.00 ;Credit Card;4.9
1286; $82.00 ;Venmo;3.4
1287; $24.00 ;PayPal;5.0
1288; $45.00 ;Bank Transfer;5.0
1289; $82.00 ;Debit Card;4.8
1290; $59.00 ;Debit Card;2.7
1291; $50.00 ;Credit Card;4.9
1292; $68.00 ;Credit Card;3.0
1293; $41.00 ;PayPal;3.8
1294; $97.00 ;Debit Card;4.4
1295; $98.00 ;Venmo;2.9
1296; $50.00 ;Debit Card;3.3
1297; $86.00 ;Credit Card;3.3
1298; $46.00 ;Debit Card;3.1
1299; $70.00 ;Debit Card;4.4
1300; $61.00 ;PayPal;3.3
1301; $26.00 ;Bank Transfer;4.4
1302; $31.00 ;Cash;4.3
1303; $55.00 ;Cash;2.6
1304; $60.00 ;PayPal;4.3
1305; $28.00 ;Cash;3.7
1306; $45.00 ;Credit Card;4.5
1307; $67.00 ;Credit Card;4.6
1308; $36.00 ;Bank Transfer;3.1
1309; $53.00 ;Bank Transfer;2.7
1310; $78.00 ;Cash;3.9
1311; $49.00 ;Cash;4.1
1312; $29.00 ;Bank Transfer;3.7
1313; $26.00 ;Bank Transfer;4.8
1314; $70.00 ;Cash;3.3
1315; $71.00 ;Bank Transfer;3.3
1316; $99.00 ;Credit Card;3.4
1317; $96.00 ;Bank Transfer;3.8
1318; $90.00 ;Venmo;4.9
1319; $88.00 ;Bank Transfer;2.6
1320; $60.00 ;Venmo;4.9
1321; $25.00 ;Cash;4.8
1322; $65.00 ;Venmo;4.9
1323; $44.00 ;Venmo;4.1
1324; $77.00 ;Venmo;2.7
1325; $46.00 ;PayPal;3.4
1326; $66.00 ;PayPal;3.8
1327; $41.00 ;Venmo;2.7
1328; $95.00 ;Venmo;3.0
1329; $48.00 ;Venmo;3.4
1330; $28.00 ;PayPal;3.1
1331; $28.00 ;Bank Transfer;4.0
1332; $26.00 ;Debit Card;4.0
1333; $92.00 ;Cash;4.3
1334; $90.00 ;Venmo;4.9
1335; $99.00 ;Credit Card;4.4
1336; $97.00 ;PayPal;4.7
1337; $77.00 ;Credit Card;4.1
1338; $23.00 ;PayPal;2.9
1339; $37.00 ;Venmo;3.8
1340; $54.00 ;PayPal;4.4
1341; $83.00 ;Cash;4.7
1342; $26.00 ;PayPal;3.6
1343; $54.00 ;Debit Card;3.4
1344; $71.00 ;Cash;4.8
1345; $74.00 ;Bank Transfer;4.1
1346; $88.00 ;PayPal;3.2
1347; $73.00 ;PayPal;3.5
1348; $90.00 ;Credit Card;4.5
1349; $66.00 ;Venmo;3.4
1350; $94.00 ;Credit Card;4.2
1351; $50.00 ;Cash;4.7
1352; $29.00 ;Credit Card;4.7
1353; $65.00 ;Cash;5.0
1354; $46.00 ;Debit Card;4.2
1355; $72.00 ;Bank Transfer;3.3
1356; $88.00 ;Bank Transfer;4.1
1357; $25.00 ;Bank Transfer;3.4
1358; $72.00 ;Bank Transfer;3.9
1359; $48.00 ;PayPal;4.6
1360; $76.00 ;Credit Card;3.4
1361; $97.00 ;Venmo;2.9
1362; $20.00 ;Credit Card;4.5
1363; $30.00 ;PayPal;3.7
1364; $84.00 ;PayPal;5.0
1365; $70.00 ;Venmo;2.6
1366; $68.00 ;Venmo;4.1
1367; $34.00 ;PayPal;3.5
1368; $94.00 ;Cash;4.3
1369; $59.00 ;PayPal;3.8
1370; $36.00 ;Bank Transfer;3.9
1371; $43.00 ;Credit Card;2.8
1372; $83.00 ;PayPal;4.8
1373; $93.00 ;Cash;4.5
1374; $56.00 ;PayPal;4.0
1375; $84.00 ;Cash;3.1
1376; $65.00 ;PayPal;2.7
1377; $41.00 ;Bank Transfer;2.9
1378; $26.00 ;Bank Transfer;4.2
1379; $74.00 ;Debit Card;3.4
1380; $90.00 ;PayPal;4.9
1381; $49.00 ;PayPal;2.8
1382; $82.00 ;PayPal;2.9
1383; $29.00 ;Cash;3.6
1384; $76.00 ;Bank Transfer;4.4
1385; $23.00 ;Bank Transfer;4.3
1386; $33.00 ;Debit Card;4.7
1387; $87.00 ;Bank Transfer;3.0
1388; $81.00 ;PayPal;2.7
1389; $87.00 ;Debit Card;3.8
1390; $68.00 ;Credit Card;2.8
1391; $99.00 ;Bank Transfer;3.5
1392; $24.00 ;PayPal;4.5
1393; $88.00 ;PayPal;3.7
1394; $58.00 ;Credit Card;4.4
1395; $82.00 ;Credit Card;4.7
1396; $32.00 ;Cash;3.2
1397; $99.00 ;Cash;4.3
1398; $40.00 ;Credit Card;2.8
1399; $60.00 ;Credit Card;4.0
1400; $37.00 ;Credit Card;3.0
1401; $60.00 ;Bank Transfer;4.2
1402; $43.00 ;Bank Transfer;3.5
1403; $87.00 ;PayPal;2.6
1404; $35.00 ;Cash;3.5
1405; $96.00 ;Cash;4.3
1406; $55.00 ;Cash;3.6
1407; $88.00 ;Venmo;2.6
1408; $36.00 ;PayPal;4.3
1409; $80.00 ;Credit Card;2.5
1410; $23.00 ;Venmo;3.0
1411; $81.00 ;Bank Transfer;3.1
1412; $24.00 ;Debit Card;3.1
1413; $31.00 ;Debit Card;2.9
1414; $40.00 ;PayPal;4.2
1415; $81.00 ;Credit Card;4.9
1416; $43.00 ;Venmo;2.7
1417; $30.00 ;PayPal;5.0
1418; $82.00 ;Venmo;4.9
1419; $75.00 ;Venmo;3.1
1420; $66.00 ;Cash;4.0
1421; $84.00 ;Venmo;3.9
1422; $83.00 ;PayPal;2.8
1423; $53.00 ;PayPal;2.6
1424; $84.00 ;Cash;3.7
1425; $81.00 ;Credit Card;3.2
1426; $59.00 ;Credit Card;3.5
1427; $68.00 ;Bank Transfer;4.7
1428; $79.00 ;PayPal;4.2
1429; $52.00 ;Venmo;4.9
1430; $97.00 ;Debit Card;4.9
1431; $51.00 ;Debit Card;3.7
1432; $65.00 ;PayPal;3.2
1433; $77.00 ;Credit Card;4.3
1434; $40.00 ;PayPal;4.2
1435; $30.00 ;Cash;2.8
1436; $73.00 ;Cash;4.8
1437; $89.00 ;Debit Card;4.9
1438; $100.00 ;Credit Card;4.3
1439; $71.00 ;Venmo;3.4
1440; $84.00 ;Bank Transfer;2.8
1441; $37.00 ;Credit Card;4.8
1442; $99.00 ;PayPal;3.8
1443; $76.00 ;Bank Transfer;4.0
1444; $86.00 ;PayPal;3.7
1445; $72.00 ;Cash;4.6
1446; $94.00 ;Cash;3.1
1447; $79.00 ;Credit Card;4.0
1448; $25.00 ;PayPal;2.8
1449; $31.00 ;PayPal;3.1
1450; $58.00 ;Venmo;4.0
1451; $53.00 ;Credit Card;4.0
1452; $83.00 ;Debit Card;4.9
1453; $22.00 ;Cash;3.6
1454; $35.00 ;Credit Card;4.5
1455; $78.00 ;Credit Card;4.9
1456; $94.00 ;Venmo;4.5
1457; $77.00 ;Bank Transfer;4.9
1458; $27.00 ;Debit Card;3.8
1459; $85.00 ;PayPal;3.0
1460; $74.00 ;Venmo;3.8
1461; $23.00 ;Bank Transfer;3.4
1462; $41.00 ;Venmo;4.8
1463; $95.00 ;Bank Transfer;3.4
1464; $62.00 ;Debit Card;2.7
1465; $82.00 ;Cash;2.6
1466; $25.00 ;Venmo;3.9
1467; $98.00 ;Debit Card;3.3
1468; $76.00 ;Debit Card;4.4
1469; $99.00 ;Cash;2.7
1470; $21.00 ;Credit Card;3.7
