Transaction_ID;Purchase_Amount__USD_;Payment_Method;Review_Rating;Location ID
679; $41.00 ;Venmo;3.7;679
680; $40.00 ;Cash;3.3;680
681; $40.00 ;Cash;3.7;681
682; $45.00 ;PayPal;2.9;682
683; $73.00 ;PayPal;4.1;683
684; $49.00 ;Cash;2.7;684
685; $98.00 ;Credit Card;4.6;685
686; $20.00 ;Bank Transfer;2.6;686
687; $34.00 ;Cash;2.7;687
688; $87.00 ;PayPal;4.2;688
689; $74.00 ;Cash;3.6;689
690; $55.00 ;Bank Transfer;4.2;690
691; $99.00 ;Credit Card;3;691
692; $58.00 ;PayPal;2.5;692
693; $59.00 ;Debit Card;4.5;693
694; $59.00 ;Venmo;3.2;694
695; $63.00 ;Venmo;3.2;695
696; $76.00 ;Cash;4.2;696
697; $68.00 ;PayPal;2.7;697
698; $22.00 ;Cash;2.9;698
699; $80.00 ;Debit Card;4;699
700; $57.00 ;Credit Card;4.9;700
701; $51.00 ;Bank Transfer;4.6;701
702; $95.00 ;Bank Transfer;2.7;702
703; $48.00 ;Cash;3.6;703
704; $31.00 ;Cash;2.6;704
705; $34.00 ;Credit Card;4.1;705
706; $38.00 ;Credit Card;2.6;706
707; $74.00 ;PayPal;4.6;707
708; $44.00 ;Debit Card;2.8;708
709; $37.00 ;Cash;3.4;709
710; $27.00 ;PayPal;3.4;710
711; $79.00 ;Cash;3.5;711
712; $90.00 ;PayPal;3.6;712
713; $62.00 ;Venmo;4.8;713
714; $48.00 ;Venmo;4.1;714
715; $97.00 ;Credit Card;4.8;715
716; $41.00 ;Bank Transfer;4.3;716
717; $41.00 ;Debit Card;4.8;717
718; $94.00 ;Credit Card;3.9;718
719; $72.00 ;Credit Card;4.8;719
720; $85.00 ;Venmo;4.4;720
721; $81.00 ;PayPal;2.7;721
722; $48.00 ;Debit Card;3.5;722
723; $97.00 ;Cash;4.3;723
724; $52.00 ;Credit Card;3.8;724
725; $62.00 ;Debit Card;3.1;725
726; $51.00 ;PayPal;2.6;726
727; $43.00 ;Debit Card;3.9;727
728; $57.00 ;Debit Card;4.4;728
729; $26.00 ;Venmo;3.9;729
730; $56.00 ;Credit Card;3.9;730
731; $32.00 ;PayPal;4;731
732; $97.00 ;Credit Card;4.6;732
733; $32.00 ;Venmo;4.7;733
734; $40.00 ;Bank Transfer;3.5;734
735; $79.00 ;Credit Card;2.9;735
736; $73.00 ;Credit Card;4.7;736
737; $84.00 ;Debit Card;2.7;737
738; $82.00 ;Bank Transfer;3.1;738
739; $54.00 ;Credit Card;3.4;739
740; $78.00 ;Venmo;3.9;740
741; $44.00 ;Venmo;3.6;741
742; $72.00 ;PayPal;3.3;742
743; $44.00 ;Bank Transfer;4.2;743
744; $67.00 ;Venmo;4.1;744
745; $83.00 ;Bank Transfer;4.1;745
746; $35.00 ;Bank Transfer;3.2;746
747; $66.00 ;PayPal;5;747
748; $75.00 ;Bank Transfer;4.7;748
749; $95.00 ;PayPal;5;749
750; $50.00 ;Cash;2.6;750
751; $45.00 ;Bank Transfer;4.4;751
752; $29.00 ;Bank Transfer;2.9;752
753; $75.00 ;PayPal;3.5;753
754; $27.00 ;Cash;3.3;754
755; $53.00 ;PayPal;4.1;755
756; $26.00 ;Credit Card;3.3;756
757; $72.00 ;Venmo;3.7;757
758; $91.00 ;PayPal;2.5;758
759; $56.00 ;Bank Transfer;4.3;759
760; $75.00 ;Cash;3.6;760
761; $45.00 ;Credit Card;2.9;761
762; $36.00 ;Venmo;3;762
763; $69.00 ;PayPal;3.7;763
764; $24.00 ;Cash;3.4;764
765; $56.00 ;PayPal;3;765
766; $43.00 ;PayPal;4;766
767; $45.00 ;Debit Card;2.7;767
768; $87.00 ;Debit Card;3.7;768
769; $44.00 ;Venmo;3.8;769
770; $39.00 ;Venmo;4.5;770
771; $38.00 ;Credit Card;4.8;771
772; $96.00 ;Cash;4;772
773; $53.00 ;Credit Card;3.1;773
774; $68.00 ;PayPal;4.4;774
775; $27.00 ;Credit Card;4.7;775
776; $77.00 ;Debit Card;4.5;776
777; $73.00 ;Cash;3.4;777
778; $50.00 ;Debit Card;2.8;778
779; $35.00 ;Debit Card;4.2;779
780; $44.00 ;Credit Card;4.8;780
781; $63.00 ;Bank Transfer;4.8;781
782; $36.00 ;Bank Transfer;4;782
783; $54.00 ;Venmo;5;783
784; $90.00 ;Cash;2.5;784
785; $23.00 ;Venmo;3.6;785
786; $94.00 ;Venmo;4.9;786
787; $72.00 ;PayPal;3.3;787
788; $66.00 ;Venmo;4.4;788
789; $90.00 ;PayPal;3.9;789
790; $84.00 ;Cash;3.7;790
791; $44.00 ;Debit Card;4.8;791
792; $93.00 ;Bank Transfer;2.5;792
793; $53.00 ;Debit Card;4.5;793
794; $63.00 ;Debit Card;2.6;794
795; $70.00 ;Bank Transfer;4.6;795
796; $34.00 ;PayPal;4.2;796
797; $99.00 ;PayPal;4.6;797
798; $25.00 ;Debit Card;3.3;798
799; $88.00 ;Credit Card;4.8;799
800; $95.00 ;PayPal;4.7;800
801; $97.00 ;Bank Transfer;4.2;801
802; $68.00 ;Venmo;5;802
803; $95.00 ;Cash;5;803
804; $47.00 ;Venmo;3.2;804
805; $96.00 ;Credit Card;4.9;805
806; $38.00 ;Venmo;4.5;806
807; $24.00 ;Venmo;3.3;807
808; $46.00 ;Venmo;3.9;808
809; $84.00 ;Venmo;4;809
810; $52.00 ;Venmo;3.6;810
811; $55.00 ;PayPal;3.7;811
812; $80.00 ;Cash;4.5;812
813; $44.00 ;Venmo;3.9;813
814; $33.00 ;Credit Card;4.2;814
815; $85.00 ;Venmo;3.2;815
816; $77.00 ;Bank Transfer;4.2;816
817; $38.00 ;Debit Card;2.9;817
818; $32.00 ;Cash;4.1;818
819; $45.00 ;Venmo;4.1;819
820; $96.00 ;Venmo;3.2;820
821; $64.00 ;Debit Card;3.9;821
822; $33.00 ;Debit Card;4.4;822
823; $39.00 ;Cash;3.6;823
824; $69.00 ;Credit Card;3.8;824
825; $23.00 ;Venmo;4.9;825
826; $97.00 ;Credit Card;2.6;826
827; $58.00 ;Venmo;3.5;827
828; $51.00 ;Credit Card;4.5;828
829; $36.00 ;Cash;3.2;829
830; $29.00 ;Bank Transfer;3.6;830
831; $41.00 ;Venmo;4.3;831
832; $64.00 ;Bank Transfer;3.4;832
833; $99.00 ;Venmo;3.5;833
834; $83.00 ;Credit Card;3.3;834
835; $23.00 ;Debit Card;4.6;835
836; $25.00 ;Credit Card;2.8;836
837; $73.00 ;Venmo;3.5;837
838; $72.00 ;Debit Card;3.6;838
839; $60.00 ;Bank Transfer;3.5;839
840; $71.00 ;PayPal;4.8;840
841; $66.00 ;Credit Card;3.7;841
842; $20.00 ;Venmo;2.7;842
843; $79.00 ;Venmo;4;843
844; $91.00 ;Cash;4.7;844
845; $48.00 ;PayPal;3.7;845
846; $34.00 ;Debit Card;3.8;846
847; $20.00 ;Credit Card;4.7;847
848; $32.00 ;PayPal;4.5;848
849; $60.00 ;Bank Transfer;3;849
850; $65.00 ;Credit Card;2.6;850
851; $58.00 ;Venmo;4.2;851
852; $61.00 ;Debit Card;4;852
853; $82.00 ;Credit Card;4.5;853
854; $53.00 ;Cash;3.3;854
855; $59.00 ;PayPal;3.9;855
856; $79.00 ;Debit Card;4.8;856
857; $79.00 ;Cash;4.7;857
858; $33.00 ;Cash;4.5;858
859; $89.00 ;Credit Card;3.5;859
860; $39.00 ;Cash;2.6;860
861; $51.00 ;Debit Card;4;861
862; $35.00 ;Venmo;4.1;862
863; $75.00 ;Venmo;4.8;863
864; $68.00 ;Cash;3.2;864
865; $89.00 ;Cash;3.2;865
866; $54.00 ;Cash;4.6;866
867; $44.00 ;Venmo;2.9;867
868; $22.00 ;Debit Card;2.5;868
869; $98.00 ;Credit Card;3;869
870; $80.00 ;Bank Transfer;3.9;870
871; $84.00 ;Cash;4.5;871
872; $76.00 ;PayPal;3.4;872
873; $69.00 ;Debit Card;3.1;873
874; $41.00 ;Venmo;2.6;874
875; $30.00 ;PayPal;4.7;875
876; $53.00 ;Cash;3.5;876
877; $61.00 ;Debit Card;4.8;877
878; $98.00 ;Credit Card;5;878
879; $58.00 ;Debit Card;4;879
880; $34.00 ;Debit Card;4.7;880
881; $34.00 ;Credit Card;3.4;881
882; $99.00 ;Debit Card;4.3;882
883; $34.00 ;Cash;3.9;883
884; $58.00 ;Debit Card;4.9;884
885; $92.00 ;Venmo;4.2;885
886; $81.00 ;Bank Transfer;4.7;886
887; $78.00 ;Venmo;3.1;887
888; $93.00 ;Venmo;4.1;888
889; $23.00 ;Bank Transfer;4.4;889
890; $26.00 ;Credit Card;3.1;890
891; $80.00 ;PayPal;2.9;891
892; $62.00 ;Venmo;3.1;892
893; $92.00 ;Credit Card;4.4;893
894; $40.00 ;Bank Transfer;3.1;894
895; $41.00 ;Debit Card;2.5;895
896; $66.00 ;PayPal;2.8;896
897; $29.00 ;Debit Card;4;897
898; $56.00 ;Venmo;3.2;898
899; $72.00 ;PayPal;4.4;899
900; $94.00 ;Bank Transfer;3.5;900
901; $27.00 ;Venmo;4.9;901
902; $72.00 ;Venmo;5;902
903; $75.00 ;PayPal;3.3;903
904; $32.00 ;Cash;3.7;904
905; $43.00 ;Cash;3.4;905
906; $55.00 ;Debit Card;4.2;906
907; $67.00 ;PayPal;3.6;907
908; $93.00 ;Cash;4.6;908
909; $27.00 ;PayPal;3.9;909
910; $31.00 ;Cash;4;910
911; $20.00 ;Credit Card;2.7;911
912; $27.00 ;Credit Card;4.7;912
913; $98.00 ;Venmo;4.2;913
914; $78.00 ;Bank Transfer;5;914
915; $52.00 ;Venmo;3.1;915
916; $95.00 ;Credit Card;4.2;916
917; $66.00 ;Cash;4.2;917
918; $58.00 ;Cash;4.2;918
919; $98.00 ;Credit Card;4.6;919
920; $65.00 ;PayPal;4.6;920
921; $67.00 ;Cash;5;921
922; $33.00 ;PayPal;3.7;922
923; $51.00 ;Debit Card;4.5;923
924; $38.00 ;Credit Card;3.8;924
925; $89.00 ;Venmo;4.6;925
926; $90.00 ;Bank Transfer;2.6;926
927; $94.00 ;Venmo;4;927
928; $82.00 ;Venmo;3.6;928
929; $55.00 ;Bank Transfer;3.5;929
930; $76.00 ;Venmo;3.2;930
931; $71.00 ;Venmo;3.8;931
932; $43.00 ;Venmo;3.7;932
933; $77.00 ;PayPal;3.3;933
934; $77.00 ;PayPal;4.9;934
935; $58.00 ;PayPal;4.5;935
936; $67.00 ;Bank Transfer;4;936
937; $22.00 ;Venmo;4.6;937
938; $76.00 ;Credit Card;3.9;938
939; $31.00 ;Credit Card;3;939
940; $52.00 ;Credit Card;3.2;940
941; $96.00 ;Credit Card;4.2;941
942; $26.00 ;Credit Card;3;942
943; $74.00 ;Cash;3.3;943
944; $93.00 ;Credit Card;4.1;944
945; $91.00 ;Bank Transfer;2.5;945
946; $34.00 ;PayPal;3.2;946
947; $58.00 ;PayPal;3;947
948; $61.00 ;Credit Card;3.5;948
949; $77.00 ;Bank Transfer;3.6;949
950; $82.00 ;PayPal;3.4;950
951; $78.00 ;PayPal;2.5;951
952; $70.00 ;Credit Card;4.2;952
953; $89.00 ;PayPal;3.8;953
954; $91.00 ;PayPal;2.8;954
955; $47.00 ;Debit Card;3.7;955
956; $32.00 ;PayPal;3.1;956
957; $77.00 ;Cash;4.9;957
958; $23.00 ;Cash;3.6;958
959; $36.00 ;Venmo;4.7;959
960; $97.00 ;Debit Card;4.2;960
961; $22.00 ;PayPal;3.1;961
962; $80.00 ;PayPal;4.3;962
963; $50.00 ;PayPal;3;963
964; $68.00 ;Credit Card;4.1;964
965; $74.00 ;Bank Transfer;3.4;965
966; $90.00 ;Credit Card;3.6;966
967; $54.00 ;Cash;2.7;967
968; $67.00 ;Cash;3.1;968
969; $40.00 ;Credit Card;3.9;969
970; $45.00 ;Venmo;4.2;970
971; $81.00 ;Cash;4.5;971
972; $29.00 ;Credit Card;3.6;972
973; $62.00 ;Credit Card;4.1;973
974; $44.00 ;PayPal;3.3;974
975; $20.00 ;Debit Card;3.7;975
976; $39.00 ;Venmo;3.2;976
977; $51.00 ;PayPal;4.9;977
978; $20.00 ;Credit Card;3.9;978
979; $28.00 ;PayPal;3.9;979
980; $86.00 ;Cash;4.8;980
981; $61.00 ;Debit Card;4.5;981
982; $92.00 ;Credit Card;4.6;982
983; $61.00 ;Venmo;3.9;983
984; $84.00 ;Cash;3;984
985; $65.00 ;Credit Card;4.9;985
986; $30.00 ;Cash;2.8;986
987; $57.00 ;Debit Card;3.1;987
988; $42.00 ;PayPal;4.1;988
989; $20.00 ;Cash;4.1;989
990; $25.00 ;Venmo;4.9;990
991; $42.00 ;Debit Card;4.4;991
992; $71.00 ;Bank Transfer;3.3;992
993; $21.00 ;Venmo;3.9;993
994; $57.00 ;Debit Card;3.4;994
995; $77.00 ;Debit Card;4.9;995
996; $97.00 ;Debit Card;2.8;996
997; $75.00 ;Venmo;3.4;997
998; $45.00 ;Bank Transfer;4.8;998
999; $90.00 ;Venmo;3.9;999
1000; $62.00 ;Cash;3.6;1000
1001; $32.00 ;Bank Transfer;2.8;1001
1002; $81.00 ;Venmo;3.3;1002
1003; $46.00 ;Cash;4.3;1003
1004; $57.00 ;Debit Card;4.4;1004
1005; $32.00 ;Venmo;3.3;1005
1006; $63.00 ;PayPal;4.6;1006
1007; $64.00 ;Cash;4;1007
1008; $40.00 ;Bank Transfer;4.2;1008
1009; $96.00 ;Credit Card;4.8;1009
1010; $79.00 ;Cash;2.8;1010
1011; $33.00 ;Debit Card;3.5;1011
1012; $99.00 ;Bank Transfer;4;1012
1013; $85.00 ;Bank Transfer;4.3;1013
1014; $51.00 ;Bank Transfer;2.6;1014
1015; $44.00 ;PayPal;3.3;1015
1016; $40.00 ;Venmo;2.7;1016
1017; $59.00 ;PayPal;4.3;1017
1018; $88.00 ;PayPal;2.5;1018
1019; $43.00 ;PayPal;4.4;1019
1020; $24.00 ;Debit Card;2.7;1020
1021; $40.00 ;Bank Transfer;4.2;1021
1022; $87.00 ;PayPal;2.9;1022
1023; $50.00 ;Debit Card;2.9;1023
1024; $99.00 ;PayPal;3.3;1024
1025; $77.00 ;Cash;4.3;1025
1026; $25.00 ;PayPal;4.8;1026
1027; $85.00 ;Bank Transfer;3.4;1027
1028; $83.00 ;Credit Card;2.9;1028
1029; $30.00 ;Bank Transfer;4.3;1029
1030; $77.00 ;PayPal;3.7;1030
1031; $51.00 ;Debit Card;2.7;1031
1032; $70.00 ;Credit Card;4.4;1032
1033; $27.00 ;Cash;4.5;1033
1034; $89.00 ;Credit Card;4.6;1034
1035; $63.00 ;PayPal;3.1;1035
1036; $87.00 ;Cash;3.1;1036
1037; $72.00 ;Venmo;4.5;1037
1038; $37.00 ;Credit Card;3.2;1038
1039; $73.00 ;Credit Card;4.9;1039
1040; $33.00 ;Cash;4.8;1040
1041; $59.00 ;Debit Card;3.3;1041
1042; $52.00 ;Debit Card;3.6;1042
1043; $42.00 ;PayPal;2.6;1043
1044; $70.00 ;Bank Transfer;4.7;1044
1045; $30.00 ;Debit Card;4;1045
1046; $49.00 ;Cash;4.2;1046
1047; $79.00 ;Venmo;4.4;1047
1048; $95.00 ;Cash;3.7;1048
1049; $80.00 ;Debit Card;4.7;1049
1050; $57.00 ;Cash;3.2;1050
1051; $32.00 ;Venmo;4.2;1051
1052; $37.00 ;Debit Card;4.8;1052
1053; $91.00 ;Bank Transfer;3.5;1053
1054; $86.00 ;Bank Transfer;4.2;1054
1055; $33.00 ;PayPal;2.5;1055
1056; $63.00 ;PayPal;3.8;1056
1057; $90.00 ;PayPal;2.6;1057
1058; $93.00 ;Credit Card;2.7;1058
1059; $96.00 ;Bank Transfer;2.7;1059
1060; $82.00 ;PayPal;4.1;1060
1061; $29.00 ;PayPal;3.6;1061
1062; $23.00 ;Bank Transfer;4.1;1062
1063; $55.00 ;Venmo;4.8;1063
1064; $25.00 ;Debit Card;3;1064
1065; $32.00 ;Cash;2.6;1065
1066; $99.00 ;Cash;4.8;1066
1067; $77.00 ;Cash;4.2;1067
1068; $81.00 ;Bank Transfer;3.4;1068
1069; $67.00 ;Bank Transfer;3.8;1069
1070; $37.00 ;Debit Card;3.7;1070
1071; $77.00 ;PayPal;3.8;1071
1072; $72.00 ;Bank Transfer;4.5;1072
1073; $90.00 ;Debit Card;4.2;1073
1074; $86.00 ;Cash;2.8;1074
1075; $56.00 ;Venmo;3.3;1075
1076; $75.00 ;Debit Card;4;1076
1077; $86.00 ;Credit Card;2.7;1077
1078; $67.00 ;Bank Transfer;4.3;1078
1079; $22.00 ;Venmo;3;1079
1080; $100.00 ;PayPal;2.9;1080
1081; $92.00 ;Bank Transfer;4.4;1081
1082; $55.00 ;Cash;2.9;1082
1083; $94.00 ;Cash;3.8;1083
1084; $79.00 ;Venmo;3.7;1084
1085; $93.00 ;Venmo;3.8;1085
1086; $25.00 ;Bank Transfer;2.9;1086
1087; $76.00 ;Venmo;4.4;1087
1088; $53.00 ;Cash;4.4;1088
1089; $40.00 ;PayPal;3.2;1089
1090; $70.00 ;Debit Card;4.1;1090
1091; $39.00 ;Venmo;4.6;1091
1092; $65.00 ;PayPal;3.9;1092
1093; $64.00 ;Bank Transfer;2.8;1093
1094; $96.00 ;Bank Transfer;3.3;1094
1095; $44.00 ;Cash;3.1;1095
1096; $53.00 ;Bank Transfer;3.4;1096
1097; $27.00 ;Bank Transfer;2.6;1097
1098; $24.00 ;Bank Transfer;3.3;1098
1099; $20.00 ;Bank Transfer;3.6;1099
1100; $37.00 ;Bank Transfer;3.2;1100
1101; $63.00 ;PayPal;4.3;1101
1102; $53.00 ;Cash;2.5;1102
1103; $53.00 ;Venmo;4.8;1103
1104; $29.00 ;Cash;2.8;1104
1105; $71.00 ;PayPal;4.2;1105
1106; $32.00 ;Venmo;4.1;1106
1107; $81.00 ;Bank Transfer;4.3;1107
1108; $22.00 ;Cash;3.5;1108
1109; $44.00 ;Cash;3.5;1109
1110; $23.00 ;Cash;4.4;1110
1111; $53.00 ;PayPal;5;1111
1112; $82.00 ;PayPal;5;1112
1113; $32.00 ;Bank Transfer;4.6;1113
1114; $33.00 ;Venmo;4.1;1114
1115; $26.00 ;Cash;4.2;1115
1116; $100.00 ;Debit Card;4.4;1116
1117; $39.00 ;Cash;3.4;1117
1118; $51.00 ;Debit Card;4.7;1118
1119; $94.00 ;Cash;4.3;1119
1120; $100.00 ;Bank Transfer;4.1;1120
1121; $94.00 ;Bank Transfer;3.9;1121
1122; $21.00 ;Venmo;2.7;1122
1123; $47.00 ;Venmo;4.8;1123
1124; $45.00 ;Venmo;4.4;1124
1125; $79.00 ;Debit Card;4.6;1125
1126; $30.00 ;Cash;2.8;1126
1127; $41.00 ;Debit Card;3.4;1127
1128; $23.00 ;Credit Card;4.3;1128
1129; $95.00 ;Credit Card;4;1129
1130; $27.00 ;PayPal;2.5;1130
1131; $79.00 ;Debit Card;4.7;1131
1132; $33.00 ;Credit Card;2.9;1132
1133; $80.00 ;Credit Card;3;1133
1134; $62.00 ;Debit Card;4.8;1134
1135; $23.00 ;Bank Transfer;4.7;1135
1136; $28.00 ;Cash;2.6;1136
1137; $73.00 ;Bank Transfer;3;1137
1138; $99.00 ;Venmo;4;1138
1139; $41.00 ;Cash;3.2;1139
1140; $30.00 ;Credit Card;3;1140
1141; $52.00 ;Credit Card;3.6;1141
1142; $28.00 ;PayPal;4.6;1142
1143; $46.00 ;PayPal;4.3;1143
1144; $81.00 ;Bank Transfer;2.7;1144
1145; $29.00 ;PayPal;4.1;1145
1146; $94.00 ;Credit Card;3.4;1146
1147; $34.00 ;Debit Card;4;1147
1148; $27.00 ;Venmo;3.6;1148
1149; $72.00 ;Credit Card;3.3;1149
1150; $95.00 ;PayPal;4.9;1150
1151; $46.00 ;PayPal;4.9;1151
1152; $23.00 ;PayPal;4.2;1152
1153; $47.00 ;Debit Card;4.3;1153
1154; $31.00 ;Credit Card;2.6;1154
1155; $64.00 ;Credit Card;4.2;1155
1156; $90.00 ;Venmo;3.5;1156
1157; $29.00 ;Bank Transfer;3.3;1157
1158; $34.00 ;Bank Transfer;3.1;1158
1159; $59.00 ;Debit Card;2.8;1159
1160; $97.00 ;Cash;4.2;1160
1161; $72.00 ;PayPal;4.9;1161
1162; $50.00 ;Cash;3.4;1162
1163; $61.00 ;Credit Card;4;1163
1164; $40.00 ;Cash;4.9;1164
1165; $83.00 ;Credit Card;4.5;1165
1166; $57.00 ;Venmo;3.2;1166
1167; $60.00 ;Cash;3;1167
1168; $26.00 ;Debit Card;2.9;1168
1169; $58.00 ;Cash;4.6;1169
1170; $65.00 ;Credit Card;3.5;1170
1171; $88.00 ;PayPal;3.2;1171
1172; $71.00 ;PayPal;3.2;1172
1173; $45.00 ;PayPal;4.6;1173
1174; $39.00 ;Bank Transfer;3.9;1174
1175; $83.00 ;PayPal;2.9;1175
1176; $29.00 ;Venmo;4.6;1176
1177; $74.00 ;Cash;4.1;1177
1178; $62.00 ;Cash;3.8;1178
1179; $100.00 ;Cash;3.5;1179
1180; $36.00 ;PayPal;4;1180
1181; $92.00 ;Bank Transfer;3.3;1181
1182; $88.00 ;Venmo;3.5;1182
1183; $63.00 ;Cash;2.6;1183
1184; $66.00 ;Bank Transfer;4.3;1184
1185; $42.00 ;Cash;4.4;1185
1186; $36.00 ;Credit Card;2.6;1186
1187; $22.00 ;Credit Card;3.6;1187
1188; $24.00 ;PayPal;3.6;1188
1189; $86.00 ;PayPal;3.9;1189
1190; $75.00 ;PayPal;5;1190
1191; $58.00 ;Bank Transfer;3.2;1191
1192; $82.00 ;PayPal;4.8;1192
1193; $65.00 ;Credit Card;2.9;1193
1194; $45.00 ;Debit Card;3.6;1194
1195; $23.00 ;Venmo;3.7;1195
1196; $46.00 ;Venmo;3;1196
1197; $45.00 ;Debit Card;3.4;1197
1198; $21.00 ;Cash;3.3;1198
1199; $78.00 ;Cash;3.4;1199
1200; $49.00 ;Bank Transfer;4.9;1200
1201; $96.00 ;Cash;3.5;1201
1202; $37.00 ;Cash;3.2;1202
1203; $98.00 ;Bank Transfer;3.5;1203
1204; $84.00 ;Cash;3.7;1204
1205; $81.00 ;Bank Transfer;4.7;1205
1206; $58.00 ;Venmo;2.7;1206
1207; $46.00 ;Cash;4.4;1207
1208; $95.00 ;Cash;3.7;1208
1209; $98.00 ;Credit Card;4.2;1209
1210; $43.00 ;Cash;2.7;1210
1211; $35.00 ;Cash;3.8;1211
1212; $90.00 ;Credit Card;4.9;1212
1213; $42.00 ;Cash;3.7;1213
1214; $51.00 ;Venmo;3.1;1214
1215; $32.00 ;PayPal;3.7;1215
1216; $31.00 ;Bank Transfer;3.6;1216
1217; $86.00 ;Cash;4.5;1217
1218; $58.00 ;Bank Transfer;4.2;1218
1219; $23.00 ;Credit Card;3.4;1219
1220; $86.00 ;PayPal;4.8;1220
1221; $21.00 ;Debit Card;4.3;1221
1222; $42.00 ;Credit Card;2.6;1222
1223; $24.00 ;PayPal;3.3;1223
1224; $77.00 ;Cash;4.1;1224
1225; $39.00 ;Credit Card;4.6;1225
1226; $60.00 ;PayPal;2.9;1226
1227; $87.00 ;Venmo;3.6;1227
1228; $31.00 ;Debit Card;4.3;1228
1229; $40.00 ;Debit Card;2.7;1229
1230; $48.00 ;Venmo;3.6;1230
1231; $60.00 ;Debit Card;3.7;1231
1232; $44.00 ;PayPal;3.4;1232
1233; $71.00 ;Credit Card;2.7;1233
1234; $37.00 ;Bank Transfer;4.5;1234
1235; $62.00 ;Credit Card;3.7;1235
1236; $85.00 ;Cash;3.4;1236
1237; $97.00 ;Debit Card;3.7;1237
1238; $46.00 ;Credit Card;3.5;1238
1239; $22.00 ;Bank Transfer;3.3;1239
1240; $88.00 ;Bank Transfer;2.8;1240
1241; $65.00 ;Bank Transfer;3.5;1241
1242; $29.00 ;Venmo;3.4;1242
1243; $96.00 ;PayPal;2.9;1243
1244; $59.00 ;Cash;4.4;1244
1245; $60.00 ;Cash;3.5;1245
1246; $88.00 ;Credit Card;2.7;1246
1247; $52.00 ;Venmo;3.7;1247
1248; $26.00 ;Debit Card;3.7;1248
1249; $97.00 ;Venmo;3.3;1249
1250; $28.00 ;PayPal;3.6;1250
1251; $50.00 ;Venmo;4.7;1251
1252; $29.00 ;Bank Transfer;4.3;1252
1253; $70.00 ;Credit Card;3.5;1253
1254; $73.00 ;Bank Transfer;3;1254
1255; $69.00 ;Cash;4.5;1255
1256; $51.00 ;Credit Card;4;1256
1257; $65.00 ;Bank Transfer;4.2;1257
1258; $48.00 ;Credit Card;3.5;1258
1259; $93.00 ;Cash;4.4;1259
1260; $74.00 ;Debit Card;3.8;1260
1261; $44.00 ;Cash;2.7;1261
1262; $60.00 ;Debit Card;3.2;1262
1263; $100.00 ;Credit Card;3.6;1263
1264; $53.00 ;Cash;4.6;1264
1265; $60.00 ;Credit Card;2.8;1265
1266; $38.00 ;Venmo;4.7;1266
1267; $44.00 ;Credit Card;3.1;1267
1268; $34.00 ;Credit Card;3.2;1268
1269; $48.00 ;Credit Card;2.7;1269
1270; $37.00 ;Venmo;4.9;1270
1271; $23.00 ;PayPal;4.6;1271
1272; $39.00 ;Bank Transfer;4.9;1272
1273; $32.00 ;Bank Transfer;3.4;1273
1274; $30.00 ;Cash;3.2;1274
1275; $79.00 ;Cash;4.1;1275
1276; $79.00 ;Bank Transfer;3.6;1276
1277; $100.00 ;PayPal;3;1277
1278; $69.00 ;Bank Transfer;3.8;1278
1279; $76.00 ;Bank Transfer;4.6;1279
1280; $55.00 ;PayPal;3.6;1280
1281; $86.00 ;Bank Transfer;2.6;1281
1282; $93.00 ;PayPal;3.2;1282
1283; $24.00 ;PayPal;4.4;1283
1284; $91.00 ;Credit Card;2.8;1284
1285; $94.00 ;Credit Card;4.9;1285
1286; $82.00 ;Venmo;3.4;1286
1287; $24.00 ;PayPal;5;1287
1288; $45.00 ;Bank Transfer;5;1288
1289; $82.00 ;Debit Card;4.8;1289
1290; $59.00 ;Debit Card;2.7;1290
1291; $50.00 ;Credit Card;4.9;1291
1292; $68.00 ;Credit Card;3;1292
1293; $41.00 ;PayPal;3.8;1293
1294; $97.00 ;Debit Card;4.4;1294
1295; $98.00 ;Venmo;2.9;1295
1296; $50.00 ;Debit Card;3.3;1296
1297; $86.00 ;Credit Card;3.3;1297
1298; $46.00 ;Debit Card;3.1;1298
1299; $70.00 ;Debit Card;4.4;1299
1300; $61.00 ;PayPal;3.3;1300
1301; $26.00 ;Bank Transfer;4.4;1301
1302; $31.00 ;Cash;4.3;1302
1303; $55.00 ;Cash;2.6;1303
1304; $60.00 ;PayPal;4.3;1304
1305; $28.00 ;Cash;3.7;1305
1306; $45.00 ;Credit Card;4.5;1306
1307; $67.00 ;Credit Card;4.6;1307
1308; $36.00 ;Bank Transfer;3.1;1308
1309; $53.00 ;Bank Transfer;2.7;1309
1310; $78.00 ;Cash;3.9;1310
1311; $49.00 ;Cash;4.1;1311
1312; $29.00 ;Bank Transfer;3.7;1312
1313; $26.00 ;Bank Transfer;4.8;1313
1314; $70.00 ;Cash;3.3;1314
1315; $71.00 ;Bank Transfer;3.3;1315
1316; $99.00 ;Credit Card;3.4;1316
1317; $96.00 ;Bank Transfer;3.8;1317
1318; $90.00 ;Venmo;4.9;1318
1319; $88.00 ;Bank Transfer;2.6;1319
1320; $60.00 ;Venmo;4.9;1320
1321; $25.00 ;Cash;4.8;1321
1322; $65.00 ;Venmo;4.9;1322
1323; $44.00 ;Venmo;4.1;1323
1324; $77.00 ;Venmo;2.7;1324
1325; $46.00 ;PayPal;3.4;1325
1326; $66.00 ;PayPal;3.8;1326
1327; $41.00 ;Venmo;2.7;1327
1328; $95.00 ;Venmo;3;1328
1329; $48.00 ;Venmo;3.4;1329
